PAYS;REGION;DEPARTEMENT;CD_DEPT;CD_INSEE;NOM_LOCALITE;ORGANISME;OBSERVATEUR;CD_STATION;STATION;METHODE;REPETITION;Longitude;Latitude;ALTITUDE;DATE;DATE_FIN;HABITAT;MICROHABITAT;METHODE;REMARQUE_STATION;CLASSE;ORDRE;FAMILLE;CD_NOM;LB_NOM;NOM_VALIDE;BOITE;CD_COLLECTION;NOM_CITE;RANK;male;female;Juvénile;?;ABONDANCE_TOTALE;LRN;REMARQUE_INDIVIDU;A VERIFIER/PHOTO;DETERMINATEUR;LEG/COLLECTION;DATE_DETERMINATION;ENVOI_CARDOBS
France;LANGUEDOC-ROUSSILLON;LOZERE;48;48171;Saint-Martin-de-Lansuscle;ECO&SOLS;Equipe ECO&SOLS;2132904;1887;Pitfall;1;44.2375443985216;3.7226445983764;928;14/06/2024;10/07/2024;Lande à bruyère / fougeraie;;Pitfall;;Insecta;Hymenoptera;Formicidae;52792;Formica rufibarbis;Formica rufibarbis Fabricius, 1793;E&S_FO_B3_T58;NHEN-29772;formica rufibarbis;S;;;;2;2;#N/A;;;N.HENON;ECO&SOLS;45631;
France;AUVERGNE;CANTAL;15;15243;Trizac;ECO&SOLS;Equipe ECO&SOLS;2132906;1587;Pitfall;1;45.2538548457955;2.52555216920108;902;05/06/2024;11/07/2024;Prairie de pâture;;Pitfall;;Insecta;Hymenoptera;Formicidae;52792;Formica rufibarbis;Formica rufibarbis Fabricius, 1793;E&S_FO_B5_T33;NHEN-29995;formica rufibarbis;S;;;;12;12;#N/A;;;N.HENON;ECO&SOLS;45635;
France;CENTRE;CHER;18;18086;Drevant;Sol&Co;Sol&Co;2167303;1174;Pitfall;1;46.6928659613774;2.53499704476721;164;23/05/2024;22/06/2024;Prairie de fauche;;Pitfall;relève le 21/6/224;Insecta;Hymenoptera;Formicidae;52792;Formica rufibarbis;Formica rufibarbis Fabricius, 1793;E&S_FO_B6_T60;NHEN-30154;formica rufibarbis;S;;;;2;2;#N/A;;;N.HENON;ECO&SOLS;45638;
France;RHONE-ALPES;ISERE;38;38302;Le Perier;ECO&SOLS;Equipe ECO&SOLS;2142435;1686;Pitfall;1;44.9048619493119;5.96937133617335;1888;06/08/2024;10/09/2024;Pelouse alpine;;Pitfall;;Insecta;Hymenoptera;Formicidae;52792;Formica rufibarbis;Formica rufibarbis Fabricius, 1793;E&S_FO_B7_T31;NHEN-30229;formica rufibarbis;S;;;;18;18;#N/A;;;N.HENON;ECO&SOLS;45643;
France;MIDI-PYRENEES;LOT;46;46063;Castelnau-Montratier;Université de Rennes;Université de Rennes;2167321;1875;Pitfall;2;44.2406504349493;1.32315689391354;191;14/03/2024;09/04/2024;Monoculture;;Pitfall;;Insecta;Hymenoptera;Formicidae;52792;Formica rufibarbis;Formica rufibarbis Fabricius, 1793;E&S_FO_B2_T71;NHEN-29684;formica rufibarbis;S;;;;7;7;#N/A;;;N.HENON;ECO&SOLS;45631;
France;LANGUEDOC-ROUSSILLON;LOZERE;48;48171;Saint-Martin-de-Lansuscle;ECO&SOLS;Equipe ECO&SOLS;2132904;1887;Pitfall;2;44.2375443985216;3.7226445983764;928;14/06/2024;10/07/2024;Lande à bruyère / fougeraie;;Pitfall;;Insecta;Hymenoptera;Formicidae;52792;Formica rufibarbis;Formica rufibarbis Fabricius, 1793;E&S_FO_B3_T61;NHEN-29775;formica rufibarbis;S;;;;2;2;#N/A;;;N.HENON;ECO&SOLS;45631;
France;CHAMPAGNE-ARDENNE;MARNE;51;51048;Belval-Sous-Chatillon;Sol&Co;Sol&Co;2167297;288;Pitfall;2;49.1281765661728;3.85678097784408;193;06/06/2024;06/07/2024;Vignes;;Pitfall;Remplace le site 92;Insecta;Hymenoptera;Formicidae;52792;Formica rufibarbis;Formica rufibarbis Fabricius, 1793;E&S_FO_B5_T51;NHEN-30013;formica rufibarbis;S;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45635;
France;CENTRE;CHER;18;18086;Drevant;Sol&Co;Sol&Co;2167303;1174;Pitfall;2;46.6928659613774;2.53499704476721;164;23/05/2024;22/06/2024;Prairie de fauche;;Pitfall;relève le 21/6/224;Insecta;Hymenoptera;Formicidae;52792;Formica rufibarbis;Formica rufibarbis Fabricius, 1793;E&S_FO_B6_T65;NHEN-30159;formica rufibarbis;S;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45638;
France;RHONE-ALPES;ISERE;38;38302;Le Perier;ECO&SOLS;Equipe ECO&SOLS;2142435;1686;Pitfall;2;44.9048619493119;5.96937133617335;1888;06/08/2024;10/09/2024;Pelouse alpine;;Pitfall;;Insecta;Hymenoptera;Formicidae;52792;Formica rufibarbis;Formica rufibarbis Fabricius, 1793;E&S_FO_B7_T37;NHEN-30235;formica rufibarbis;S;;;;7;7;#N/A;;;N.HENON;ECO&SOLS;45643;
France;MIDI-PYRENEES;LOT;46;46063;Castelnau-Montratier;Université de Rennes;Université de Rennes;2167321;1875;Pitfall;3;44.2406504349493;1.32315689391354;191;14/03/2024;09/04/2024;Monoculture;;Pitfall;;Insecta;Hymenoptera;Formicidae;52792;Formica rufibarbis;Formica rufibarbis Fabricius, 1793;E&S_FO_B2_T72;NHEN-29685;formica rufibarbis;S;;;;2;2;#N/A;;;N.HENON;ECO&SOLS;45631;
France;RHONE-ALPES;ISERE;38;38302;Le Perier;ECO&SOLS;Equipe ECO&SOLS;2142435;1686;Pitfall;3;44.9048619493119;5.96937133617335;1888;06/08/2024;10/09/2024;Pelouse alpine;;Pitfall;;Insecta;Hymenoptera;Formicidae;52792;Formica rufibarbis;Formica rufibarbis Fabricius, 1793;E&S_FO_B7_T44;NHEN-30242;formica rufibarbis;S;;;;12;12;#N/A;;;N.HENON;ECO&SOLS;45643;
France;MIDI-PYRENEES;LOT;46;46063;Castelnau-Montratier;Université de Rennes;Université de Rennes;2167321;1875;Pitfall;4;44.2406504349493;1.32315689391354;191;14/03/2024;09/04/2024;Monoculture;;Pitfall;;Insecta;Hymenoptera;Formicidae;52792;Formica rufibarbis;Formica rufibarbis Fabricius, 1793;E&S_FO_B2_T73;NHEN-29686;formica rufibarbis;S;;;;4;4;#N/A;;;N.HENON;ECO&SOLS;45631;
France;LANGUEDOC-ROUSSILLON;LOZERE;48;48171;Saint-Martin-de-Lansuscle;ECO&SOLS;Equipe ECO&SOLS;2132904;1887;Pitfall;4;44.2375443985216;3.7226445983764;928;14/06/2024;10/07/2024;Lande à bruyère / fougeraie;;Pitfall;;Insecta;Hymenoptera;Formicidae;52792;Formica rufibarbis;Formica rufibarbis Fabricius, 1793;E&S_FO_B3_T66;NHEN-29781;formica rufibarbis;S;;;;13;13;#N/A;;;N.HENON;ECO&SOLS;45631;
France;POITOU-CHARENTES;VIENNE;86;86236;Saint-Pierre-De-Maille;Université de Rennes;Université de Rennes;2167339;1166;Pitfall;4;46.6834260740623;0.860928957263222;112;19/03/2024;16/04/2024;Monoculture;;Pitfall;;Insecta;Hymenoptera;Formicidae;52792;Formica rufibarbis;Formica rufibarbis Fabricius, 1793;E&S_FO_B3_T77;NHEN-29793;formica rufibarbis;S;;;;2;2;#N/A;;;N.HENON;ECO&SOLS;45631;
France;PROVENCE-ALPES-COTE DAZUR;ALPES-DE-HAUTE-PROVENCE;4;4157;Puimoisson;ECO&SOLS;Equipe ECO&SOLS;2132865;1992;Pitfall;4;43.8921670756657;6.10461897406734;712;24/04/2024;28/05/2024;Culture de coriande;;Pitfall;;Insecta;Hymenoptera;Formicidae;52792;Formica rufibarbis;Formica rufibarbis Fabricius, 1793;E&S_FO_B4_T15;NHEN-29832;formica rufibarbis;S;;;;7;7;#N/A;;;N.HENON;ECO&SOLS;45632;
France;CENTRE;CHER;18;18086;Drevant;Sol&Co;Sol&Co;2167303;1174;Pitfall;4;46.6928659613774;2.53499704476721;164;23/05/2024;22/06/2024;Prairie de fauche;;Pitfall;relève le 21/6/224;Insecta;Hymenoptera;Formicidae;52792;Formica rufibarbis;Formica rufibarbis Fabricius, 1793;E&S_FO_B6_T71;NHEN-30165;formica rufibarbis;S;;;;8;8;#N/A;;;N.HENON;ECO&SOLS;45638;
France;RHONE-ALPES;ISERE;38;38302;Le Perier;ECO&SOLS;Equipe ECO&SOLS;2142435;1686;Pitfall;4;44.9048619493119;5.96937133617335;1888;06/08/2024;10/09/2024;Pelouse alpine;;Pitfall;;Insecta;Hymenoptera;Formicidae;52792;Formica rufibarbis;Formica rufibarbis Fabricius, 1793;E&S_FO_B7_T50;NHEN-30248;formica rufibarbis;S;;;;6;6;#N/A;;;N.HENON;ECO&SOLS;45643;
France;AUVERGNE;CANTAL;15;15243;Trizac;ECO&SOLS;Equipe ECO&SOLS;2132906;1587;Pitfall;4;45.2538548457955;2.52555216920108;902;05/06/2024;11/07/2024;Prairie de pâture;;Pitfall;;Insecta;Hymenoptera;Formicidae;52792;Formica rufibarbis;Formica rufibarbis Fabricius, 1793;E&S_FO_B9_T3;NHEN-30403;formica rufibarbis;S;;;;2;2;#N/A;;;N.HENON;ECO&SOLS;45644;
France;MIDI-PYRENEES;TARN;81;81025;Belcastel;ECO&SOLS;Equipe ECO&SOLS;2132894;1837;Pitfall;5;44.3889199310117;2.32434462405189;579;30/05/2024;03/07/2024;Culture;;Pitfall;;Insecta;Hymenoptera;Formicidae;52792;Formica rufibarbis;Formica rufibarbis Fabricius, 1793;E&S_FO_B1_T99;NHEN-29597;formica rufibarbis;S;;;;3;3;#N/A;;;N.HENON;ECO&SOLS;45630;
France;MIDI-PYRENEES;LOT;46;46063;Castelnau-Montratier;Université de Rennes;Université de Rennes;2167321;1875;Pitfall;5;44.2406504349493;1.32315689391354;191;14/03/2024;09/04/2024;Monoculture;;Pitfall;;Insecta;Hymenoptera;Formicidae;52792;Formica rufibarbis;Formica rufibarbis Fabricius, 1793;E&S_FO_B2_T76;NHEN-29689;formica rufibarbis;S;;;;3;3;#N/A;;;N.HENON;ECO&SOLS;45631;
France;PAYS DE LA LOIRE;SARTHE;72;72195;Mezeray;Université de Rennes;Université de Rennes;2167334;788;Pitfall;5;47.8193557784935;-0.027466457254098;38;16/04/2024;15/05/2024;Prairie de fauche;;Pitfall;Les pots 1,3,4,5 et 6 ont été vidés et remplacer par de l'éthanol à 96°;Insecta;Hymenoptera;Formicidae;52792;Formica rufibarbis;Formica rufibarbis Fabricius, 1793;E&S_FO_B3_T29;NHEN-29742;formica rufibarbis;S;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45631;
France;LANGUEDOC-ROUSSILLON;LOZERE;48;48171;Saint-Martin-de-Lansuscle;ECO&SOLS;Equipe ECO&SOLS;2132904;1887;Pitfall;5;44.2375443985216;3.7226445983764;928;14/06/2024;10/07/2024;Lande à bruyère / fougeraie;;Pitfall;;Insecta;Hymenoptera;Formicidae;52792;Formica rufibarbis;Formica rufibarbis Fabricius, 1793;E&S_FO_B3_T68;NHEN-29784;formica rufibarbis;S;;;;2;2;#N/A;;;N.HENON;ECO&SOLS;45631;
France;CENTRE;CHER;18;18086;Drevant;Sol&Co;Sol&Co;2167303;1174;Pitfall;5;46.6928659613774;2.53499704476721;164;23/05/2024;22/06/2024;Prairie de fauche;;Pitfall;relève le 21/6/224;Insecta;Hymenoptera;Formicidae;52792;Formica rufibarbis;Formica rufibarbis Fabricius, 1793;E&S_FO_B6_T75;NHEN-30169;formica rufibarbis;S;;;;6;6;#N/A;;;N.HENON;ECO&SOLS;45638;
France;RHONE-ALPES;ISERE;38;38302;Le Perier;ECO&SOLS;Equipe ECO&SOLS;2142435;1686;Pitfall;5;44.9048619493119;5.96937133617335;1888;06/08/2024;10/09/2024;Pelouse alpine;;Pitfall;;Insecta;Hymenoptera;Formicidae;52792;Formica rufibarbis;Formica rufibarbis Fabricius, 1793;E&S_FO_B7_T52;NHEN-30251;formica rufibarbis;S;;;;8;8;#N/A;;;N.HENON;ECO&SOLS;45643;
France;MIDI-PYRENEES;LOT;46;46063;Castelnau-Montratier;Université de Rennes;Université de Rennes;2167321;1875;Pitfall;6;44.2406504349493;1.32315689391354;191;14/03/2024;09/04/2024;Monoculture;;Pitfall;;Insecta;Hymenoptera;Formicidae;52792;Formica rufibarbis;Formica rufibarbis Fabricius, 1793;E&S_FO_B2_T79;NHEN-29692;formica rufibarbis;S;;;;5;5;#N/A;;;N.HENON;ECO&SOLS;45631;
France;PAYS DE LA LOIRE;SARTHE;72;72195;Mezeray;Université de Rennes;Université de Rennes;2167334;788;Pitfall;6;47.8193557784935;-0.027466457254098;38;16/04/2024;15/05/2024;Prairie de fauche;;Pitfall;Les pots 1,3,4,5 et 6 ont été vidés et remplacer par de l'éthanol à 96°;Insecta;Hymenoptera;Formicidae;52792;Formica rufibarbis;Formica rufibarbis Fabricius, 1793;E&S_FO_B3_T32;NHEN-29745;formica rufibarbis;S;;;;2;2;#N/A;;;N.HENON;ECO&SOLS;45631;
France;LANGUEDOC-ROUSSILLON;LOZERE;48;48171;Saint-Martin-de-Lansuscle;ECO&SOLS;Equipe ECO&SOLS;2132904;1887;Pitfall;6;44.2375443985216;3.7226445983764;928;14/06/2024;10/07/2024;Lande à bruyère / fougeraie;;Pitfall;;Insecta;Hymenoptera;Formicidae;52792;Formica rufibarbis;Formica rufibarbis Fabricius, 1793;E&S_FO_B3_T71;NHEN-29787;formica rufibarbis;S;;;;2;2;#N/A;;;N.HENON;ECO&SOLS;45631;
France;PROVENCE-ALPES-COTE DAZUR;ALPES-DE-HAUTE-PROVENCE;4;4157;Puimoisson;ECO&SOLS;Equipe ECO&SOLS;2132865;1992;Pitfall;6;43.8921670756657;6.10461897406734;712;24/04/2024;28/05/2024;Culture de coriande;;Pitfall;;Insecta;Hymenoptera;Formicidae;52792;Formica rufibarbis;Formica rufibarbis Fabricius, 1793;E&S_FO_B4_T24;NHEN-29841;formica rufibarbis;S;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45632;
France;AUVERGNE;CANTAL;15;15243;Trizac;ECO&SOLS;Equipe ECO&SOLS;2132906;1587;Pitfall;6;45.2538548457955;2.52555216920108;902;05/06/2024;11/07/2024;Prairie de pâture;;Pitfall;;Insecta;Hymenoptera;Formicidae;52792;Formica rufibarbis;Formica rufibarbis Fabricius, 1793;E&S_FO_B5_T35;NHEN-29997;formica rufibarbis;S;;;;2;2;#N/A;;;N.HENON;ECO&SOLS;45635;
France;CENTRE;CHER;18;18086;Drevant;Sol&Co;Sol&Co;2167303;1174;Pitfall;6;46.6928659613774;2.53499704476721;164;23/05/2024;22/06/2024;Prairie de fauche;;Pitfall;relève le 21/6/224;Insecta;Hymenoptera;Formicidae;52792;Formica rufibarbis;Formica rufibarbis Fabricius, 1793;E&S_FO_B6_T82;NHEN-30176;formica rufibarbis;S;;;;6;6;#N/A;;;N.HENON;ECO&SOLS;45638;
France;RHONE-ALPES;ISERE;38;38302;Le Perier;ECO&SOLS;Equipe ECO&SOLS;2142435;1686;Pitfall;6;44.9048619493119;5.96937133617335;1888;06/08/2024;10/09/2024;Pelouse alpine;;Pitfall;;Insecta;Hymenoptera;Formicidae;52792;Formica rufibarbis;Formica rufibarbis Fabricius, 1793;E&S_FO_B7_T56;NHEN-30256;formica rufibarbis;S;;;;2;2;#N/A;;;N.HENON;ECO&SOLS;45643;
France;RHONE-ALPES;ISERE;38;38302;Le Perier;ECO&SOLS;Equipe ECO&SOLS;2142435;1686;Pitfall;1;44.9048619493119;5.96937133617335;1888;06/08/2024;10/09/2024;Pelouse alpine;;Pitfall;;Insecta;Hymenoptera;Formicidae;52793;Formica sanguinea;Formica sanguinea Latreille, 1798;E&S_FO_B7_T27;NHEN-30225;formica sanguinea;S;;;;17;17;#N/A;;;N.HENON;ECO&SOLS;45643;
France;RHONE-ALPES;ISERE;38;38302;Le Perier;ECO&SOLS;Equipe ECO&SOLS;2142435;1686;Pitfall;2;44.9048619493119;5.96937133617335;1888;06/08/2024;10/09/2024;Pelouse alpine;;Pitfall;;Insecta;Hymenoptera;Formicidae;52793;Formica sanguinea;Formica sanguinea Latreille, 1798;E&S_FO_B7_T34;NHEN-30232;formica sanguinea;S;;;;6;6;#N/A;;;N.HENON;ECO&SOLS;45643;
France;AUVERGNE;PUY-DE-DOME;63;63020;Aurieres;ECO&SOLS;Equipe ECO&SOLS;2132898;1464;Pitfall;5;45.6779077470276;2.94301610784092;985;06/06/2024;10/07/2024;Forêt mixte;;Pitfall;;Insecta;Hymenoptera;Formicidae;52793;Formica sanguinea;Formica sanguinea Latreille, 1798;E&S_FO_B6_T5;NHEN-30096;formica sanguinea;S;;;;6;6;#N/A;;;N.HENON;ECO&SOLS;45637;
France;AUVERGNE;PUY-DE-DOME;63;63020;Aurieres;ECO&SOLS;Equipe ECO&SOLS;2132898;1464;trimanuel;6;45.6779077470276;2.94301610784092;985;06/06/2024;06/06/2024;Forêt mixte;;Tri manuel;;Insecta;Hymenoptera;Formicidae;52793;Formica sanguinea;Formica sanguinea Latreille, 1798;E&S_FO_B8_T95;NHEN-30395;formica sanguinea;S;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45644;
France;CENTRE;CHER;18;18086;Drevant;Sol&Co;Sol&Co;2167303;1174;Pitfall;1;46.6928659613774;2.53499704476721;164;23/05/2024;22/06/2024;Prairie de fauche;;Pitfall;relève le 21/6/224;Insecta;Hymenoptera;Formicidae;641243;Formicinae;Formicinae Latreille, 1809;E&S_FO_B6_T61;NHEN-30155;formicinae;sF;1;;;;1;#N/A;;;N.HENON;ECO&SOLS;45638;
France;AQUITAINE;PYRENEES-ATLANTIQUES;64;64302;Lagos;ECO&SOLS;Equipe ECO&SOLS;2132869;2182;Pitfall;2;43.2099108298878;-0.231911972629328;245;18/04/2024;16/05/2024;Culture;;Pitfall;;Insecta;Hymenoptera;Formicidae;641243;Formicinae;Formicinae Latreille, 1809;E&S_FO_B3_T57;NHEN-29771;formicinae;sF;1;;;;1;#N/A;;x;N.HENON;ECO&SOLS;45631;
France;PAYS DE LA LOIRE;MAINE-ET-LOIRE;49;49240;La Plaine;Université de Rennes;Université de Rennes;2167327;1030;Pitfall;4;47.0848050528202;-0.625406540946352;170;12/04/2024;07/05/2024;Monoculture;;Pitfall;;Insecta;Hymenoptera;Formicidae;641243;Formicinae;Formicinae Latreille, 1809;E&S_FO_B3_T88;NHEN-29804;formicinae;sF;1;;;;1;#N/A;Lasius fuliginosus ?;;N.HENON;ECO&SOLS;45631;
France;PAYS DE LA LOIRE;MAYENNE;53;53143;Maisoncelles-Du-Maine;Université de Rennes;Université de Rennes;2167331;730;Pitfall;1;47.9484894161672;-0.676113973755391;76;16/07/1905;16/07/1905;Monoculture;;Pitfall;Pas de dates précises communiquées;Insecta;Hymenoptera;Formicidae;219528;Hypoponera eduardi;Hypoponera eduardi (Forel, 1894);E&S_FO_B2_T18;NHEN-29616;hypoponera eduardi;S;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45630;
France;POITOU-CHARENTES;CHARENTE-MARITIME;17;17226;Mazeray;Université de Rennes;Université de Rennes;2167332;1366;Pitfall;1;45.9346254946214;-0.567270869874808;61;11/03/2024;08/04/2024;Monoculture;;Pitfall;;Insecta;Hymenoptera;Formicidae;219528;Hypoponera eduardi;Hypoponera eduardi (Forel, 1894);E&S_FO_B2_T22;NHEN-29620;hypoponera eduardi;S;;;;2;2;#N/A;;;N.HENON;ECO&SOLS;45630;
France;POITOU-CHARENTES;VIENNE;86;86236;Saint-Pierre-De-Maille;Université de Rennes;Université de Rennes;2167339;1166;Pitfall;1;46.6834260740623;0.860928957263222;112;19/03/2024;16/04/2024;Monoculture;;Pitfall;;Insecta;Hymenoptera;Formicidae;219528;Hypoponera eduardi;Hypoponera eduardi (Forel, 1894);E&S_FO_B3_T75;NHEN-29791;hypoponera eduardi;S;;1;;;1;#N/A;;;N.HENON;ECO&SOLS;45631;
France;ILE-DE-FRANCE;PARIS;75;75109;Paris;Sol&Co;Sol&Co;2167312;391;Pitfall;1;48.844838275277;2.33579524769974;47;22/04/2024;22/05/2024;Parc urbain;;Pitfall;;Insecta;Hymenoptera;Formicidae;219528;Hypoponera eduardi;Hypoponera eduardi (Forel, 1894);E&S_FO_B6_T16;NHEN-30107;hypoponera eduardi;S;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45637;
France;RHONE-ALPES;ISERE;38;38298;Le Peage-De-Roussillon;ECO&SOLS;Equipe ECO&SOLS;2132824;1556;Pitfall;1;45.3690149100078;4.77475157668675;138;10/04/2024;07/05/2024;Verger;;Pitfall;;Insecta;Hymenoptera;Formicidae;219528;Hypoponera eduardi;Hypoponera eduardi (Forel, 1894);E&S_FO_B9_T13;NHEN-30413;hypoponera eduardi;S;;2;;;2;#N/A;;;N.HENON;ECO&SOLS;45644;
France;POITOU-CHARENTES;VIENNE;86;86236;Saint-Pierre-De-Maille;Université de Rennes;Université de Rennes;2167339;1166;Pitfall;2;46.6834260740623;0.860928957263222;112;19/03/2024;16/04/2024;Monoculture;;Pitfall;;Insecta;Hymenoptera;Formicidae;219528;Hypoponera eduardi;Hypoponera eduardi (Forel, 1894);E&S_FO_B3_T76;NHEN-29792;hypoponera eduardi;S;;1;;1;2;#N/A;;;N.HENON;ECO&SOLS;45631;
France;POITOU-CHARENTES;DEUX-SEVRES;79;79319;Souvigne;Université de Rennes;Université de Rennes;2167341;1243;Pitfall;3;46.3766366548151;-0.172179021232904;92;21/03/2024;12/04/2024;Culture;;Pitfall;;Insecta;Hymenoptera;Formicidae;219528;Hypoponera eduardi;Hypoponera eduardi (Forel, 1894);E&S_FO_B2_T49;NHEN-29662;hypoponera eduardi;S;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45631;
France;ILE-DE-FRANCE;PARIS;75;75109;Paris;Sol&Co;Sol&Co;2167312;391;Pitfall;3;48.844838275277;2.33579524769974;47;22/04/2024;22/05/2024;Parc urbain;;Pitfall;;Insecta;Hymenoptera;Formicidae;219528;Hypoponera eduardi;Hypoponera eduardi (Forel, 1894);E&S_FO_B6_T22;NHEN-30113;hypoponera eduardi;S;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45637;
France;LANGUEDOC-ROUSSILLON;AUDE;11;11142;Festes-et-Saint-Andre;ECO&SOLS;Equipe ECO&SOLS;2132863;2257;Pitfall;4;42.9518241882324;2.12771511077881;528;13/05/2024;10/06/2024;Chênaie/ Érablaie;;Pitfall;;Insecta;Hymenoptera;Formicidae;219528;Hypoponera eduardi;Hypoponera eduardi (Forel, 1894);E&S_FO_B1_T69;NHEN-29567;hypoponera eduardi;S;;1;;;1;#N/A;;;N.HENON;ECO&SOLS;45630;
France;PAYS DE LA LOIRE;VENDEE;85;85294;La Tranche-Sur-Mer;Université de Rennes;Université de Rennes;2167328;1237;Pitfall;4;46.3506497510169;-1.40321679085194;3;17/04/2024;15/05/2024;Prairie;;Pitfall;Les pots 1,3,4 et 6 ont été vidés et remplacer par de l'éthanol à 96°;Insecta;Hymenoptera;Formicidae;219528;Hypoponera eduardi;Hypoponera eduardi (Forel, 1894);E&S_FO_B3_T14;NHEN-29727;hypoponera eduardi;S;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45631;
France;PAYS DE LA LOIRE;VENDEE;85;85294;La Tranche-Sur-Mer;Université de Rennes;Université de Rennes;2167328;1237;Pitfall;5;46.3506497510169;-1.40321679085194;3;17/04/2024;15/05/2024;Prairie;;Pitfall;Les pots 1,3,4 et 6 ont été vidés et remplacer par de l'éthanol à 96°;Insecta;Hymenoptera;Formicidae;219528;Hypoponera eduardi;Hypoponera eduardi (Forel, 1894);E&S_FO_B3_T20;NHEN-29733;hypoponera eduardi;S;;;;4;4;#N/A;;;N.HENON;ECO&SOLS;45631;
France;PAYS DE LA LOIRE;VENDEE;85;85294;La Tranche-Sur-Mer;Université de Rennes;Université de Rennes;2167328;1237;Pitfall;6;46.3506497510169;-1.40321679085194;3;17/04/2024;15/05/2024;Prairie;;Pitfall;Les pots 1,3,4 et 6 ont été vidés et remplacer par de l'éthanol à 96°;Insecta;Hymenoptera;Formicidae;219528;Hypoponera eduardi;Hypoponera eduardi (Forel, 1894);E&S_FO_B3_T23;NHEN-29736;hypoponera eduardi;S;;2;;4;6;#N/A;;;N.HENON;ECO&SOLS;45631;
France;POITOU-CHARENTES;VIENNE;86;86236;Saint-Pierre-De-Maille;Université de Rennes;Université de Rennes;2167339;1166;trimanuel;1;46.6834260740623;0.860928957263222;112;19/03/2024;19/03/2024;Monoculture;;Tri manuel;;Insecta;Hymenoptera;Formicidae;219528;Hypoponera eduardi;Hypoponera eduardi (Forel, 1894);E&S_FO_B7_T79;NHEN-30279;hypoponera eduardi;S;;1;;14;15;#N/A;;;N.HENON;ECO&SOLS;45643;
France;BRETAGNE;MORBIHAN;56;56088;Ile-D'Arz;Université de Rennes;Université de Rennes;2167326;827;trimanuel;1;47.5911205616326;-2.81158007345027;4;17/04/2024;17/04/2024;Culture en bord de mer;;Tri manuel;;Insecta;Hymenoptera;Formicidae;219528;Hypoponera eduardi;Hypoponera eduardi (Forel, 1894);E&S_FO_B8_T19;NHEN-30319;hypoponera eduardi;S;;1;;;1;#N/A;;;N.HENON;ECO&SOLS;45643;
France;POITOU-CHARENTES;CHARENTE-MARITIME;17;17226;Mazeray;Université de Rennes;Université de Rennes;2167332;1366;trimanuel;1;45.9346254946214;-0.567270869874808;61;11/03/2024;11/03/2024;Monoculture;;Tri manuel;;Insecta;Hymenoptera;Formicidae;219528;Hypoponera eduardi;Hypoponera eduardi (Forel, 1894);E&S_FO_B8_T40;NHEN-30340;hypoponera eduardi;S;;2;;5;7;#N/A;;;N.HENON;ECO&SOLS;45644;
France;PAYS DE LA LOIRE;VENDEE;85;85294;La Tranche-Sur-Mer;Université de Rennes;Université de Rennes;2167328;1237;trimanuel;1;46.3506497510169;-1.40321679085194;3;17/04/2024;17/04/2024;Prairie;;Tri manuel;;Insecta;Hymenoptera;Formicidae;219528;Hypoponera eduardi;Hypoponera eduardi (Forel, 1894);E&S_FO_B8_T56;NHEN-30356;hypoponera eduardi;S;;1;;;1;#N/A;;;N.HENON;ECO&SOLS;45644;
France;MIDI-PYRENEES;GERS;32;32150;Goutz;Université de Rennes;Université de Rennes;2167323;2011;trimanuel;1;43.7995981085167;0.738134796235499;197;13/03/2024;13/03/2024;Monoculture;;Tri manuel;;Insecta;Hymenoptera;Formicidae;219528;Hypoponera eduardi;Hypoponera eduardi (Forel, 1894);E&S_FO_B8_T63;NHEN-30363;hypoponera eduardi;S;;;;3;3;#N/A;;;N.HENON;ECO&SOLS;45644;
France;BRETAGNE;MORBIHAN;56;56088;Ile-D'Arz;Université de Rennes;Université de Rennes;2167326;827;trimanuel;2;47.5911205616326;-2.81158007345027;4;17/04/2024;17/04/2024;Culture en bord de mer;;Tri manuel;;Insecta;Hymenoptera;Formicidae;219528;Hypoponera eduardi;Hypoponera eduardi (Forel, 1894);E&S_FO_B8_T25;NHEN-30325;hypoponera eduardi;S;;;;15;15;#N/A;;;N.HENON;ECO&SOLS;45643;
France;AQUITAINE;LOT-ET-GARONNE;47;47114;Grezet-Cavagnan;Université de Rennes;Université de Rennes;2167324;1826;trimanuel;2;44.3664478290357;0.117461238742218;87;12/03/2024;12/03/2024;Monoculture;;Tri manuel;;Insecta;Hymenoptera;Formicidae;219528;Hypoponera eduardi;Hypoponera eduardi (Forel, 1894);E&S_FO_B8_T58;NHEN-30358;hypoponera eduardi;S;;1;;;1;#N/A;;;N.HENON;ECO&SOLS;45644;
