species,method,p_hat,lcl,ucl,n_sites_available,n_sites_detected,n_rep,AIC,any_se_bad,mean_BL,pct_winged,genus,pct_winged_gn,wing_imputed_genus,full_wing,log_BL,p_clip,lcl_clip,ucl_clip,logit_p,se_logit,weight
Calathus fuscipes,Pitfall2,0.25345302538891634,0.05766908427544588,0.6531864259586438,77,10,6,NA,FALSE,11.9375,0.16666666666666666,Calathus,0.5714285714285714,FALSE,not_fully_winged,1.0769133845918029,0.25345302538891634,0.05766908427544588,0.6531864259586438,-1.080280039796542,0.8741608341159508,1.3086313225061383
Calathus fuscipes,GPD,0.6195277579975802,0.30830509537462275,0.8560846121646403,77,10,6,NA,FALSE,11.9375,0.16666666666666666,Calathus,0.5714285714285714,FALSE,not_fully_winged,1.0769133845918029,0.6195277579975802,0.30830509537462275,0.8560846121646403,0.4875442838967294,0.6610200974198355,2.2886041037991505
Carabus nemoralis,Pitfall10,0.8802681182151623,0.6192703925614778,0.9707869262125636,77,17,6,NA,FALSE,23.527142857142856,0,Carabus,0,FALSE,not_fully_winged,1.3715691895339523,0.8802681182151623,0.6192703925614778,0.9707869262125636,1.9949716163481577,0.7696525759544031,1.6881481046222724
Carabus nemoralis,Pitfall8,0.8761821023099176,0.611725364850991,0.9694970354383692,77,17,6,NA,FALSE,23.527142857142856,0,Carabus,0,FALSE,not_fully_winged,1.3715691895339523,0.8761821023099176,0.611725364850991,0.9694970354383692,1.9567620294935728,0.7664242396567776,1.7023997099056096
Carabus nemoralis,Pitfall6,0.8879365644223302,0.6349614402034374,0.973041002637475,77,17,6,NA,FALSE,23.527142857142856,0,Carabus,0,FALSE,not_fully_winged,1.3715691895339523,0.8879365644223302,0.6349614402034374,0.973041002637475,2.069835203935451,0.77360914400842,1.6709244391998923
Carabus nemoralis,Pitfall4,0.7590922346857458,0.4985773186515509,0.9089688472283212,77,17,6,NA,FALSE,23.527142857142856,0,Carabus,0,FALSE,not_fully_winged,1.3715691895339523,0.7590922346857458,0.4985773186515509,0.9089688472283212,1.1477091476399799,0.5884693308119342,2.887701727127341
Carabus nemoralis,Pitfall2,0.6705895908850523,0.408905969140117,0.8569512649019377,77,17,6,NA,FALSE,23.527142857142856,0,Carabus,0,FALSE,not_fully_winged,1.3715691895339523,0.6705895908850523,0.408905969140117,0.8569512649019377,0.71085289434779,0.5506850910510569,3.2975649811700505
Carabus nemoralis,GPD,0.7403591186052036,0.47761800860521286,0.8989179921491336,77,17,6,NA,FALSE,23.527142857142856,0,Carabus,0,FALSE,not_fully_winged,1.3715691895339523,0.7403591186052036,0.47761800860521286,0.8989179921491336,1.0478359130530994,0.5803182396765452,2.9693921650531925
Clivina fossor,Pitfall10,0.7386397094651309,0.3686427999038785,0.9318756331053424,77,8,6,NA,FALSE,6,0.6666666666666666,Clivina,1,FALSE,not_fully_winged,0.7781512503836436,0.7386397094651309,0.3686427999038785,0.9318756331053424,1.0389103852073804,0.8045683775761704,1.5448064764817586
Clivina fossor,Pitfall8,0.6553867549291995,0.30459740588465944,0.891977903884501,77,8,6,NA,FALSE,6,0.6666666666666666,Clivina,1,FALSE,not_fully_winged,0.7781512503836436,0.6553867549291995,0.30459740588465944,0.891977903884501,0.6428027674915167,0.7491340783122074,1.7818900083694897
Clivina fossor,Pitfall6,0.5359356188746035,0.21634372943812055,0.8285070943661949,77,8,6,NA,FALSE,6,0.6666666666666666,Clivina,1,FALSE,not_fully_winged,0.7781512503836436,0.5359356188746035,0.21634372943812055,0.8285070943661949,0.14399074479016277,0.7301493651838935,1.875757001087269
Clivina fossor,Pitfall4,0.27509054762554025,0.06887078996286103,0.660668124748009,77,8,6,NA,FALSE,6,0.6666666666666666,Clivina,1,FALSE,not_fully_winged,0.7781512503836436,0.27509054762554025,0.06887078996286103,0.660668124748009,-0.9689464462143331,0.8342956468802561,1.4366799962802088
Clivina fossor,Pitfall2,0.14625571558010717,0.02004239679430526,0.5893088988462766,77,8,6,NA,FALSE,6,0.6666666666666666,Clivina,1,FALSE,not_fully_winged,0.7781512503836436,0.14625571558010717,0.02004239679430526,0.5893088988462766,-1.7642751499480878,1.084379739370596,0.8504273343915948
Clivina fossor,GPD,0.5078395915155725,0.20151012389991343,0.8083934044690516,77,8,6,NA,FALSE,6,0.6666666666666666,Clivina,1,FALSE,not_fully_winged,0.7781512503836436,0.5078395915155725,0.20151012389991343,0.8083934044690516,0.03136093612130781,0.7184916337982434,1.9371201957466146
Harpalus affinis,Pitfall10,0.7847648585920042,0.5942474842551851,0.900764994880734,77,27,6,NA,FALSE,10.5625,1,Harpalus,1,FALSE,fully_winged,1.0237667219577486,0.7847648585920042,0.5942474842551851,0.900764994880734,1.2936530182537225,0.465357424546123,4.6177105367122575
Harpalus affinis,Pitfall8,0.7600968938076457,0.5698836428127498,0.8834016829929041,77,27,6,NA,FALSE,10.5625,1,Harpalus,1,FALSE,fully_winged,1.0237667219577486,0.7600968938076457,0.5698836428127498,0.8834016829929041,1.1532107993812346,0.444813451530492,5.05410401511777
Harpalus affinis,Pitfall6,0.7504837679180408,0.5586640025554194,0.8772504430894723,77,27,6,NA,FALSE,10.5625,1,Harpalus,1,FALSE,fully_winged,1.0237667219577486,0.7504837679180408,0.5586640025554194,0.8772504430894723,1.101194050962489,0.441557301842838,5.1289192102482275
Harpalus affinis,Pitfall4,0.7791924167562954,0.587487379445484,0.8973706248896314,77,27,6,NA,FALSE,10.5625,1,Harpalus,1,FALSE,fully_winged,1.0237667219577486,0.7791924167562954,0.587487379445484,0.8973706248896314,1.2609663619780038,0.4629481625386388,4.665898322659522
Harpalus affinis,Pitfall2,0.5516105000573477,0.3566264299591567,0.7319221103756819,77,27,6,NA,FALSE,10.5625,1,Harpalus,1,FALSE,fully_winged,1.0237667219577486,0.5516105000573477,0.3566264299591567,0.7319221103756819,0.2071799071713255,0.4067431751663038,6.044487042219011
Harpalus affinis,GPD,0.8118891464847833,0.6206828796785677,0.9192512535855298,77,27,6,NA,FALSE,10.5625,1,Harpalus,1,FALSE,fully_winged,1.0237667219577486,0.8118891464847833,0.6206828796785677,0.9192512535855298,1.4623323763203089,0.49483911727631197,4.083870414241958
Harpalus dimidiatus,Pitfall10,0.8069106567208405,0.588040667377773,0.9244391147242644,77,23,6,NA,FALSE,12.25,1,Harpalus,1,FALSE,fully_winged,1.0881360887005513,0.8069106567208405,0.588040667377773,0.9244391147242644,1.4300599514219856,0.5480553474274993,3.3292864320410818
Harpalus dimidiatus,Pitfall8,0.7276465357273079,0.5143663275416752,0.8707884661757647,77,23,6,NA,FALSE,12.25,1,Harpalus,1,FALSE,fully_winged,1.0881360887005513,0.7276465357273079,0.5143663275416752,0.8707884661757647,0.9827146787648777,0.47205793212676844,4.487551036307379
Harpalus dimidiatus,Pitfall6,0.669785058055497,0.4511801838916959,0.8334571342560367,77,23,6,NA,FALSE,12.25,1,Harpalus,1,FALSE,fully_winged,1.0881360887005513,0.669785058055497,0.4511801838916959,0.8334571342560367,0.707213070385482,0.46077371105852044,4.7100402034880995
Harpalus dimidiatus,Pitfall4,0.6403579297952072,0.4310155755123238,0.8071419038335914,77,23,6,NA,FALSE,12.25,1,Harpalus,1,FALSE,fully_winged,1.0881360887005513,0.6403579297952072,0.4310155755123238,0.8071419038335914,0.5769179979029737,0.4360340972654848,5.259677262390207
Harpalus dimidiatus,Pitfall2,0.4721134415172609,0.2727540067007297,0.6807825150816168,77,23,6,NA,FALSE,12.25,1,Harpalus,1,FALSE,fully_winged,1.0881360887005513,0.4721134415172609,0.2727540067007297,0.6807825150816168,-0.11166211035837006,0.44338385867294305,5.086748231030057
Harpalus dimidiatus,GPD,0.8305659208641059,0.6272404832519216,0.9345568234105482,77,23,6,NA,FALSE,12.25,1,Harpalus,1,FALSE,fully_winged,1.0881360887005513,0.8305659208641059,0.6272404832519216,0.9345568234105482,1.58964336329352,0.5455340994082013,3.3601308967433865
Harpalus distinguendus,Pitfall10,0.7815008154291605,0.5717354384042697,0.905503863713822,77,24,6,NA,FALSE,9.85,1,Harpalus,1,FALSE,fully_winged,0.9934362304976118,0.7815008154291605,0.5717354384042697,0.905503863713822,1.2744339106889764,0.5028054519192381,3.9554877495835288
Harpalus distinguendus,Pitfall8,0.7608345082393277,0.5550488929660592,0.8902628154915788,77,24,6,NA,FALSE,9.85,1,Harpalus,1,FALSE,fully_winged,0.9934362304976118,0.7608345082393277,0.5550488929660592,0.8902628154915788,1.1572601215808518,0.4776368982532132,4.383330942322304
Harpalus distinguendus,Pitfall6,0.6597054608355335,0.4510172848768509,0.8206157988285019,77,24,6,NA,FALSE,9.85,1,Harpalus,1,FALSE,fully_winged,0.9934362304976118,0.6597054608355335,0.4510172848768509,0.8206157988285019,0.6619819296940658,0.43803225611092134,5.211800880356097
Harpalus distinguendus,Pitfall4,0.658323063719189,0.4490002008913614,0.8200035244503255,77,24,6,NA,FALSE,9.85,1,Harpalus,1,FALSE,fully_winged,0.9934362304976118,0.658323063719189,0.4490002008913614,0.8200035244503255,0.6558301292716147,0.43905165238197597,5.187627311790753
Harpalus distinguendus,Pitfall2,0.43369151111323345,0.24488263522426573,0.6439346948731929,77,24,6,NA,FALSE,9.85,1,Harpalus,1,FALSE,fully_winged,0.9934362304976118,0.43369151111323345,0.24488263522426573,0.6439346948731929,-0.266805485622299,0.4384125743429619,5.202762439085915
Harpalus distinguendus,GPD,0.7966918012910732,0.5958281283055188,0.9124064086698664,77,24,6,NA,FALSE,9.85,1,Harpalus,1,FALSE,fully_winged,0.9934362304976118,0.7966918012910732,0.5958281283055188,0.9124064086698664,1.3657448575458881,0.4987922550382376,4.019394160664229
Harpalus rubripes,Pitfall10,0.8234986771486829,0.5229544631715096,0.9520557494131148,77,12,6,NA,FALSE,9.5,1,Harpalus,1,FALSE,fully_winged,0.9777236052888477,0.8234986771486829,0.5229544631715096,0.9520557494131148,1.5402335719860005,0.7389546589788613,1.8313207520267223
Harpalus rubripes,Pitfall8,0.7700689003725668,0.4703193908002448,0.9266451973531408,77,12,6,NA,FALSE,9.5,1,Harpalus,1,FALSE,fully_winged,0.9777236052888477,0.7700689003725668,0.4703193908002448,0.9266451973531408,1.2087002946410366,0.6773277941732225,2.1797275103984095
Harpalus rubripes,Pitfall6,0.6763099938384624,0.3837746541535714,0.8751505902496405,77,12,6,NA,FALSE,9.5,1,Harpalus,1,FALSE,fully_winged,0.9777236052888477,0.6763099938384624,0.3837746541535714,0.8751505902496405,0.7368652550101457,0.6175624646110154,2.622033381736156
Harpalus rubripes,Pitfall4,0.6262685462372363,0.33676727325529315,0.8468644762427997,77,12,6,NA,FALSE,9.5,1,Harpalus,1,FALSE,fully_winged,0.9777236052888477,0.6262685462372363,0.33676727325529315,0.8468644762427997,0.5162417652763904,0.6091712278686909,2.694767088030919
Harpalus rubripes,Pitfall2,0.5595280847427861,0.2785237720204156,0.8069465108373175,77,12,6,NA,FALSE,9.5,1,Harpalus,1,FALSE,fully_winged,0.9777236052888477,0.5595280847427861,0.2785237720204156,0.8069465108373175,0.23924703580318182,0.6076750267102322,2.70805339105895
Harpalus rubripes,GPD,0.753776096688485,0.45291473241787944,0.9188339927290388,77,12,6,NA,FALSE,9.5,1,Harpalus,1,FALSE,fully_winged,0.9777236052888477,0.753776096688485,0.45291473241787944,0.9188339927290388,1.1188540718779727,0.6672218700398528,2.246257053596772
Harpalus tardus,Pitfall10,0.6763608786137093,0.3456363458682872,0.8921094418905003,77,10,6,NA,FALSE,9.475,0.8333333333333334,Harpalus,1,FALSE,not_fully_winged,0.9765792186401099,0.6763608786137093,0.3456363458682872,0.8921094418905003,0.7370977055531983,0.701721300869319,2.030816486295069
Harpalus tardus,Pitfall8,0.6752357028778173,0.34477534581124747,0.891485890696456,77,10,6,NA,FALSE,9.475,0.8333333333333334,Harpalus,1,FALSE,not_fully_winged,0.9765792186401099,0.6752357028778173,0.34477534581124747,0.891485890696456,0.7319621397764946,0.7010445238444682,2.034739413611056
Harpalus tardus,Pitfall6,0.579516195287006,0.2761479500430011,0.8327474595261269,77,10,6,NA,FALSE,9.475,0.8333333333333334,Harpalus,1,FALSE,not_fully_winged,0.9765792186401099,0.579516195287006,0.2761479500430011,0.8327474595261269,0.3207876450755962,0.655325455467889,2.3285519096106557
Harpalus tardus,Pitfall4,0.3521712163710446,0.12378225831747476,0.6765742520978776,77,10,6,NA,FALSE,9.475,0.8333333333333334,Harpalus,1,FALSE,not_fully_winged,0.9765792186401099,0.3521712163710446,0.12378225831747476,0.6765742520978776,-0.6095089711604177,0.6875416386233403,2.115446226433991
Harpalus tardus,Pitfall2,0.15708132142918385,0.03368741996511915,0.4990373016392987,77,10,6,NA,FALSE,9.475,0.8333333333333334,Harpalus,1,FALSE,not_fully_winged,0.9765792186401099,0.15708132142918385,0.03368741996511915,0.4990373016392987,-1.6801068445131437,0.8552326766897119,1.3671980426603894
Harpalus tardus,GPD,0.883663622023691,0.4869628737860827,0.9838148197231176,77,10,6,NA,FALSE,9.475,0.8333333333333334,Harpalus,1,FALSE,not_fully_winged,0.9765792186401099,0.883663622023691,0.4869628737860827,0.9838148197231176,2.0275906672415553,1.0610974463928347,0.8881564237272495
Loricera pilicornis,Pitfall10,0.902368763956802,0.6791832522268769,0.9758171299459,77,20,6,NA,FALSE,7.287,1,Loricera,1,FALSE,fully_winged,0.862548769524793,0.902368763956802,0.6791832522268769,0.9758171299459,2.2238257820922067,0.7519412685671935,1.7686103350640263
Loricera pilicornis,Pitfall8,0.8496074768736284,0.6167299734927764,0.951999815883518,77,20,6,NA,FALSE,7.287,1,Loricera,1,FALSE,fully_winged,0.862548769524793,0.8496074768736284,0.6167299734927764,0.951999815883518,1.7315257538877737,0.6407317555323124,2.43583295864864
Loricera pilicornis,Pitfall6,0.8441874466186372,0.6076113933362473,0.9498915845134086,77,20,6,NA,FALSE,7.287,1,Loricera,1,FALSE,fully_winged,0.862548769524793,0.8441874466186372,0.6076113933362473,0.9498915845134086,1.6897208592032487,0.6389989946658577,2.4490612694256737
Loricera pilicornis,Pitfall4,0.7527192183485801,0.5139637071096791,0.8975658444342591,77,20,6,NA,FALSE,7.287,1,Loricera,1,FALSE,fully_winged,0.862548769524793,0.7527192183485801,0.5139637071096791,0.8975658444342591,1.1131678154459432,0.5394379893168911,3.4365047157447393
Loricera pilicornis,Pitfall2,0.6027296894664402,0.36840601959500935,0.7978264948575232,77,20,6,NA,FALSE,7.287,1,Loricera,1,FALSE,fully_winged,0.862548769524793,0.6027296894664402,0.36840601959500935,0.7978264948575232,0.41685188809869966,0.48771071206373756,4.204122973397498
Loricera pilicornis,GPD,0.7986837359872403,0.5600705060848731,0.9251678538124084,77,20,6,NA,FALSE,7.287,1,Loricera,1,FALSE,fully_winged,0.862548769524793,0.7986837359872403,0.5600705060848731,0.9251678538124084,1.3780879183310335,0.5799182202930628,2.9734900673104216
Microlestes minutulus,Pitfall10,0.7078622750022372,0.31563901138812733,0.9271649868620516,77,8,6,NA,FALSE,2.8,1,Microlestes,1,FALSE,fully_winged,0.4471580313422192,0.7078622750022372,0.31563901138812733,0.9271649868620516,0.8850241959154618,0.8463829305553126,1.3959382507705649
Microlestes minutulus,Pitfall8,0.5738163356638444,0.2323927920628826,0.8568938160595186,77,8,6,NA,FALSE,2.8,1,Microlestes,1,FALSE,fully_winged,0.4471580313422192,0.5738163356638444,0.2323927920628826,0.8568938160595186,0.2974389821104264,0.7613714934431604,1.7250702094551873
Microlestes minutulus,Pitfall6,0.4647992159461206,0.16925437570026453,0.7873203148652862,77,8,6,NA,FALSE,2.8,1,Microlestes,1,FALSE,fully_winged,0.4471580313422192,0.4647992159461206,0.16925437570026453,0.7873203148652862,-0.14103645511319057,0.7397369489837518,1.8274494666880006
Microlestes minutulus,Pitfall4,0.0383860328251865,0.00180773381320181,0.46805184495902463,77,8,6,NA,FALSE,2.8,1,Microlestes,1,FALSE,fully_winged,0.4471580313422192,0.0383860328251865,0.00180773381320181,0.46805184495902463,-3.220919423690014,1.5780369702228083,0.40157406118970623
Microlestes minutulus,Pitfall2,0.04236726245082031,0.00321183104900627,0.37789801297156855,77,8,6,NA,FALSE,2.8,1,Microlestes,1,FALSE,fully_winged,0.4471580313422192,0.04236726245082031,0.00321183104900627,0.37789801297156855,-3.1180883887438733,1.3365350486855438,0.559808252034327
Microlestes minutulus,GPD,0.48113222201684114,0.18675015755071017,0.7892237582853792,77,8,6,NA,FALSE,2.8,1,Microlestes,1,FALSE,fully_winged,0.4471580313422192,0.48113222201684114,0.18675015755071017,0.7892237582853792,-0.07550696549167141,0.7121223155481767,1.9719268903787928
Nebria brevicollis,Pitfall10,0.893900421437828,0.6807792220894959,0.9708318952934883,77,21,6,NA,FALSE,11.695833333333333,1,Nebria,1,FALSE,fully_winged,1.0680311709228332,0.893900421437828,0.6807792220894959,0.9708318952934883,2.131216310022669,0.7009495970591945,2.0352905640819725
Nebria brevicollis,Pitfall8,0.9066196056619812,0.6977925980003877,0.9760903900019228,77,21,6,NA,FALSE,11.695833333333333,1,Nebria,1,FALSE,fully_winged,1.0680311709228332,0.9066196056619812,0.6977925980003877,0.9760903900019228,2.273041551282315,0.7327720272752383,1.8623539972757277
Nebria brevicollis,Pitfall6,0.8978149163598386,0.6778060498742681,0.9734715010144656,77,21,6,NA,FALSE,11.695833333333333,1,Nebria,1,FALSE,fully_winged,1.0680311709228332,0.8978149163598386,0.6778060498742681,0.9734715010144656,2.1731782260786328,0.729321803568333,1.8800162599953396
Nebria brevicollis,Pitfall4,0.723586629101715,0.5018492070119128,0.8718313200633578,77,21,6,NA,FALSE,11.695833333333333,1,Nebria,1,FALSE,fully_winged,1.0680311709228332,0.723586629101715,0.5018492070119128,0.8718313200633578,0.9623228091516882,0.48720711600943845,4.212818552221692
Nebria brevicollis,Pitfall2,0.4137015659719306,0.22358100611037435,0.6335670726854636,77,21,6,NA,FALSE,11.695833333333333,1,Nebria,1,FALSE,fully_winged,1.0680311709228332,0.4137015659719306,0.22358100611037435,0.6335670726854636,-0.3486840742828729,0.45726247394416636,4.782653047787054
Nebria brevicollis,GPD,0.6787876629455164,0.45893568312470057,0.8403775634617706,77,21,6,NA,FALSE,11.695833333333333,1,Nebria,1,FALSE,fully_winged,1.0680311709228332,0.6787876629455164,0.45893568312470057,0.8403775634617706,0.7482059677990245,0.4657316573546895,4.610292511933334
Nebria salina,Pitfall10,0.75568715658409,0.5635680566890219,0.8810802904933114,77,27,6,NA,FALSE,11.4,1,Nebria,1,FALSE,fully_winged,1.0569048513364727,0.75568715658409,0.5635680566890219,0.8810802904933114,1.129177927298484,0.4456746299767162,5.0345907649129
Nebria salina,Pitfall8,0.7319362136509877,0.5394974592773707,0.8641995432534669,77,27,6,NA,FALSE,11.4,1,Nebria,1,FALSE,fully_winged,1.0569048513364727,0.7319362136509877,0.5394974592773707,0.8641995432534669,1.0044684093871266,0.4317085240283757,5.365605670957078
Nebria salina,Pitfall6,0.6070976516373887,0.41505577897896334,0.7708930418005979,77,27,6,NA,FALSE,11.4,1,Nebria,1,FALSE,fully_winged,1.0569048513364727,0.6070976516373887,0.41505577897896334,0.7708930418005979,0.4351285504197014,0.3970572071665852,6.342987170583724
Nebria salina,Pitfall4,0.5619036024440064,0.3701269067676506,0.7368102412750601,77,27,6,NA,FALSE,11.4,1,Nebria,1,FALSE,fully_winged,1.0569048513364727,0.5619036024440064,0.3701269067676506,0.7368102412750601,0.2488913373756876,0.3982468158478457,6.305149315209166
Nebria salina,Pitfall2,0.4142380600401589,0.24095999817236957,0.6117034573707986,77,27,6,NA,FALSE,11.4,1,Nebria,1,FALSE,fully_winged,1.0569048513364727,0.4142380600401589,0.24095999817236957,0.6117034573707986,-0.34647262842070103,0.4086484254538915,5.988255750449757
Nebria salina,GPD,0.7590258543719669,0.5669612642206715,0.8834205744090332,77,27,6,NA,FALSE,11.4,1,Nebria,1,FALSE,fully_winged,1.0569048513364727,0.7590258543719669,0.5669612642206715,0.8834205744090332,1.1473461923625936,0.4478991791406184,4.984705063704296
Notiophilus biguttatus,Pitfall10,0.8275456497898415,0.5655255330703983,0.9464977632572492,77,17,6,NA,FALSE,5.128571428571428,0.5454545454545454,Notiophilus,0.5,FALSE,not_fully_winged,0.7099964085640623,0.8275456497898415,0.5655255330703983,0.9464977632572492,1.5683317066526514,0.6656701222029184,2.2567417879672087
Notiophilus biguttatus,Pitfall8,0.8130525231561072,0.5443606272294853,0.94058893492639,77,17,6,NA,FALSE,5.128571428571428,0.5454545454545454,Notiophilus,0.5,FALSE,not_fully_winged,0.7099964085640623,0.8130525231561072,0.5443606272294853,0.94058893492639,1.4699680066791383,0.6592131169364996,2.3011679643710465
Notiophilus biguttatus,Pitfall6,0.7818497547888483,0.5216341169923736,0.9217501008971414,77,17,6,NA,FALSE,5.128571428571428,0.5454545454545454,Notiophilus,0.5,FALSE,not_fully_winged,0.7099964085640623,0.7818497547888483,0.5216341169923736,0.9217501008971414,1.2764785690427076,0.6070857334362422,2.713313314310157
Notiophilus biguttatus,Pitfall4,0.536096233084309,0.2879763586245556,0.7675459598169201,77,17,6,NA,FALSE,5.128571428571428,0.5454545454545454,Notiophilus,0.5,FALSE,not_fully_winged,0.7099964085640623,0.536096233084309,0.2879763586245556,0.7675459598169201,0.14463655246440685,0.5356475912483571,3.485312207626533
Notiophilus biguttatus,Pitfall2,0.18350819318292683,0.05490248629776925,0.4651103815980323,77,17,6,NA,FALSE,5.128571428571428,0.5454545454545454,Notiophilus,0.5,FALSE,not_fully_winged,0.7099964085640623,0.18350819318292683,0.05490248629776925,0.4651103815980323,-1.4927575618473186,0.6902917929491323,2.098623733537333
Notiophilus biguttatus,GPD,0.6764180691727883,0.4156740729703663,0.8599982481147285,77,17,6,NA,FALSE,5.128571428571428,0.5454545454545454,Notiophilus,0.5,FALSE,not_fully_winged,0.7099964085640623,0.6764180691727883,0.4156740729703663,0.8599982481147285,0.7373589847684836,0.5499573629611536,3.3062977249865018
Notiophilus quadripunctatus,Pitfall10,0.8203813523295546,0.6272553513670263,0.9253531079558316,77,26,6,NA,FALSE,5.25,0.5,Notiophilus,0.5,FALSE,not_fully_winged,0.7201593034059569,0.8203813523295546,0.6272553513670263,0.9253531079558316,1.5189333165878867,0.5094251005075667,3.8533576534228033
Notiophilus quadripunctatus,Pitfall8,0.8277041467570515,0.638300507676751,0.9289644460374644,77,26,6,NA,FALSE,5.25,0.5,Notiophilus,0.5,FALSE,not_fully_winged,0.7201593034059569,0.8277041467570515,0.638300507676751,0.9289644460374644,1.5694427036856002,0.5109424752235835,3.830504570370319
Notiophilus quadripunctatus,Pitfall6,0.7741317864551314,0.5756664846012386,0.896467095669108,77,26,6,NA,FALSE,5.25,0.5,Notiophilus,0.5,FALSE,not_fully_winged,0.7201593034059569,0.7741317864551314,0.5756664846012386,0.896467095669108,1.2317904225532976,0.4728478001505633,4.47257111019269
Notiophilus quadripunctatus,Pitfall4,0.5988144949489791,0.4019889446769457,0.7682116336385919,77,26,6,NA,FALSE,5.25,0.5,Notiophilus,0.5,FALSE,not_fully_winged,0.7201593034059569,0.5988144949489791,0.4019889446769457,0.7682116336385919,0.4005279324644969,0.40699621733127134,6.036973288772408
Notiophilus quadripunctatus,Pitfall2,0.5062846036565642,0.3164802893683495,0.6942945012921995,77,26,6,NA,FALSE,5.25,0.5,Notiophilus,0.5,FALSE,not_fully_winged,0.7201593034059569,0.5062846036565642,0.3164802893683495,0.6942945012921995,0.02513973858233936,0.4056807496714526,6.0761879602293005
Notiophilus quadripunctatus,GPD,0.7863327275852956,0.590383755885498,0.9038164546863984,77,26,6,NA,FALSE,5.25,0.5,Notiophilus,0.5,FALSE,not_fully_winged,0.7201593034059569,0.7863327275852956,0.590383755885498,0.9038164546863984,1.3029600171314002,0.4782693823414875,4.371745195817311
Notiophilus rufipes,Pitfall10,0.9275247238426196,0.5301556473010747,0.993157789957089,77,8,6,NA,FALSE,5.658125,0.6666666666666666,Notiophilus,0.5,FALSE,not_fully_winged,0.7526725377145701,0.9275247238426196,0.5301556473010747,0.993157789957089,2.5492739653787053,1.2390330628469628,0.651379684026988
Notiophilus rufipes,Pitfall8,0.8433989464033406,0.4439295459785465,0.9732135219074888,77,8,6,NA,FALSE,5.658125,0.6666666666666666,Notiophilus,0.5,FALSE,not_fully_winged,0.7526725377145701,0.8433989464033406,0.4439295459785465,0.9732135219074888,1.683738580604243,0.9739631189185132,1.054180495211336
Notiophilus rufipes,Pitfall6,0.5991094403230979,0.25398131935536244,0.8677261244745972,77,8,6,NA,FALSE,5.658125,0.6666666666666666,Notiophilus,0.5,FALSE,not_fully_winged,0.7526725377145701,0.5991094403230979,0.25398131935536244,0.8677261244745972,0.40175581492775414,0.7547172129733248,1.7556239213808196
Notiophilus rufipes,Pitfall4,0.21902504610723963,0.05160024707249746,0.5911050927585769,77,8,6,NA,FALSE,5.658125,0.6666666666666666,Notiophilus,0.5,FALSE,not_fully_winged,0.7526725377145701,0.21902504610723963,0.05160024707249746,0.5911050927585769,-1.2713569909823044,0.8366799193832084,1.428503498130147
Notiophilus rufipes,Pitfall2,0.12847636832426437,0.01738147997896007,0.5512740484156752,77,8,6,NA,FALSE,5.658125,0.6666666666666666,Notiophilus,0.5,FALSE,not_fully_winged,0.7526725377145701,0.12847636832426437,0.01738147997896007,0.5512740484156752,-1.9144979973547125,1.0817947448090817,0.8544964548423797
Notiophilus rufipes,GPD,0.5357044802663243,0.21750025450320973,0.8272721400829957,77,8,6,NA,FALSE,5.658125,0.6666666666666666,Notiophilus,0.5,FALSE,not_fully_winged,0.7526725377145701,0.5357044802663243,0.21750025450320973,0.8272721400829957,0.14306142076693454,0.7262015292243456,1.8962067219034144
Notiophilus substriatus,Pitfall10,0.8484585360789211,0.6211362118117105,0.9502989339955942,77,20,6,NA,FALSE,4.875,0.25,Notiophilus,0.5,FALSE,not_fully_winged,0.6879746200345557,0.8484585360789211,0.6211362118117105,0.9502989339955942,1.7225619394087657,0.6266266741830863,2.54672612897397
Notiophilus substriatus,Pitfall8,0.7463835522016039,0.5158760855258598,0.8904462430677201,77,20,6,NA,FALSE,4.875,0.25,Notiophilus,0.5,FALSE,not_fully_winged,0.6879746200345557,0.7463835522016039,0.5158760855258598,0.8904462430677201,1.0794165354097232,0.5183116523911354,3.7223572769343733
Notiophilus substriatus,Pitfall6,0.7488387164600111,0.5198999891136947,0.8914089817631887,77,20,6,NA,FALSE,4.875,0.25,Notiophilus,0.5,FALSE,not_fully_winged,0.6879746200345557,0.7488387164600111,0.5198999891136947,0.8914089817631887,1.092428331820572,0.5167277069296453,3.7452128253054333
Notiophilus substriatus,Pitfall4,0.5938333223941394,0.37195911147198546,0.7830435163942893,77,20,6,NA,FALSE,4.875,0.25,Notiophilus,0.5,FALSE,not_fully_winged,0.6879746200345557,0.5938333223941394,0.37195911147198546,0.7830435163942893,0.37983506662653876,0.4610491873786506,4.704413398584198
Notiophilus substriatus,Pitfall2,0.46613015814254327,0.2592666923007436,0.6853371360319807,77,20,6,NA,FALSE,4.875,0.25,Notiophilus,0.5,FALSE,not_fully_winged,0.6879746200345557,0.46613015814254327,0.2592666923007436,0.6853371360319807,-0.13568716296553388,0.46637564131883164,4.597569271785416
Notiophilus substriatus,GPD,0.7434309047242276,0.5105369327758402,0.8894958411658122,77,20,6,NA,FALSE,4.875,0.25,Notiophilus,0.5,FALSE,not_fully_winged,0.6879746200345557,0.7434309047242276,0.5105369327758402,0.8894958411658122,1.0638778235040662,0.5212876792646742,3.67997678686985
Parophonus maculicornis,Pitfall10,0.8008795848490389,0.472339972923273,0.9475666731313216,77,14,6,NA,FALSE,6.5,1,Parophonus,1,FALSE,fully_winged,0.8129133566428556,0.8008795848490389,0.472339972923273,0.9475666731313216,1.3918008617569437,0.7666092051232748,1.7015783079003397
