PAYS;REGION;DEPARTEMENT;CD_DEPT;NOM_LOCALITE;PROJET;ORGANISME;OBSERVATEUR;STATION;REPETITION;METHODE;CLASSE;ORDRE;FAMILLE;CD_NOM;CD_REF;LB_NOM;NOM_VALIDE;NOM_CITE;Stade;ABONDANCE_TOTALE;DETERMINATEUR;DATE_DETERMINATION;MASSE;NOM_SAISIE
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB1;Pitfall;Insecta;Diptera;NA;184803;184803;Diptera;Diptera Linnaeus, 1758;diptera;adulte;10;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB1;Pitfall;Insecta;Hymenoptera;Formicidae;185188;185188;Formicidae;Formicidae Latreille, 1809;formicidae;adulte;18;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB1;Pitfall;Insecta;Coleoptera;Carabidae;184615;184615;Carabidae;Carabidae Latreille, 1802;Carabidae;adulte;21;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB1;Pitfall;Insecta;Coleoptera;NA;184612;184612;Coleoptera;Coleoptera Linnaeus, 1758;coleoptera;larve;42;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB1;Pitfall;Arachnida;Araneae;NA;184348;184348;Araneae;Araneae Clerck, 1758;araneae;adulte;63;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB2;Pitfall;Insecta;Coleoptera;Silphidae;197660;197660;Silpha;Silpha Linnaeus, 1758;silpha;adulte;1;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB2;Pitfall;Insecta;Coleoptera;Histeridae;184766;184766;Histeridae;Histeridae Gyllenhal, 1808;Histeridae;adulte;1;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB2;Pitfall;Insecta;Diptera;NA;184803;184803;Diptera;Diptera Linnaeus, 1758;diptera;larve;1;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB2;Pitfall;Clitellata;0;NA;183773;183773;Oligochaeta;Oligochaeta Grube, 1850;Oligochaeta;adulte;1;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB2;Pitfall;Gastropoda;0;NA;186338;186338;Gastropoda;Gastropoda Cuvier, 1795;gastropoda;adulte;1;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB2;Pitfall;Insecta;Coleoptera;Elateridae;184735;184735;Elateridae;Elateridae Leach, 1815;elateridae;adulte;2;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB2;Pitfall;Insecta;Coleoptera;Carabidae;203304;203304;Poecilus;Poecilus Bonelli, 1810;poecilus;adulte;3;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB2;Pitfall;Insecta;Coleoptera;Chrysomelidae;184644;184644;Chrysomelidae;Chrysomelidae Latreille, 1802;chrysomelidae;adulte;3;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB2;Pitfall;Insecta;Hymenoptera;NA;185126;185126;Hymenoptera;Hymenoptera Linnaeus, 1758;hymenoptera;adulte;3;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB2;Pitfall;Insecta;Hemiptera;NA;184980;184980;Hemiptera;Hemiptera Linnaeus, 1758;hemiptera;adulte;4;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB2;Pitfall;Insecta;Coleoptera;Anthicidae;184697;184697;Anthicidae;Anthicidae Latreille, 1819;anthicidae;adulte;5;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB2;Pitfall;Insecta;Diptera;NA;184803;184803;Diptera;Diptera Linnaeus, 1758;diptera;adulte;7;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB2;Pitfall;Insecta;Hymenoptera;Formicidae;185188;185188;Formicidae;Formicidae Latreille, 1809;formicidae;adulte;9;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB2;Pitfall;Insecta;Coleoptera;Carabidae;8358;8358;Carabus auratus;Carabus auratus Linnaeus, 1761;Carabus auratus;adulte;14;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB2;Pitfall;Insecta;Coleoptera;Dermestidae;184636;184636;Dermestidae;Dermestidae Latreille, 1804;dermestidae;adulte;18;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB2;Pitfall;Insecta;Coleoptera;Staphylinidae;184776;184776;Staphylinidae;Staphylinidae Latreille, 1802;staphylinidae;adulte;19;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB2;Pitfall;Insecta;Coleoptera;Carabidae;184615;184615;Carabidae;Carabidae Latreille, 1802;Carabidae;adulte;26;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB2;Pitfall;Insecta;Coleoptera;NA;184612;184612;Coleoptera;Coleoptera Linnaeus, 1758;coleoptera;adulte;39;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB2;Pitfall;Arachnida;Araneae;NA;184348;184348;Araneae;Araneae Clerck, 1758;araneae;adulte;67;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB3;Pitfall;Gastropoda;0;NA;186338;186338;Gastropoda;Gastropoda Cuvier, 1795;gastropoda;adulte;1;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB3;Pitfall;Arachnida;0;NA;183884;183884;Acari;Acari Leach, 1817;acari;adulte;1;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB3;Pitfall;Insecta;Coleoptera;Elateridae;184735;184735;Elateridae;Elateridae Leach, 1815;elateridae;adulte;1;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB3;Pitfall;Insecta;Coleoptera;Curculionidae;184685;184685;Curculionidae;Curculionidae Latreille, 1802;curculionidae;adulte;1;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB3;Pitfall;Malacostraca;Isopoda;NA;184472;184472;Isopoda;Isopoda Latreille, 1817;Isopoda;adulte;1;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB3;Pitfall;Insecta;Coleoptera;Carabidae;203304;203304;Poecilus;Poecilus Bonelli, 1810;Poecilus;adulte;2;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB3;Pitfall;Clitellata;0;NA;183773;183773;Oligochaeta;Oligochaeta Grube, 1850;Oligochaeta;adulte;2;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB3;Pitfall;Insecta;Hemiptera;NA;184980;184980;Hemiptera;Hemiptera Linnaeus, 1758;hemiptera;adulte;2;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB3;Pitfall;Insecta;Coleoptera;Dermestidae;184636;184636;Dermestidae;Dermestidae Latreille, 1804;dermestidae;adulte;2;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB3;Pitfall;Insecta;Hymenoptera;NA;185126;185126;Hymenoptera;Hymenoptera Linnaeus, 1758;hymenoptera;adulte;3;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB3;Pitfall;Insecta;Coleoptera;Anthicidae;184697;184697;Anthicidae;Anthicidae Latreille, 1819;anthicidae;adulte;3;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB3;Pitfall;Insecta;Diptera;NA;184803;184803;Diptera;Diptera Linnaeus, 1758;diptera;adulte;4;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB3;Pitfall;Insecta;Coleoptera;Carabidae;8358;8358;Carabus auratus;Carabus auratus Linnaeus, 1761;Carabus auratus;adulte;5;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB3;Pitfall;Insecta;Coleoptera;Carabidae;184615;184615;Carabidae;Carabidae Latreille, 1802;Carabidae;adulte;5;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB3;Pitfall;Insecta;Diptera;NA;184803;184803;Diptera;Diptera Linnaeus, 1758;diptera;larve;5;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB3;Pitfall;Insecta;Hymenoptera;Formicidae;185188;185188;Formicidae;Formicidae Latreille, 1809;formicidae;adulte;7;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB3;Pitfall;Insecta;Coleoptera;NA;184612;184612;Coleoptera;Coleoptera Linnaeus, 1758;coleoptera;larve;13;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB3;Pitfall;Insecta;Coleoptera;Staphylinidae;184776;184776;Staphylinidae;Staphylinidae Latreille, 1802;staphylinidae;adulte;15;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB3;Pitfall;Arachnida;Araneae;NA;184348;184348;Araneae;Araneae Clerck, 1758;araneae;adulte;90;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB4;Pitfall;Insecta;Coleoptera;Elateridae;184735;184735;Elateridae;Elateridae Leach, 1815;elateridae;adulte;1;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB4;Pitfall;Insecta;Coleoptera;Anthicidae;184697;184697;Anthicidae;Anthicidae Latreille, 1819;anthicidae;adulte;1;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB4;Pitfall;Insecta;Orthoptera;NA;185375;185375;Orthoptera;Orthoptera Latreille, 1810;orthoptera;adulte;1;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB4;Pitfall;Insecta;Coleoptera;Carabidae;203304;203304;Poecilus;Poecilus Bonelli, 1810;poecilus;adulte;2;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB4;Pitfall;Insecta;Coleoptera;Histeridae;184766;184766;Histeridae;Histeridae Gyllenhal, 1808;Histeridae;adulte;2;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB4;Pitfall;Chilopoda;0;NA;185587;185587;Chilopoda;Chilopoda Latreille, 1817;chilopoda;adulte;2;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB4;Pitfall;Insecta;Diptera;NA;184803;184803;Diptera;Diptera Linnaeus, 1758;diptera;larve;4;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB4;Pitfall;Insecta;Hymenoptera;NA;185126;185126;Hymenoptera;Hymenoptera Linnaeus, 1758;hymenoptera;adulte;4;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB4;Pitfall;Insecta;Coleoptera;Carabidae;184615;184615;Carabidae;Carabidae Latreille, 1802;Carabidae;adulte;7;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB4;Pitfall;Insecta;Coleoptera;Staphylinidae;184776;184776;Staphylinidae;Staphylinidae Latreille, 1802;staphylinidae;adulte;7;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB4;Pitfall;Insecta;Diptera;NA;184803;184803;Diptera;Diptera Linnaeus, 1758;diptera;adulte;7;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB4;Pitfall;Insecta;Coleoptera;Carabidae;8358;8358;Carabus auratus;Carabus auratus Linnaeus, 1761;Carabus auratus;adulte;8;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB4;Pitfall;Insecta;Hymenoptera;Formicidae;185188;185188;Formicidae;Formicidae Latreille, 1809;formicidae;adulte;10;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB4;Pitfall;Insecta;Coleoptera;NA;184612;184612;Coleoptera;Coleoptera Linnaeus, 1758;coleoptera;larve;15;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB4;Pitfall;Insecta;Hemiptera;NA;184980;184980;Hemiptera;Hemiptera Linnaeus, 1758;hemiptera;adulte;17;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB4;Pitfall;Insecta;Coleoptera;Dermestidae;184636;184636;Dermestidae;Dermestidae Latreille, 1804;dermestidae;adulte;19;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB4;Pitfall;Arachnida;Araneae;NA;184348;184348;Araneae;Araneae Clerck, 1758;araneae;adulte;60;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB5;Pitfall;Insecta;Coleoptera;Carabidae;203304;203304;Poecilus;Poecilus Bonelli, 1810;Poecilus;adulte;1;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB5;Pitfall;Insecta;Coleoptera;Elateridae;184735;184735;Elateridae;Elateridae Leach, 1815;elateridae;adulte;1;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB5;Pitfall;Insecta;Orthoptera;NA;185375;185375;Orthoptera;Orthoptera Latreille, 1810;orthoptera;adulte;1;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB5;Pitfall;Gastropoda;0;NA;186338;186338;Gastropoda;Gastropoda Cuvier, 1795;gastropoda;adulte;1;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB5;Pitfall;Insecta;Diptera;NA;184803;184803;Diptera;Diptera Linnaeus, 1758;diptera;larve;2;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB5;Pitfall;Insecta;Coleoptera;Histeridae;184766;184766;Histeridae;Histeridae Gyllenhal, 1808;Histeridae;adulte;3;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB5;Pitfall;Insecta;Hemiptera;NA;184980;184980;Hemiptera;Hemiptera Linnaeus, 1758;hemiptera;adulte;3;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB5;Pitfall;Insecta;Hymenoptera;NA;185126;185126;Hymenoptera;Hymenoptera Linnaeus, 1758;hymenoptera;adulte;4;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB5;Pitfall;Insecta;Coleoptera;Carabidae;8358;8358;Carabus auratus;Carabus auratus Linnaeus, 1761;Carabus auratus;adulte;5;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB5;Pitfall;Insecta;Coleoptera;Chrysomelidae;184644;184644;Chrysomelidae;Chrysomelidae Latreille, 1802;chrysomelidae;adulte;8;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB5;Pitfall;Insecta;Coleoptera;Staphylinidae;184776;184776;Staphylinidae;Staphylinidae Latreille, 1802;staphylinidae;adulte;10;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB5;Pitfall;Insecta;Hymenoptera;Formicidae;185188;185188;Formicidae;Formicidae Latreille, 1809;formicidae;adulte;10;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB5;Pitfall;Insecta;Diptera;NA;184803;184803;Diptera;Diptera Linnaeus, 1758;diptera;adulte;11;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB5;Pitfall;Insecta;Coleoptera;Anthicidae;184697;184697;Anthicidae;Anthicidae Latreille, 1819;anthicidae;adulte;12;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB5;Pitfall;Insecta;Coleoptera;Carabidae;184615;184615;Carabidae;Carabidae Latreille, 1802;Carabidae;adulte;31;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB5;Pitfall;Insecta;Coleoptera;Dermestidae;184636;184636;Dermestidae;Dermestidae Latreille, 1804;dermestidae;adulte;43;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB5;Pitfall;Insecta;Coleoptera;NA;184612;184612;Coleoptera;Coleoptera Linnaeus, 1758;coleoptera;larve;43;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB5;Pitfall;Arachnida;Araneae;NA;184348;184348;Araneae;Araneae Clerck, 1758;araneae;adulte;62;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB6;Pitfall;Insecta;Coleoptera;Carabidae;203304;203304;Poecilus;Poecilus Bonelli, 1810;poecilus;adulte;1;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB6;Pitfall;Chilopoda;0;NA;185587;185587;Chilopoda;Chilopoda Latreille, 1817;chilopoda;adulte;1;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB6;Pitfall;Insecta;Coleoptera;Dermestidae;184636;184636;Dermestidae;Dermestidae Latreille, 1804;dermestidae;adulte;1;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB6;Pitfall;Arachnida;0;NA;183884;183884;Acari;Acari Leach, 1817;acari;adulte;1;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB6;Pitfall;Insecta;Coleoptera;NA;184612;184612;Coleoptera;Coleoptera Linnaeus, 1758;coleoptera;adulte;2;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB6;Pitfall;Gastropoda;0;NA;186338;186338;Gastropoda;Gastropoda Cuvier, 1795;gastropoda;adulte;2;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB6;Pitfall;Insecta;Coleoptera;Carabidae;8358;8358;Carabus auratus;Carabus auratus Linnaeus, 1761;Carabus auratus;adulte;3;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB6;Pitfall;Insecta;Coleoptera;Anthicidae;184697;184697;Anthicidae;Anthicidae Latreille, 1819;anthicidae;adulte;4;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB6;Pitfall;Insecta;Hymenoptera;NA;185126;185126;Hymenoptera;Hymenoptera Linnaeus, 1758;hymenoptera;adulte;5;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB6;Pitfall;Insecta;Diptera;NA;184803;184803;Diptera;Diptera Linnaeus, 1758;diptera;adulte;9;T.GELIS;09/07/2024;;T.GELIS
France;MIDI-PYRENEES;TARN;81;Belcastel;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1837;PB6;Pitfall;Insecta;Hemiptera;NA;184980;184980;Hemiptera;Hemiptera Linnaeus, 1758;hemiptera;adulte;10;T.GELIS;09/07/2024;;T.GELIS
