PAYS;REGION;DEPARTEMENT;CD_DEPT;CD_INSEE;NOM_LOCALITE;ORGANISME;OBSERVATEUR;CD_STATION;STATION;METHODE;REPETITION;Longitude;Latitude;ALTITUDE;DATE;DATE_FIN;HABITAT;MICROHABITAT;METHODE;REMARQUE_STATION;CLASSE;ORDRE;FAMILLE;CD_NOM;LB_NOM;NOM_VALIDE;BOITE;CD_COLLECTION;NOM_CITE;?;?;Juvénile;?;ABONDANCE_TOTALE;LRN;REMARQUE_INDIVIDU;A VERIFIER/PHOTO;DETERMINATEUR;LEG/COLLECTION;DATE_DETERMINATION;ENVOI_CARDOBS
France;RHONE-ALPES;AIN;1;1457;Vonnas;Sol&Co;Sol&Co;2167317;1310;Pitfall;2;46.228868438387;5.02443580687463;202;16/05/2024;15/06/2024;Monoculture;;Pitfall;;Insecta;Hymenoptera;Formicidae;52817;Lasius niger;Lasius niger (Linnaeus, 1758);E&S_FO_B4_T96;NHEN-29916;lasius niger;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45633;
France;BOURGOGNE;YONNE;89;89309;Pont-Sur-Yonne;Sol&Co;Sol&Co;2167313;633;Pitfall;2;48.2742531650272;3.18548869500691;154;23/04/2024;23/05/2024;Forêt;;Pitfall;;Insecta;Hymenoptera;Formicidae;219401;Myrmecina graminicola;Myrmecina graminicola (Latreille, 1802);E&S_FO_B5_T10;NHEN-29972;Myrmecina graminicola;;1;;;1;#N/A;;;N.HENON;ECO&SOLS;45635;
France;RHONE-ALPES;HAUTE-SAVOIE;74;74070;Chens-Sur-Leman;Sol&Co;Sol&Co;2167300;1274;Pitfall;2;46.3317772191028;6.28092715602017;432;17/05/2024;16/06/2024;Monoculture;;Pitfall;;Insecta;Hymenoptera;Formicidae;52817;Lasius niger;Lasius niger (Linnaeus, 1758);E&S_FO_B5_T12;NHEN-29974;lasius niger;;;;72;72;#N/A;;;N.HENON;ECO&SOLS;45635;
France;PICARDIE;AISNE;2;2237;Crecy-Sur-Serre;Sol&Co;Sol&Co;2167301;137;Pitfall;2;49.7054460263859;3.65039504410087;97;03/05/2024;02/06/2024;Monoculture;;Pitfall;;Insecta;Hymenoptera;Formicidae;52817;Lasius niger;Lasius niger (Linnaeus, 1758);E&S_FO_B5_T26;NHEN-29988;lasius niger;;;;5;5;#N/A;;;N.HENON;ECO&SOLS;45635;
France;BOURGOGNE;SAONE-ET-LOIRE;71;71273;Maltat;Sol&Co;Sol&Co;2167309;1180;Pitfall;2;46.6825057220501;3.78802433819848;270;03/04/2024;03/05/2024;Monoculture;;Pitfall;;Insecta;Hymenoptera;Formicidae;52817;Lasius niger;Lasius niger (Linnaeus, 1758);E&S_FO_B5_T41;NHEN-30003;lasius niger;;;;12;12;#N/A;;;N.HENON;ECO&SOLS;45635;
France;CHAMPAGNE-ARDENNE;MARNE;51;51048;Belval-Sous-Chatillon;Sol&Co;Sol&Co;2167297;288;Pitfall;2;49.1281765661728;3.85678097784408;193;06/06/2024;06/07/2024;Vignes;;Pitfall;Remplace le site 92;Insecta;Hymenoptera;Formicidae;52792;Formica rufibarbis;Formica rufibarbis Fabricius, 1793;E&S_FO_B5_T51;NHEN-30013;formica rufibarbis;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45635;
France;CHAMPAGNE-ARDENNE;MARNE;51;51048;Belval-Sous-Chatillon;Sol&Co;Sol&Co;2167297;288;Pitfall;2;49.1281765661728;3.85678097784408;193;06/06/2024;06/07/2024;Vignes;;Pitfall;Remplace le site 92;Insecta;Hymenoptera;Formicidae;52817;Lasius niger;Lasius niger (Linnaeus, 1758);E&S_FO_B5_T52;NHEN-30014;lasius niger;;;;18;18;#N/A;;;N.HENON;ECO&SOLS;45635;
France;ALSACE;BAS-RHIN;67;67081;Dahlenheim;Sol&Co;Sol&Co;2167302;476;Pitfall;2;48.5925618400509;7.53207205813478;183;26/04/2024;26/05/2024;Monoculture;;Pitfall;;Insecta;Hymenoptera;Formicidae;52817;Lasius niger;Lasius niger (Linnaeus, 1758);E&S_FO_B5_T68;NHEN-30030;lasius niger;;;;76;76;#N/A;;;N.HENON;ECO&SOLS;45635;
France;FRANCHE-COMTE;HAUTE-SAONE;70;70364;Montjustin-Et-Velotte;Sol&Co;Sol&Co;2167311;870;Pitfall;2;47.6294797750949;6.37142360891853;289;28/05/2024;27/06/2024;Forêt;;Pitfall;;Insecta;Hymenoptera;Formicidae;219493;Lasius platythorax;Lasius platythorax Seifert, 1991;E&S_FO_B5_T74;NHEN-30065;lasius platythorax;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45635;
France;FRANCHE-COMTE;HAUTE-SAONE;70;70364;Montjustin-Et-Velotte;Sol&Co;Sol&Co;2167311;870;Pitfall;2;47.6294797750949;6.37142360891853;289;28/05/2024;27/06/2024;Forêt;;Pitfall;;Insecta;Hymenoptera;Formicidae;219394;Myrmica rubra;Myrmica rubra (Linnaeus, 1758);E&S_FO_B5_T75;NHEN-30066;myrmica rubra;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45635;
France;ALSACE;HAUT-RHIN;68;68181;Levoncourt;Sol&Co;Sol&Co;2167307;926;Pitfall;2;47.4531196404966;7.20806698950873;514;27/05/2024;26/06/2024;Forêt mixte;;Pitfall;;Insecta;Hymenoptera;Formicidae;219493;Lasius platythorax;Lasius platythorax Seifert, 1991;E&S_FO_B5_T82;NHEN-30073;lasius platythorax;;;;24;24;#N/A;;;N.HENON;ECO&SOLS;45635;
France;ALSACE;HAUT-RHIN;68;68181;Levoncourt;Sol&Co;Sol&Co;2167307;926;Pitfall;2;47.4531196404966;7.20806698950873;514;27/05/2024;26/06/2024;Forêt mixte;;Pitfall;;Insecta;Hymenoptera;Formicidae;628323;Temnothorax;Temnothorax Mayr, 1861;E&S_FO_B5_T83;NHEN-30074;Temnothorax;;;;1;1;#N/A;;x;N.HENON;ECO&SOLS;45635;
France;AUVERGNE;PUY-DE-DOME;63;63020;Aurieres;ECO&SOLS;Equipe ECO&SOLS;2132898;1464;Pitfall;2;45.6779077470276;2.94301610784092;985;06/06/2024;10/07/2024;Forêt mixte;;Pitfall;;Insecta;Hymenoptera;Formicidae;219490;Lasius fuliginosus;Lasius fuliginosus (Latreille, 1798);E&S_FO_B5_T98;NHEN-30089;lasius fuliginosus;;1;;;1;#N/A;;;N.HENON;ECO&SOLS;45637;
France;AUVERGNE;PUY-DE-DOME;63;63020;Aurieres;ECO&SOLS;Equipe ECO&SOLS;2132898;1464;Pitfall;2;45.6779077470276;2.94301610784092;985;06/06/2024;10/07/2024;Forêt mixte;;Pitfall;;Insecta;Hymenoptera;Formicidae;52790;Formica pratensis;Formica pratensis Retzius, 1783;E&S_FO_B5_T99;NHEN-30090;formica pratensis;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45637;
France;AUVERGNE;PUY-DE-DOME;63;63020;Aurieres;ECO&SOLS;Equipe ECO&SOLS;2132898;1464;Pitfall;2;45.6779077470276;2.94301610784092;985;06/06/2024;10/07/2024;Forêt mixte;;Pitfall;;Insecta;Hymenoptera;Formicidae;52808;Myrmica ruginodis;Myrmica ruginodis Nylander, 1846;E&S_FO_B5_T100;NHEN-30091;myrmica ruginodis;;;;7;7;#N/A;;;N.HENON;ECO&SOLS;45637;
France;AUVERGNE;PUY-DE-DOME;63;63020;Aurieres;ECO&SOLS;Equipe ECO&SOLS;2132898;1464;Pitfall;2;45.6779077470276;2.94301610784092;985;06/06/2024;10/07/2024;Forêt mixte;;Pitfall;;Insecta;Hymenoptera;Formicidae;219396;Myrmica sabuleti;Myrmica sabuleti Meinert, 1861;E&S_FO_B6_T1;NHEN-30092;Myrmica sabuleti;;;;2;2;#N/A;;;N.HENON;ECO&SOLS;45637;
France;ILE-DE-FRANCE;PARIS;75;75109;Paris;Sol&Co;Sol&Co;2167312;391;Pitfall;2;48.844838275277;2.33579524769974;47;22/04/2024;22/05/2024;Parc urbain;;Pitfall;;Insecta;Hymenoptera;Formicidae;219401;Myrmecina graminicola;Myrmecina graminicola (Latreille, 1802);E&S_FO_B6_T17;NHEN-30108;Myrmecina graminicola;;1;;2;3;#N/A;;;N.HENON;ECO&SOLS;45637;
France;ILE-DE-FRANCE;PARIS;75;75109;Paris;Sol&Co;Sol&Co;2167312;391;Pitfall;2;48.844838275277;2.33579524769974;47;22/04/2024;22/05/2024;Parc urbain;;Pitfall;;Insecta;Hymenoptera;Formicidae;52817;Lasius niger;Lasius niger (Linnaeus, 1758);E&S_FO_B6_T18;NHEN-30109;lasius niger;;;;55;55;#N/A;;;N.HENON;ECO&SOLS;45637;
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;66146;Porta;ECO&SOLS;Equipe ECO&SOLS;2132884;2312;Pitfall;2;42.5280876159668;1.73446702957153;2267;24/06/2024;29/07/2024;Pelouse alpine;;Pitfall;;Insecta;Hymenoptera;Formicidae;199813;Formica lugubris;Formica lugubris Zetterstedt, 1838;E&S_FO_B6_T39;NHEN-30130;formica lugubris;;1;;;1;#N/A;;;N.HENON;ECO&SOLS;45637;
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;66146;Porta;ECO&SOLS;Equipe ECO&SOLS;2132884;2312;Pitfall;2;42.5280876159668;1.73446702957153;2267;24/06/2024;29/07/2024;Pelouse alpine;;Pitfall;;Insecta;Hymenoptera;Formicidae;198324;Tetramorium;Tetramorium Mayr, 1855;E&S_FO_B6_T40;NHEN-30131;tetramorium;;;;3;3;#N/A;Tetramorium gr. caespitum/impurum;;N.HENON;ECO&SOLS;45637;
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;66146;Porta;ECO&SOLS;Equipe ECO&SOLS;2132884;2312;Pitfall;2;42.5280876159668;1.73446702957153;2267;24/06/2024;29/07/2024;Pelouse alpine;;Pitfall;;Insecta;Hymenoptera;Formicidae;219398;Myrmica sulcinodis;Myrmica sulcinodis Nylander, 1846;E&S_FO_B6_T41;NHEN-30132;myrmica sulcinodis;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45637;
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;66146;Porta;ECO&SOLS;Equipe ECO&SOLS;2132884;2312;Pitfall;2;42.5280876159668;1.73446702957153;2267;24/06/2024;29/07/2024;Pelouse alpine;;Pitfall;;Insecta;Hymenoptera;Formicidae;219507;Formica lemani;Formica lemani Bondroit, 1917;E&S_FO_B6_T42;NHEN-30133;formica lemani;;;;19;19;#N/A;;;N.HENON;ECO&SOLS;45637;
France;CENTRE;CHER;18;18086;Drevant;Sol&Co;Sol&Co;2167303;1174;Pitfall;2;46.6928659613774;2.53499704476721;164;23/05/2024;22/06/2024;Prairie de fauche;;Pitfall;relève le 21/6/224;Insecta;Hymenoptera;Formicidae;52831;Tapinoma erraticum;Tapinoma erraticum (Latreille, 1798);E&S_FO_B6_T64;NHEN-30158;tapinoma erraticum;;;;8;8;#N/A;;;N.HENON;ECO&SOLS;45638;
France;CENTRE;CHER;18;18086;Drevant;Sol&Co;Sol&Co;2167303;1174;Pitfall;2;46.6928659613774;2.53499704476721;164;23/05/2024;22/06/2024;Prairie de fauche;;Pitfall;relève le 21/6/224;Insecta;Hymenoptera;Formicidae;52792;Formica rufibarbis;Formica rufibarbis Fabricius, 1793;E&S_FO_B6_T65;NHEN-30159;formica rufibarbis;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45638;
France;CENTRE;CHER;18;18086;Drevant;Sol&Co;Sol&Co;2167303;1174;Pitfall;2;46.6928659613774;2.53499704476721;164;23/05/2024;22/06/2024;Prairie de fauche;;Pitfall;relève le 21/6/224;Insecta;Hymenoptera;Formicidae;219483;Lasius myops;Lasius myops Forel, 1894;E&S_FO_B6_T66;NHEN-30160;lasius myops;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45638;
France;CENTRE;CHER;18;18086;Drevant;Sol&Co;Sol&Co;2167303;1174;Pitfall;2;46.6928659613774;2.53499704476721;164;23/05/2024;22/06/2024;Prairie de fauche;;Pitfall;relève le 21/6/224;Insecta;Hymenoptera;Formicidae;52817;Lasius niger;Lasius niger (Linnaeus, 1758);E&S_FO_B6_T67;NHEN-30161;lasius niger;;;;2;2;#N/A;;;N.HENON;ECO&SOLS;45638;
France;CENTRE;CHER;18;18086;Drevant;Sol&Co;Sol&Co;2167303;1174;Pitfall;2;46.6928659613774;2.53499704476721;164;23/05/2024;22/06/2024;Prairie de fauche;;Pitfall;relève le 21/6/224;Insecta;Hymenoptera;Formicidae;219396;Myrmica sabuleti;Myrmica sabuleti Meinert, 1861;E&S_FO_B6_T68;NHEN-30162;Myrmica sabuleti;;;;16;16;#N/A;;;N.HENON;ECO&SOLS;45638;
France;BOURGOGNE;SAONE-ET-LOIRE;71;71531;La Tagniere;Sol&Co;Sol&Co;2167305;1141;Pitfall;2;46.8204597659373;4.21101505944702;320;04/04/2024;04/05/2024;Prairie de fauche;;Pitfall;;Insecta;Hymenoptera;Formicidae;198324;Tetramorium;Tetramorium Mayr, 1855;E&S_FO_B6_T92;NHEN-30186;tetramorium;;;;1;1;#N/A;Tetramorium gr. caespitum/impurum;;N.HENON;ECO&SOLS;45638;
France;LORRAINE;MEURTHE-ET-MOSELLE;54;54363;Mercy-Le-Haut;Sol&Co;Sol&Co;2167310;215;Pitfall;2;49.3740703250416;5.84561377272516;365;04/06/2024;04/07/2024;Forêt mixte;;Pitfall;;Insecta;Hymenoptera;Formicidae;52808;Myrmica ruginodis;Myrmica ruginodis Nylander, 1846;E&S_FO_B6_T98;NHEN-30192;myrmica ruginodis;;;;9;9;#N/A;;;N.HENON;ECO&SOLS;45638;
France;LORRAINE;MEURTHE-ET-MOSELLE;54;54363;Mercy-Le-Haut;Sol&Co;Sol&Co;2167310;215;Pitfall;2;49.3740703250416;5.84561377272516;365;04/06/2024;04/07/2024;Forêt mixte;;Pitfall;;Insecta;Hymenoptera;Formicidae;209961;Stenamma;Stenamma Westwood, 1839;E&S_FO_B6_T99;NHEN-30193;stenamma;;;;1;1;#N/A;;x;N.HENON;ECO&SOLS;45638;
France;CHAMPAGNE-ARDENNE;HAUTE-MARNE;52;52540;Vitry-En-Montagne;Sol&Co;Sol&Co;2167316;812;Pitfall;2;47.8106367801133;5.10079251722604;450;11/06/2024;11/07/2024;Forêt;;Pitfall;;Insecta;Hymenoptera;Formicidae;52815;Lasius brunneus;Lasius brunneus (Latreille, 1798);E&S_FO_B7_T9;NHEN-30203;lasius brunneus;;;;2;2;#N/A;;;N.HENON;ECO&SOLS;45638;
France;CHAMPAGNE-ARDENNE;HAUTE-MARNE;52;52540;Vitry-En-Montagne;Sol&Co;Sol&Co;2167316;812;Pitfall;2;47.8106367801133;5.10079251722604;450;11/06/2024;11/07/2024;Forêt;;Pitfall;;Insecta;Hymenoptera;Formicidae;52808;Myrmica ruginodis;Myrmica ruginodis Nylander, 1846;E&S_FO_B7_T10;NHEN-30204;myrmica ruginodis;;;;2;2;#N/A;;;N.HENON;ECO&SOLS;45638;
France;MIDI-PYRENEES;AVEYRON;12;12025;Belmont-sur-Rance;ECO&SOLS;Equipe ECO&SOLS;2132877;2021;Pitfall;2;43.8125780995336;2.72179965795729;506;08/04/2024;06/05/2024;Chenaie;;Pitfall;;Insecta;Hymenoptera;Formicidae;219505;Formica gagates;Formica gagates Latreille, 1798;E&S_FO_B7_T21;NHEN-30215;formica gagates;;;;27;27;#N/A;;x;N.HENON;ECO&SOLS;45638;
France;RHONE-ALPES;ISERE;38;38302;Le Perier;ECO&SOLS;Equipe ECO&SOLS;2142435;1686;Pitfall;2;44.9048619493119;5.96937133617335;1888;06/08/2024;10/09/2024;Pelouse alpine;;Pitfall;;Insecta;Hymenoptera;Formicidae;52793;Formica sanguinea;Formica sanguinea Latreille, 1798;E&S_FO_B7_T34;NHEN-30232;formica sanguinea;;;;6;6;#N/A;;;N.HENON;ECO&SOLS;45643;
France;RHONE-ALPES;ISERE;38;38302;Le Perier;ECO&SOLS;Equipe ECO&SOLS;2142435;1686;Pitfall;2;44.9048619493119;5.96937133617335;1888;06/08/2024;10/09/2024;Pelouse alpine;;Pitfall;;Insecta;Hymenoptera;Formicidae;192604;Formica;Formica Linnaeus, 1758;E&S_FO_B7_T35;NHEN-30233;formica;;;;8;8;#N/A;Coptoformica;x;N.HENON;ECO&SOLS;45643;
France;RHONE-ALPES;ISERE;38;38302;Le Perier;ECO&SOLS;Equipe ECO&SOLS;2142435;1686;Pitfall;2;44.9048619493119;5.96937133617335;1888;06/08/2024;10/09/2024;Pelouse alpine;;Pitfall;;Insecta;Hymenoptera;Formicidae;199813;Formica lugubris;Formica lugubris Zetterstedt, 1838;E&S_FO_B7_T36;NHEN-30234;formica lugubris;;;;2;2;#N/A;;;N.HENON;ECO&SOLS;45643;
France;RHONE-ALPES;ISERE;38;38302;Le Perier;ECO&SOLS;Equipe ECO&SOLS;2142435;1686;Pitfall;2;44.9048619493119;5.96937133617335;1888;06/08/2024;10/09/2024;Pelouse alpine;;Pitfall;;Insecta;Hymenoptera;Formicidae;52792;Formica rufibarbis;Formica rufibarbis Fabricius, 1793;E&S_FO_B7_T37;NHEN-30235;formica rufibarbis;;;;7;7;#N/A;;;N.HENON;ECO&SOLS;45643;
France;RHONE-ALPES;ISERE;38;38302;Le Perier;ECO&SOLS;Equipe ECO&SOLS;2142435;1686;Pitfall;2;44.9048619493119;5.96937133617335;1888;06/08/2024;10/09/2024;Pelouse alpine;;Pitfall;;Insecta;Hymenoptera;Formicidae;219396;Myrmica sabuleti;Myrmica sabuleti Meinert, 1861;E&S_FO_B7_T38;NHEN-30236;myrmica sabuleti;;;;2;2;#N/A;;;N.HENON;ECO&SOLS;45643;
France;RHONE-ALPES;ISERE;38;38302;Le Perier;ECO&SOLS;Equipe ECO&SOLS;2142435;1686;Pitfall;2;44.9048619493119;5.96937133617335;1888;06/08/2024;10/09/2024;Pelouse alpine;;Pitfall;;Insecta;Hymenoptera;Formicidae;219397;Myrmica schencki;Myrmica schencki Viereck, 1903;E&S_FO_B7_T39;NHEN-30237;myrmica schencki;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45643;
France;RHONE-ALPES;ISERE;38;38302;Le Perier;ECO&SOLS;Equipe ECO&SOLS;2142435;1686;Pitfall;2;44.9048619493119;5.96937133617335;1888;06/08/2024;10/09/2024;Pelouse alpine;;Pitfall;;Insecta;Hymenoptera;Formicidae;198219;Tapinoma;Tapinoma Förster, 1850;E&S_FO_B7_T40;NHEN-30238;tapinoma;;;;13;13;#N/A;;x;N.HENON;ECO&SOLS;45643;
France;RHONE-ALPES;ISERE;38;38302;Le Perier;ECO&SOLS;Equipe ECO&SOLS;2142435;1686;Pitfall;2;44.9048619493119;5.96937133617335;1888;06/08/2024;10/09/2024;Pelouse alpine;;Pitfall;;Insecta;Hymenoptera;Formicidae;198324;Tetramorium;Tetramorium Mayr, 1855;E&S_FO_B7_T41;NHEN-30239;tetramorium;;1;;103;104;#N/A;;;N.HENON;ECO&SOLS;45643;
France;RHONE-ALPES;ISERE;38;38298;Le Peage-De-Roussillon;ECO&SOLS;Equipe ECO&SOLS;2132824;1556;Pitfall;2;45.3690149100078;4.77475157668675;138;10/04/2024;07/05/2024;Verger;;Pitfall;;Insecta;Hymenoptera;Formicidae;52788;Formica cunicularia;Formica cunicularia Latreille, 1798;E&S_FO_B9_T18;NHEN-30418;Formica cunicularia;;;;2;2;#N/A;;;N.HENON;ECO&SOLS;45644;
France;RHONE-ALPES;ISERE;38;38298;Le Peage-De-Roussillon;ECO&SOLS;Equipe ECO&SOLS;2132824;1556;Pitfall;2;45.3690149100078;4.77475157668675;138;10/04/2024;07/05/2024;Verger;;Pitfall;;Insecta;Hymenoptera;Formicidae;219482;Lasius flavus;Lasius flavus (Fabricius, 1782);E&S_FO_B9_T19;NHEN-30419;Lasius flavus;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45644;
France;RHONE-ALPES;ISERE;38;38298;Le Peage-De-Roussillon;ECO&SOLS;Equipe ECO&SOLS;2132824;1556;Pitfall;2;45.3690149100078;4.77475157668675;138;10/04/2024;07/05/2024;Verger;;Pitfall;;Insecta;Hymenoptera;Formicidae;52831;Tapinoma erraticum;Tapinoma erraticum (Latreille, 1798);E&S_FO_B9_T20;NHEN-30420;tapinoma erraticum;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45644;
France;RHONE-ALPES;ISERE;38;38298;Le Peage-De-Roussillon;ECO&SOLS;Equipe ECO&SOLS;2132824;1556;Pitfall;2;45.3690149100078;4.77475157668675;138;10/04/2024;07/05/2024;Verger;;Pitfall;;Insecta;Hymenoptera;Formicidae;52817;Lasius niger;Lasius niger (Linnaeus, 1758);E&S_FO_B9_T21;NHEN-30421;lasius niger;;;;5;5;#N/A;;;N.HENON;ECO&SOLS;45644;
France;AUVERGNE;HAUTE-LOIRE;43;43016;Auzon;ECO&SOLS;Equipe ECO&SOLS;2132895  ;1549;Pitfall;3;45.3911047765517;3.34517713570663;400;31/05/2024;02/07/2024;Prairie de fauche;;Pitfall;;Insecta;Hymenoptera;Formicidae;52788;Formica cunicularia;Formica cunicularia Latreille, 1798;E&S_FO_B1_T9;NHEN-29507;Formica cunicularia;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45629;
France;AUVERGNE;HAUTE-LOIRE;43;43016;Auzon;ECO&SOLS;Equipe ECO&SOLS;2132895  ;1549;Pitfall;3;45.3911047765517;3.34517713570663;400;31/05/2024;02/07/2024;Prairie de fauche;;Pitfall;;Insecta;Hymenoptera;Formicidae;219397;Myrmica schencki;Myrmica schencki Viereck, 1903;E&S_FO_B1_T10;NHEN-29508;Myrmica schencki;;;;2;2;#N/A;;;N.HENON;ECO&SOLS;45629;
France;AUVERGNE;HAUTE-LOIRE;43;43016;Auzon;ECO&SOLS;Equipe ECO&SOLS;2132895  ;1549;Pitfall;3;45.3911047765517;3.34517713570663;400;31/05/2024;02/07/2024;Prairie de fauche;;Pitfall;;Insecta;Hymenoptera;Formicidae;219482;Lasius flavus;Lasius flavus (Fabricius, 1782);E&S_FO_B1_T11;NHEN-29509;Lasius flavus;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45629;
France;AUVERGNE;HAUTE-LOIRE;43;43016;Auzon;ECO&SOLS;Equipe ECO&SOLS;2132895  ;1549;Pitfall;3;45.3911047765517;3.34517713570663;400;31/05/2024;02/07/2024;Prairie de fauche;;Pitfall;;Insecta;Hymenoptera;Formicidae;193879;Lasius;Lasius Fabricius, 1804;E&S_FO_B1_T12;NHEN-29510;lasius;;1;;1;2;#N/A;Lasius gr.alienus;x;N.HENON;ECO&SOLS;45629;
France;AUVERGNE;HAUTE-LOIRE;43;43016;Auzon;ECO&SOLS;Equipe ECO&SOLS;2132895  ;1549;Pitfall;3;45.3911047765517;3.34517713570663;400;31/05/2024;02/07/2024;Prairie de fauche;;Pitfall;;Insecta;Hymenoptera;Formicidae;52817;Lasius niger;Lasius niger (Linnaeus, 1758);E&S_FO_B1_T13;NHEN-29511;lasius niger;;;;46;46;#N/A;;;N.HENON;ECO&SOLS;45629;
France;BASSE-NORMANDIE;CALVADOS;14;14614;Sainte-Marguerite-D'Elle;Université de Rennes;Université de Rennes;2167336;223;Pitfall;3;49.2362523222868;-0.971023266931689;39;02/04/2024;29/04/2024;Monoculture;;Pitfall;;Insecta;Hymenoptera;Formicidae;219394;Myrmica rubra;Myrmica rubra (Linnaeus, 1758);E&S_FO_B1_T26;NHEN-29524;Myrmica rubra;;;;6;6;#N/A;;;N.HENON;ECO&SOLS;45630;
France;RHONE-ALPES;AIN;1;1058;Bregnier-Cordon;ECO&SOLS;Equipe ECO&SOLS;2132823;1477;Pitfall;3;45.6401693491095;5.61003921649128;209;11/04/2024;07/05/2024;Friche humide;;Pitfall;;Insecta;Hymenoptera;Formicidae;219394;Myrmica rubra;Myrmica rubra (Linnaeus, 1758);E&S_FO_B1_T32;NHEN-29530;Myrmica rubra;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45630;
France;RHONE-ALPES;AIN;1;1058;Bregnier-Cordon;ECO&SOLS;Equipe ECO&SOLS;2132823;1477;Pitfall;3;45.6401693491095;5.61003921649128;209;11/04/2024;07/05/2024;Friche humide;;Pitfall;;Insecta;Hymenoptera;Formicidae;52817;Lasius niger;Lasius niger (Linnaeus, 1758);E&S_FO_B1_T33;NHEN-29531;lasius niger;;;;5;5;#N/A;;;N.HENON;ECO&SOLS;45630;
France;AQUITAINE;DORDOGNE;24;24435;Saint-Laurent-Des-Batons;Université de Rennes;Université de Rennes;2167337;1660;Pitfall;3;44.9526610124959;0.70364058861398;129;19/03/2024;11/04/2024;Monoculture;;Pitfall;;Insecta;Hymenoptera;Formicidae;52817;Lasius niger;Lasius niger (Linnaeus, 1758);E&S_FO_B1_T42;NHEN-29540;lasius niger;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45630;
France;LANGUEDOC-ROUSSILLON;AUDE;11;11305;Quintillan;ECO&SOLS;Equipe ECO&SOLS;2132859;2260;Pitfall;3;42.949275970459;2.7153799533844;349;14/05/2024;10/06/2024;Maquis;;Pitfall;;Insecta;Hymenoptera;Formicidae;52781;Camponotus lateralis;Camponotus lateralis (Olivier, 1792);E&S_FO_B1_T49;NHEN-29547;Camponotus lateralis;;;;2;2;#N/A;;;N.HENON;ECO&SOLS;45630;
France;LANGUEDOC-ROUSSILLON;AUDE;11;11305;Quintillan;ECO&SOLS;Equipe ECO&SOLS;2132859;2260;Pitfall;3;42.949275970459;2.7153799533844;349;14/05/2024;10/06/2024;Maquis;;Pitfall;;Insecta;Hymenoptera;Formicidae;264385;Lasius cinereus;Lasius cinereus Seifert, 1992;E&S_FO_B1_T50;NHEN-29548;lasius cinereus;;;;31;31;#N/A;;;N.HENON;ECO&SOLS;45630;
France;LANGUEDOC-ROUSSILLON;AUDE;11;11142;Festes-et-Saint-Andre;ECO&SOLS;Equipe ECO&SOLS;2132863;2257;Pitfall;3;42.9518241882324;2.12771511077881;528;13/05/2024;10/06/2024;Chênaie/ Érablaie;;Pitfall;;Insecta;Hymenoptera;Formicidae;219505;Formica gagates;Formica gagates Latreille, 1798;E&S_FO_B1_T66;NHEN-29564;formica gagates;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45630;
France;LANGUEDOC-ROUSSILLON;AUDE;11;11142;Festes-et-Saint-Andre;ECO&SOLS;Equipe ECO&SOLS;2132863;2257;Pitfall;3;42.9518241882324;2.12771511077881;528;13/05/2024;10/06/2024;Chênaie/ Érablaie;;Pitfall;;Insecta;Hymenoptera;Formicidae;264386;Lasius grandis;Lasius grandis Forel, 1909;E&S_FO_B1_T67;NHEN-29565;lasius grandis;;;;2;2;#N/A;;;N.HENON;ECO&SOLS;45630;
France;MIDI-PYRENEES;GERS;32;32150;Goutz;Université de Rennes;Université de Rennes;2167323;2011;Pitfall;3;43.7995981085167;0.738134796235499;197;13/03/2024;09/04/2024;Monoculture;;Pitfall;;Insecta;Hymenoptera;Formicidae;198324;Tetramorium;Tetramorium Mayr, 1855;E&S_FO_B1_T81;NHEN-29579;tetramorium;;;;6;6;#N/A;Tetramorium gr. caespitum/impurum;;N.HENON;ECO&SOLS;45630;
France;MIDI-PYRENEES;TARN;81;81025;Belcastel;ECO&SOLS;Equipe ECO&SOLS;2132894;1837;Pitfall;3;44.3889199310117;2.32434462405189;579;30/05/2024;03/07/2024;Culture;;Pitfall;;Insecta;Hymenoptera;Formicidae;198324;Tetramorium;Tetramorium Mayr, 1855;E&S_FO_B1_T91;NHEN-29589;tetramorium;;;;3;3;#N/A;Tetramorium gr. caespitum/impurum;;N.HENON;ECO&SOLS;45630;
