CD_DEPT;NOM_LOCALITE;X (Longitude);Y (Latitude);ALTITUDE;HABITAT;METHODE;FAMILLE;NOM_VALIDE;BOITE;?;?;ABONDANCE_TOTALE;REMARQUE_INDIVIDU;A VERIFIER/PHOTO;DETERMINATEUR;DATE_DETERMINATION;MASSE
1;Bregnier-Cordon;45.6401693491095;5.61003921649128;209;Friche humide;Pitfall;Carabidae;Brachinus psophia Audinet-Serville, 1821;CA_B1_T52;1;;1;;;L.ABRAHAM;45524;14.19
4;Puimoisson;43.8921670756657;6.10461897406734;712;Culture de coriande;Pitfall;Carabidae;Brachinus sclopeta (Fabricius, 1792);;1;;1;oui;;L.ABRAHAM;45492;9.1
1;Bregnier-Cordon;45.6401693491095;5.61003921649128;209;Friche humide;Pitfall;Carabidae;Brachinus Weber, 1801;CA_B1_T17;;1;1;immaculicornis ? ;;T.GELIS;45524;10.38
1;Bregnier-Cordon;45.6401693491095;5.61003921649128;209;Friche humide;Pitfall;Carabidae;Brachinus Weber, 1801;CA_B1_T16;;1;1;immaculicornis ? ;;T.GELIS;45524;8.43
4;Puimoisson;43.8921670756657;6.10461897406734;712;Culture de coriande;Pitfall;Carabidae;Brachinus Weber, 1801;A FAIRE;;1;1; immaculicornis ? ;;T.GELIS;45496;26
4;Puimoisson;43.8921670756657;6.10461897406734;712;Culture de coriande;Pitfall;Carabidae;Brachinus Weber, 1801;A FAIRE;1;;1; immaculicornis ?;;T.GELIS;45496;31
4;Puimoisson;43.8921670756657;6.10461897406734;712;Culture de coriande;Pitfall;Carabidae;Brachinus Weber, 1801;;1;;1;oui;;L.ABRAHAM;45492;36
43;Auzon;45.3911047765517;3.34517713570663;400;Prairie de fauche;Pitfall;Carabidae;Calathus fuscipes (Goeze, 1777);CA_B3_T78;;1;1;;;L.ABRAHAM;45533;48.17
43;Auzon;45.3911047765517;3.34517713570663;400;Prairie de fauche;Pitfall;Carabidae;Calathus fuscipes (Goeze, 1777);CA_B4_T13;;1;1;;;T.GELIS;45533;52.9
81;Belcastel;44.3889199310117;2.32434462405189;579;Culture;Pitfall;Carabidae;Calathus fuscipes (Goeze, 1777);A FAIRE;1;;1;;;T.GELIS;45495;32
81;Belcastel;44.3889199310117;2.32434462405189;579;Culture;Pitfall;Carabidae;Calathus fuscipes (Goeze, 1777);A FAIRE;;1;1;;;T.GELIS;45496;33
81;Belcastel;44.3889199310117;2.32434462405189;579;Culture;Pitfall;Carabidae;Calathus fuscipes (Goeze, 1777);A FAIRE;;1;1;;;T.GELIS;45496;37
81;Belcastel;44.3889199310117;2.32434462405189;579;Culture;Pitfall;Carabidae;Calathus fuscipes (Goeze, 1777);A FAIRE;1;;1;;;T.GELIS;45495;40
81;Belcastel;44.3889199310117;2.32434462405189;579;Culture;Pitfall;Carabidae;Calathus fuscipes (Goeze, 1777);;1;;1;oui;;L.ABRAHAM;45492;42
81;Belcastel;44.3889199310117;2.32434462405189;579;Culture;Pitfall;Carabidae;Calathus fuscipes (Goeze, 1777);A FAIRE;1;;1;;;T.GELIS;45495;52
81;Belcastel;44.3889199310117;2.32434462405189;579;Culture;Pitfall;Carabidae;Calathus fuscipes (Goeze, 1777);A FAIRE;1;;1;;;T.GELIS;45495;55
64;Lagos;43.2099108298878;-0.231911972629328;245;Culture;Pitfall;Carabidae;Calathus fuscipes (Goeze, 1777);CA_B3_T40;;1;1;;;T.GELIS;45532;34.83
64;Lagos;43.2099108298878;-0.231911972629328;245;Culture;Pitfall;Carabidae;Calathus fuscipes (Goeze, 1777);CA_B3_T39;1;;1;;;T.GELIS;45532;36.93
64;Lagos;43.2099108298878;-0.231911972629328;245;Culture;Pitfall;Carabidae;Calathus fuscipes (Goeze, 1777);CA_B3_T41;;1;1;;;T.GELIS;45532;74.62
6;Le Mas;43.8563416618755;6.90327394449335;757;Prairie;Pitfall;Carabidae;Calathus fuscipes (Goeze, 1777);CA_B2_T35;;1;1;;;T.GELIS;45527;100.7
6;Le Mas;43.8563416618755;6.90327394449335;757;Prairie;Pitfall;Carabidae;Calathus fuscipes (Goeze, 1777);CA_B2_T36;1;;1;;;T.GELIS;45527;57.3
4;Puimoisson;43.8921670756657;6.10461897406734;712;Culture de coriande;Pitfall;Carabidae;Calathus fuscipes (Goeze, 1777);A FAIRE;1;;1;;;T.GELIS;45496;35
4;Puimoisson;43.8921670756657;6.10461897406734;712;Culture de coriande;Pitfall;Carabidae;Calathus fuscipes (Goeze, 1777);A FAIRE;;;1;Tarses avant manquantes ;;T.GELIS;45496;36
4;Puimoisson;43.8921670756657;6.10461897406734;712;Culture de coriande;Pitfall;Carabidae;Calathus fuscipes (Goeze, 1777);;;1;1;oui;;L.ABRAHAM;45492;59
4;Puimoisson;43.8921670756657;6.10461897406734;712;Culture de coriande;Pitfall;Carabidae;Calathus fuscipes (Goeze, 1777);;1;;1;oui;;L.ABRAHAM;45492;84
4;Puimoisson;43.8921670756657;6.10461897406734;712;Culture de coriande;Pitfall;Carabidae;Calathus fuscipes (Goeze, 1777);A FAIRE;1;;1;;;T.GELIS;45496;84
4;Puimoisson;43.8921670756657;6.10461897406734;712;Culture de coriande;Pitfall;Carabidae;Calathus fuscipes (Goeze, 1777);;1;;1;oui;;L.ABRAHAM;45492;86
4;Puimoisson;43.8921670756657;6.10461897406734;712;Culture de coriande;Pitfall;Carabidae;Calathus fuscipes (Goeze, 1777);;;1;1;oui;;L.ABRAHAM;45492;94
4;Puimoisson;43.8921670756657;6.10461897406734;712;Culture de coriande;Pitfall;Carabidae;Calathus fuscipes (Goeze, 1777);;;1;1;oui;;L.ABRAHAM;45492;121
66;Porta;42.5280876159668;1.73446702957153;2267;Pelouse alpine;Pitfall;Carabidae;Calathus melanocephalus (Linnaeus, 1758);CA_B2_T34;1;;1;;;T.GELIS;45527;9.67
4;Puimoisson;43.8921670756657;6.10461897406734;712;Culture de coriande;Pitfall;Carabidae;Calathus melanocephalus (Linnaeus, 1758);A FAIRE;1;;1;;;T.GELIS;45497;2.33
43;Auzon;45.3911047765517;3.34517713570663;400;Prairie de fauche;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_GB_20;1;;1;;;L.ABRAHAM;;392
43;Auzon;45.3911047765517;3.34517713570663;400;Prairie de fauche;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_GB_17;1;;1;;;L.ABRAHAM;;418
43;Auzon;45.3911047765517;3.34517713570663;400;Prairie de fauche;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_GB_15;1;;1;;;L.ABRAHAM;;482
43;Auzon;45.3911047765517;3.34517713570663;400;Prairie de fauche;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_GB_16;1;;1;;;L.ABRAHAM;;530
43;Auzon;45.3911047765517;3.34517713570663;400;Prairie de fauche;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_GB_19;1;;1;;;L.ABRAHAM;;535
43;Auzon;45.3911047765517;3.34517713570663;400;Prairie de fauche;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_GB_18;1;;1;;;L.ABRAHAM;;556
43;Auzon;45.3911047765517;3.34517713570663;400;Prairie de fauche;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_GB_21;;1;1;;;L.ABRAHAM;;706
43;Auzon;45.3911047765517;3.34517713570663;400;Prairie de fauche;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_GB_23;;1;1;;;L.ABRAHAM;;779
43;Auzon;45.3911047765517;3.34517713570663;400;Prairie de fauche;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_GB_22;;1;1;;;L.ABRAHAM;;815
81;Belcastel;44.3889199310117;2.32434462405189;579;Culture;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;;1;;1;oui;;L.ABRAHAM;45492;163
81;Belcastel;44.3889199310117;2.32434462405189;579;Culture;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;;1;;1;oui;;L.ABRAHAM;45492;401
81;Belcastel;44.3889199310117;2.32434462405189;579;Culture;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;;1;;1;oui;;L.ABRAHAM;45492;463
81;Belcastel;44.3889199310117;2.32434462405189;579;Culture;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;A FAIRE;1;;1;;;T.GELIS;45495;477
81;Belcastel;44.3889199310117;2.32434462405189;579;Culture;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;A FAIRE;1;;1;;;T.GELIS;45492;485
81;Belcastel;44.3889199310117;2.32434462405189;579;Culture;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;;1;;1;oui ;;L.ABRAHAM;45492;501
81;Belcastel;44.3889199310117;2.32434462405189;579;Culture;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;;1;;1;oui ;;L.ABRAHAM;45492;509
81;Belcastel;44.3889199310117;2.32434462405189;579;Culture;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;;1;;1;oui ;;L.ABRAHAM;45492;516
81;Belcastel;44.3889199310117;2.32434462405189;579;Culture;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;;1;;1;oui ;;L.ABRAHAM;45492;525
81;Belcastel;44.3889199310117;2.32434462405189;579;Culture;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;;1;;1;oui;;L.ABRAHAM;45492;528
81;Belcastel;44.3889199310117;2.32434462405189;579;Culture;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;A FAIRE;1;;1;;;T.GELIS;45495;534
81;Belcastel;44.3889199310117;2.32434462405189;579;Culture;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;;1;;1;oui ;;L.ABRAHAM;45492;538
81;Belcastel;44.3889199310117;2.32434462405189;579;Culture;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;A FAIRE;1;;1;;;T.GELIS;45492;538
81;Belcastel;44.3889199310117;2.32434462405189;579;Culture;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;;1;;1;oui ;;L.ABRAHAM;45492;542
81;Belcastel;44.3889199310117;2.32434462405189;579;Culture;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;;1;;1;oui;;L.ABRAHAM;45492;544
81;Belcastel;44.3889199310117;2.32434462405189;579;Culture;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;;1;;1;oui ;;L.ABRAHAM;45492;548
81;Belcastel;44.3889199310117;2.32434462405189;579;Culture;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;;1;;1;oui;;L.ABRAHAM;45492;556
81;Belcastel;44.3889199310117;2.32434462405189;579;Culture;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;A FAIRE;1;;1;;;T.GELIS;45495;566
81;Belcastel;44.3889199310117;2.32434462405189;579;Culture;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;A FAIRE;1;;1;;;T.GELIS;45492;582
81;Belcastel;44.3889199310117;2.32434462405189;579;Culture;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;A FAIRE;1;;1;;;T.GELIS;45495;585
81;Belcastel;44.3889199310117;2.32434462405189;579;Culture;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;;1;;1;oui ;;L.ABRAHAM;45492;586
81;Belcastel;44.3889199310117;2.32434462405189;579;Culture;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;;1;;1;oui ;;L.ABRAHAM;45492;589
81;Belcastel;44.3889199310117;2.32434462405189;579;Culture;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;;1;;1;oui ;;L.ABRAHAM;45492;590
81;Belcastel;44.3889199310117;2.32434462405189;579;Culture;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;A FAIRE;1;;1;;;T.GELIS;45492;592
81;Belcastel;44.3889199310117;2.32434462405189;579;Culture;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;;1;;1;oui ;;L.ABRAHAM;45492;596
81;Belcastel;44.3889199310117;2.32434462405189;579;Culture;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;;1;;1;oui;;L.ABRAHAM;45492;598
81;Belcastel;44.3889199310117;2.32434462405189;579;Culture;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;A FAIRE;1;;1;;;T.GELIS;45492;604
81;Belcastel;44.3889199310117;2.32434462405189;579;Culture;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;;1;;1;oui ;;L.ABRAHAM;45492;631
81;Belcastel;44.3889199310117;2.32434462405189;579;Culture;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;A FAIRE;1;;1;;;T.GELIS;45492;637
81;Belcastel;44.3889199310117;2.32434462405189;579;Culture;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;;;1;1;oui;;L.ABRAHAM;45492;639
81;Belcastel;44.3889199310117;2.32434462405189;579;Culture;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;A FAIRE;1;;1;;;T.GELIS;45492;647
81;Belcastel;44.3889199310117;2.32434462405189;579;Culture;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;A FAIRE;1;;1;;;T.GELIS;45495;647
81;Belcastel;44.3889199310117;2.32434462405189;579;Culture;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;;1;;1;oui ;;L.ABRAHAM;45492;648
81;Belcastel;44.3889199310117;2.32434462405189;579;Culture;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;A FAIRE;1;;1;;;T.GELIS;45492;722
81;Belcastel;44.3889199310117;2.32434462405189;579;Culture;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;;1;;1;oui ;;L.ABRAHAM;45492;734
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T2;1;;1;;;L.ABRAHAM;45532;43
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T6;;1;1;;;L.ABRAHAM;45532;231
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T2;1;;1;;;L.ABRAHAM;45532;250
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T4;1;;1;;;L.ABRAHAM;45532;291
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T4;1;;1;;;L.ABRAHAM;45532;297
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T4;1;;1;;;L.ABRAHAM;45532;297
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_GB1_T2;1;;1;;;L.ABRAHAM;45532;298
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T7;1;;1;;;L.ABRAHAM;45532;298
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T6;;1;1;;;L.ABRAHAM;45532;337
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T1;;1;1;;;L.ABRAHAM;45532;338
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_GB_T7;1;;1;;;L.ABRAHAM;45532;338
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T6;;1;1;;;L.ABRAHAM;45532;344
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T4;1;;1;;;L.ABRAHAM;45532;345
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T7;1;;1;;;L.ABRAHAM;45532;366
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_GB1_T5;1;;1;;;L.ABRAHAM;45532;371
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_GB_T8;;1;1;;;L.ABRAHAM;45532;371
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T4;1;;1;;;L.ABRAHAM;45532;372
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T2;1;;1;;;L.ABRAHAM;45532;388
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T1;;1;1;;;L.ABRAHAM;45532;397
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_GB_T7;1;;1;;;L.ABRAHAM;45532;399
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_GB1_T6;1;;1;;;L.ABRAHAM;45532;405
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T1;;1;1;;;L.ABRAHAM;45532;405
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T2;1;;1;;;L.ABRAHAM;45532;405
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T6;;1;1;;;L.ABRAHAM;45532;412
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T6;;1;1;;;L.ABRAHAM;45532;415
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T1;;1;1;;;L.ABRAHAM;45532;417
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T6;;1;1;;;L.ABRAHAM;45532;423
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T6;;1;1;;;L.ABRAHAM;45532;423
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T1;;1;1;;;L.ABRAHAM;45532;425
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T1;;1;1;;;L.ABRAHAM;45532;428
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T1;;1;1;;;L.ABRAHAM;45532;434
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T2;1;;1;;;L.ABRAHAM;45532;436
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T1;;1;1;;;L.ABRAHAM;45532;441
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T2;1;;1;;;L.ABRAHAM;45532;443
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T1;;1;1;;;L.ABRAHAM;45532;450
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T2;1;;1;;;L.ABRAHAM;45532;450
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T3;;1;1;;;L.ABRAHAM;45532;450
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_GB1_T3;1;;1;;;L.ABRAHAM;45532;456
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T1;;1;1;;;L.ABRAHAM;45532;457
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T5;;1;1;;;L.ABRAHAM;45532;459
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T3;;1;1;;;L.ABRAHAM;45532;468
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T2;1;;1;;;L.ABRAHAM;45532;469
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T1;;1;1;;;L.ABRAHAM;45532;470
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_GB1_T1;;1;1;;;L.ABRAHAM;45532;473
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T3;;1;1;;;L.ABRAHAM;45532;490
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T1;;1;1;;;L.ABRAHAM;45532;492
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T7;1;;1;;;L.ABRAHAM;45532;495
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_GB1_T4;1;;1;;;L.ABRAHAM;45532;496
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T3;;1;1;;;L.ABRAHAM;45532;509
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_GB_T7;1;;1;;;L.ABRAHAM;45532;516
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T5;;1;1;;;L.ABRAHAM;45532;519
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_GB_T11;;1;1;;;L.ABRAHAM;45532;525
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T3;;1;1;;;L.ABRAHAM;45532;526
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T3;;1;1;;;L.ABRAHAM;45532;527
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T3;;1;1;;;L.ABRAHAM;45532;531
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T5;;1;1;;;L.ABRAHAM;45532;532
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T1;;1;1;;;L.ABRAHAM;45532;535
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T3;;1;1;;;L.ABRAHAM;45532;541
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T5;;1;1;;;L.ABRAHAM;45532;546
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T7;1;;1;;;L.ABRAHAM;45532;552
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T3;;1;1;;;L.ABRAHAM;45532;558
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T1;;1;1;;;L.ABRAHAM;45532;575
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T5;;1;1;;;L.ABRAHAM;45532;578
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T5;;1;1;;;L.ABRAHAM;45532;582
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_GB_T10;;1;1;;;L.ABRAHAM;45532;585
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T6;;1;1;;;L.ABRAHAM;45532;587
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T6;;1;1;;;L.ABRAHAM;45532;589
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T5;;1;1;;;L.ABRAHAM;45532;605
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T1;;1;1;;;L.ABRAHAM;45532;609
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T3;;1;1;;;L.ABRAHAM;45532;610
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T5;;1;1;;;L.ABRAHAM;45532;619
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T3;;1;1;;;L.ABRAHAM;45532;621
