species,method,p_hat,lcl,ucl,n_sites_available,n_sites_detected,n_rep,AIC,any_se_bad
Stenolophus teutonus,Pitfall8,0.5997443827274601,0.18769822736674655,0.9066869025704474,64,7,6,NA,FALSE
Stenolophus teutonus,Pitfall6,0.40048254521648885,0.09393125150044472,0.811477947744992,64,7,6,NA,FALSE
Stenolophus teutonus,Pitfall4,0.39158467216626913,0.09101196718771444,0.8053429552249001,64,7,6,NA,FALSE
Stenolophus teutonus,Pitfall2,0.31384425921155223,0.074208744112731,0.7229919023155241,64,7,6,NA,FALSE
Stenolophus teutonus,GPD,0.6200697768091692,0.23601723260147178,0.8960726333209985,64,7,6,NA,FALSE
Syntomus obscuroguttatus,Pitfall10,0.5972316185033002,0.19789445820593876,0.8991116757158294,64,7,6,NA,FALSE
Syntomus obscuroguttatus,Pitfall8,0.5964274618578954,0.19738113141400987,0.8987985823544234,64,7,6,NA,FALSE
Syntomus obscuroguttatus,Pitfall6,0.5956504868483411,0.19691310661990796,0.8984800550597186,64,7,6,NA,FALSE
Syntomus obscuroguttatus,Pitfall4,0.5846073191138512,0.18990520978008857,0.8941696682878074,64,7,6,NA,FALSE
Syntomus obscuroguttatus,Pitfall2,0.47407328659771447,0.1534111850847459,0.8176480552064921,64,7,6,NA,FALSE
Syntomus obscuroguttatus,GPD,0.6394573923979933,0.2467120291755305,0.9057015862020686,64,7,6,NA,FALSE
Tachys bistriatus,Pitfall10,0.9999331142781435,7.373722512436628e-41,1,64,7,6,NA,FALSE
Tachys bistriatus,Pitfall8,0.9999976086733348,1.8108268221200137e-229,1,64,7,6,NA,FALSE
Tachys bistriatus,Pitfall6,0.9999977262513803,1.1040749744948312e-235,1,64,7,6,NA,FALSE
Tachys bistriatus,Pitfall4,0.8305740877652047,0.3616474617848113,0.9769692212511745,64,7,6,NA,FALSE
Tachys bistriatus,Pitfall2,0.4644065737210074,0.14754861272439848,0.8128640647392025,64,7,6,NA,FALSE
Tachys bistriatus,GPD,0.3597944670378063,0.10929854689606655,0.7201918708030896,64,7,6,NA,FALSE
Trechus quadristriatus,Pitfall10,0.8736421553335835,0.6030593498957069,0.9691976338349826,64,23,6,NA,FALSE
Trechus quadristriatus,Pitfall8,0.8049334213900714,0.5313320925874503,0.9375757933014689,64,23,6,NA,FALSE
Trechus quadristriatus,Pitfall6,0.8032694667291592,0.5293530316858703,0.9367998687287369,64,23,6,NA,FALSE
Trechus quadristriatus,Pitfall4,0.6636100794349797,0.39725345695204756,0.8551737403380687,64,23,6,NA,FALSE
Trechus quadristriatus,Pitfall2,0.5153021843219041,0.2888763273821082,0.7356155637960399,64,23,6,NA,FALSE
Trechus quadristriatus,GPD,0.622887916545191,0.3885758428499491,0.811065871028854,64,23,6,NA,FALSE
