PAYS;REGION;DEPARTEMENT;CD_DEPT;CD_INSEE;NOM_LOCALITE;LIEU-DIT;PROJET;ORGANISME;OBSERVATEUR;CD_STATION;NOM_STATION;ID_ECHANTILLON;X (Longitude);Y (Latitude);ALTITUDE;DATE;DATE_FIN;HABITAT;MICROHABITAT;METHODE;REMARQUE_STATION;CLASSE;ORDRE;FAMILLE;CD_NOM;RANG;LB_NOM;NOM_VALIDE;BOITE;CD_COLLECTION;NOM_CITE;Stade;ABONDANCE_TOTALE;LRN;REMARQUE_INDIVIDU;A VERIFIER;DETERMINATEUR;LEG;01/09/2025;ENVOI_CARDOBS;MASSE;Nom_Saisie
France;LANGUEDOC-ROUSSILLON;GARD;30;30327;Tharaux;Proche Belvédère de Tharaux;RMQS_2025;ECO&SOLS;M.HEDDE, C.VERSAVEL, G.MAGNE, S.PRUNOT, N.HENON;;RMQS_25_THARAUX_1890;RMQS_25_THARAUX_1890_CM5;44.22694438;4.325000437;335;03/04/2025;03/04/2025;Chenaie verte;;SoilCore;;;;;;;;;;TR_LDEC-371;collembola;;137;;;;L.DECAENS;;29/10/2025;;;
France;LANGUEDOC-ROUSSILLON;GARD;30;30327;Tharaux;Proche Belvédère de Tharaux;RMQS_2025;ECO&SOLS;M.HEDDE, C.VERSAVEL, G.MAGNE, S.PRUNOT, N.HENON;;RMQS_25_THARAUX_1890;RMQS_25_THARAUX_1890_CM5;44.22694438;4.325000437;335;03/04/2025;03/04/2025;Chenaie verte;;SoilCore;;;;;;;;;;TR_LDEC-372;carabidae;larva;2;;;;L.DECAENS;;29/10/2025;;;
France;LANGUEDOC-ROUSSILLON;GARD;30;30327;Tharaux;Proche Belvédère de Tharaux;RMQS_2025;ECO&SOLS;M.HEDDE, C.VERSAVEL, G.MAGNE, S.PRUNOT, N.HENON;;RMQS_25_THARAUX_1890;RMQS_25_THARAUX_1890_CM5;44.22694438;4.325000437;335;03/04/2025;03/04/2025;Chenaie verte;;SoilCore;;;;;;;;;;TR_LDEC-373;diplura;;1;;;;L.DECAENS;;29/10/2025;;;
France;LANGUEDOC-ROUSSILLON;GARD;30;30327;Tharaux;Proche Belvédère de Tharaux;RMQS_2025;ECO&SOLS;M.HEDDE, C.VERSAVEL, G.MAGNE, S.PRUNOT, N.HENON;;RMQS_25_THARAUX_1890;RMQS_25_THARAUX_1890_CM5;44.22694438;4.325000437;335;03/04/2025;03/04/2025;Chenaie verte;;SoilCore;;;;;;;;;;TR_LDEC-374;insecta;larva;6;;;;L.DECAENS;;29/10/2025;;;
France;LANGUEDOC-ROUSSILLON;GARD;30;30327;Tharaux;Proche Belvédère de Tharaux;RMQS_2025;ECO&SOLS;M.HEDDE, C.VERSAVEL, G.MAGNE, S.PRUNOT, N.HENON;;RMQS_25_THARAUX_1890;RMQS_25_THARAUX_1890_CM5;44.22694438;4.325000437;335;03/04/2025;03/04/2025;Chenaie verte;;SoilCore;;;;;;;;;;TR_LDEC-375;Acari;;157;;;;L.DECAENS;;29/10/2025;;;
France;RHONE-ALPES;ISERE;38;38044;Biol;;RMQS_2025;ECO&SOLS;M.HEDDE, C.VERSAVEL, G.MAGNE, N.HENON;;RMQS_25_BIOL_1517;RMQS_25_BIOL_1517_CM4;45.498247;5.395375696;441;02/04/2025;02/04/2025;Monoculture;;SoilCore;;;;;;;;;;TR_LDEC-376;collembola;;1;;;;L.DECAENS;;29/10/2025;;;
France;LANGUEDOC-ROUSSILLON;GARD;30;30327;Tharaux;Proche Belvédère de Tharaux;RMQS_2025;ECO&SOLS;M.HEDDE, C.VERSAVEL, G.MAGNE, S.PRUNOT, N.HENON;;RMQS_25_THARAUX_1890;RMQS_25_THARAUX_1890_CM6;44.22694438;4.325000437;335;03/04/2025;03/04/2025;Chenaie verte;;SoilCore;;;;;;;;;;TR_LDEC-377;formicidae;;5;;;;L.DECAENS;;29/10/2025;;;
France;LANGUEDOC-ROUSSILLON;GARD;30;30327;Tharaux;Proche Belvédère de Tharaux;RMQS_2025;ECO&SOLS;M.HEDDE, C.VERSAVEL, G.MAGNE, S.PRUNOT, N.HENON;;RMQS_25_THARAUX_1890;RMQS_25_THARAUX_1890_CM6;44.22694438;4.325000437;335;03/04/2025;03/04/2025;Chenaie verte;;SoilCore;;;;;;;;;;TR_LDEC-378;diplopoda;;1;;;;L.DECAENS;;29/10/2025;;;
France;LANGUEDOC-ROUSSILLON;GARD;30;30327;Tharaux;Proche Belvédère de Tharaux;RMQS_2025;ECO&SOLS;M.HEDDE, C.VERSAVEL, G.MAGNE, S.PRUNOT, N.HENON;;RMQS_25_THARAUX_1890;RMQS_25_THARAUX_1890_CM6;44.22694438;4.325000437;335;03/04/2025;03/04/2025;Chenaie verte;;SoilCore;;;;;;;;;;TR_LDEC-379;Pseudoscorpiones;;1;;;;L.DECAENS;;29/10/2025;;;
France;LANGUEDOC-ROUSSILLON;GARD;30;30327;Tharaux;Proche Belvédère de Tharaux;RMQS_2025;ECO&SOLS;M.HEDDE, C.VERSAVEL, G.MAGNE, S.PRUNOT, N.HENON;;RMQS_25_THARAUX_1890;RMQS_25_THARAUX_1890_CM6;44.22694438;4.325000437;335;03/04/2025;03/04/2025;Chenaie verte;;SoilCore;;;;;;;;;;TR_LDEC-380;annelida;;1;;;;L.DECAENS;;29/10/2025;;;
France;LANGUEDOC-ROUSSILLON;GARD;30;30327;Tharaux;Proche Belvédère de Tharaux;RMQS_2025;ECO&SOLS;M.HEDDE, C.VERSAVEL, G.MAGNE, S.PRUNOT, N.HENON;;RMQS_25_THARAUX_1890;RMQS_25_THARAUX_1890_CM6;44.22694438;4.325000437;335;03/04/2025;03/04/2025;Chenaie verte;;SoilCore;;;;;;;;;;TR_LDEC-381;collembola;;15;;;;L.DECAENS;;29/10/2025;;;
France;LANGUEDOC-ROUSSILLON;GARD;30;30327;Tharaux;Proche Belvédère de Tharaux;RMQS_2025;ECO&SOLS;M.HEDDE, C.VERSAVEL, G.MAGNE, S.PRUNOT, N.HENON;;RMQS_25_THARAUX_1890;RMQS_25_THARAUX_1890_CM6;44.22694438;4.325000437;335;03/04/2025;03/04/2025;Chenaie verte;;SoilCore;;;;;;;;;;TR_LDEC-382;Acari;;45;;;;L.DECAENS;;29/10/2025;;;
France;CENTRE;INDRE;36;36010;Azay-le-Ferron;Chavannes;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_AZAY-LE-FERRON_1126;RMQS_25_AZAY-LE-FERRON_1126_CM1;46.82939554;1.064786835;93;01/04/2025;01/04/2025;Monoculture (colza);;SoilCore;;;;;;;;;;TR_LDEC-383;collembola;;12;;;;L.DECAENS;;29/10/2025;;;
France;CENTRE;INDRE;36;36010;Azay-le-Ferron;Chavannes;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_AZAY-LE-FERRON_1126;RMQS_25_AZAY-LE-FERRON_1126_CM1;46.82939554;1.064786835;93;01/04/2025;01/04/2025;Monoculture (colza);;SoilCore;;;;;;;;;;TR_LDEC-384;Acari;;23;;;;L.DECAENS;;29/10/2025;;;
France;CENTRE;INDRE;36;36010;Azay-le-Ferron;Chavannes;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_AZAY-LE-FERRON_1126;RMQS_25_AZAY-LE-FERRON_1126_CM2;46.82939554;1.064786835;93;01/04/2025;01/04/2025;Monoculture (colza);;SoilCore;;;;;;;;;;TR_LDEC-385;carabidae;larva;1;;;;L.DECAENS;;29/10/2025;;;
France;CENTRE;INDRE;36;36010;Azay-le-Ferron;Chavannes;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_AZAY-LE-FERRON_1126;RMQS_25_AZAY-LE-FERRON_1126_CM2;46.82939554;1.064786835;93;01/04/2025;01/04/2025;Monoculture (colza);;SoilCore;;;;;;;;;;TR_LDEC-386;collembola;;1;;;;L.DECAENS;;29/10/2025;;;
France;CENTRE;INDRE;36;36010;Azay-le-Ferron;Chavannes;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_AZAY-LE-FERRON_1126;RMQS_25_AZAY-LE-FERRON_1126_CM2;46.82939554;1.064786835;93;01/04/2025;01/04/2025;Monoculture (colza);;SoilCore;;;;;;;;;;TR_LDEC-387;Acari;;8;;;;L.DECAENS;;29/10/2025;;;
France;CENTRE;INDRE;36;36010;Azay-le-Ferron;Chavannes;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_AZAY-LE-FERRON_1126;RMQS_25_AZAY-LE-FERRON_1126_CM3;46.82939554;1.064786835;93;01/04/2025;01/04/2025;Monoculture (colza);;SoilCore;;;;;;;;;;TR_LDEC-388;carabidae;larva;1;;;;L.DECAENS;;29/10/2025;;;
France;CENTRE;INDRE;36;36010;Azay-le-Ferron;Chavannes;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_AZAY-LE-FERRON_1126;RMQS_25_AZAY-LE-FERRON_1126_CM3;46.82939554;1.064786835;93;01/04/2025;01/04/2025;Monoculture (colza);;SoilCore;;;;;;;;;;TR_LDEC-389;collembola;;1;;;;L.DECAENS;;29/10/2025;;;
France;CENTRE;INDRE;36;36010;Azay-le-Ferron;Chavannes;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_AZAY-LE-FERRON_1126;RMQS_25_AZAY-LE-FERRON_1126_CM3;46.82939554;1.064786835;93;01/04/2025;01/04/2025;Monoculture (colza);;SoilCore;;;;;;;;;;TR_LDEC-390;Acari;;12;;;;L.DECAENS;;29/10/2025;;;
France;CENTRE;INDRE;36;36010;Azay-le-Ferron;Chavannes;RMQS_2026;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_AZAY-LE-FERRON_1127;RMQS_25_AZAY-LE-FERRON_1126_CM4;46.82939555;1.064786836;94;01/04/2025;01/04/2025;Monoculture (colza);;SoilCore;;;;;;;;;;TR_LDEC-391;symphyla;;1;;;;L.DECAENS;;29/10/2025;;;
France;CENTRE;INDRE;36;36010;Azay-le-Ferron;Chavannes;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_AZAY-LE-FERRON_1126;RMQS_25_AZAY-LE-FERRON_1126_CM4;46.82939554;1.064786835;93;01/04/2025;01/04/2025;Monoculture (colza);;SoilCore;;;;;;;;;;TR_LDEC-392;diptera;;1;;;;L.DECAENS;;29/10/2025;;;
France;CENTRE;INDRE;36;36010;Azay-le-Ferron;Chavannes;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_AZAY-LE-FERRON_1126;RMQS_25_AZAY-LE-FERRON_1126_CM4;46.82939554;1.064786835;93;01/04/2025;01/04/2025;Monoculture (colza);;SoilCore;;;;;;;;;;TR_LDEC-393;chilopoda;;1;;;;L.DECAENS;;29/10/2025;;;
France;CENTRE;INDRE;36;36010;Azay-le-Ferron;Chavannes;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_AZAY-LE-FERRON_1126;RMQS_25_AZAY-LE-FERRON_1126_CM4;46.82939554;1.064786835;93;01/04/2025;01/04/2025;Monoculture (colza);;SoilCore;;;;;;;;;;TR_LDEC-394;collembola;;19;;;;L.DECAENS;;29/10/2025;;;
France;CENTRE;INDRE;36;36010;Azay-le-Ferron;Chavannes;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_AZAY-LE-FERRON_1126;RMQS_25_AZAY-LE-FERRON_1126_CM4;46.82939554;1.064786835;93;01/04/2025;01/04/2025;Monoculture (colza);;SoilCore;;;;;;;;;;TR_LDEC-395;Acari;;9;;;;L.DECAENS;;29/10/2025;;;
France;CENTRE;INDRE;36;36010;Azay-le-Ferron;Chavannes;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_AZAY-LE-FERRON_1126;RMQS_25_AZAY-LE-FERRON_1126_CM5;46.82939554;1.064786835;93;01/04/2025;01/04/2025;Monoculture (colza);;SoilCore;;;;;;;;;;TR_LDEC-396;oligochaeta;;1;;;;L.DECAENS;;29/10/2025;;;
France;CENTRE;INDRE;36;36010;Azay-le-Ferron;Chavannes;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_AZAY-LE-FERRON_1126;RMQS_25_AZAY-LE-FERRON_1126_CM5;46.82939554;1.064786835;93;01/04/2025;01/04/2025;Monoculture (colza);;SoilCore;;;;;;;;;;TR_LDEC-397;symphyla;;1;;;;L.DECAENS;;29/10/2025;;;
France;CENTRE;INDRE;36;36010;Azay-le-Ferron;Chavannes;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_AZAY-LE-FERRON_1126;RMQS_25_AZAY-LE-FERRON_1126_CM5;46.82939554;1.064786835;93;01/04/2025;01/04/2025;Monoculture (colza);;SoilCore;;;;;;;;;;TR_LDEC-398;chilopoda;;2;;;;L.DECAENS;;29/10/2025;;;
France;CENTRE;INDRE;36;36010;Azay-le-Ferron;Chavannes;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_AZAY-LE-FERRON_1126;RMQS_25_AZAY-LE-FERRON_1126_CM5;46.82939554;1.064786835;93;01/04/2025;01/04/2025;Monoculture (colza);;SoilCore;;;;;;;;;;TR_LDEC-399;collembola;;7;;;;L.DECAENS;;29/10/2025;;;
France;CENTRE;INDRE;36;36010;Azay-le-Ferron;Chavannes;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_AZAY-LE-FERRON_1126;RMQS_25_AZAY-LE-FERRON_1126_CM5;46.82939554;1.064786835;93;01/04/2025;01/04/2025;Monoculture (colza);;SoilCore;;;;;;;;;;TR_LDEC-400;Acari;;29;;;;L.DECAENS;;29/10/2025;;;
France;CENTRE;INDRE;36;36010;Azay-le-Ferron;Chavannes;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_AZAY-LE-FERRON_1126;RMQS_25_AZAY-LE-FERRON_1126_CM6;46.82939554;1.064786835;93;01/04/2025;01/04/2025;Monoculture (colza);;SoilCore;;;;;;;;;;TR_LDEC-401;staphylinidae;;1;;;;L.DECAENS;;29/10/2025;;;
France;CENTRE;INDRE;36;36010;Azay-le-Ferron;Chavannes;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_AZAY-LE-FERRON_1126;RMQS_25_AZAY-LE-FERRON_1126_CM6;46.82939554;1.064786835;93;01/04/2025;01/04/2025;Monoculture (colza);;SoilCore;;;;;;;;;;TR_LDEC-402;formicidae;;2;;;;L.DECAENS;;29/10/2025;;;
France;CENTRE;INDRE;36;36010;Azay-le-Ferron;Chavannes;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_AZAY-LE-FERRON_1126;RMQS_25_AZAY-LE-FERRON_1126_CM6;46.82939554;1.064786835;93;01/04/2025;01/04/2025;Monoculture (colza);;SoilCore;;;;;;;;;;TR_LDEC-403;hemiptera;larva;1;;;;L.DECAENS;;29/10/2025;;;
France;CENTRE;INDRE;36;36010;Azay-le-Ferron;Chavannes;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_AZAY-LE-FERRON_1126;RMQS_25_AZAY-LE-FERRON_1126_CM6;46.82939554;1.064786835;93;01/04/2025;01/04/2025;Monoculture (colza);;SoilCore;;;;;;;;;;TR_LDEC-404;collembola;;14;;;;L.DECAENS;;29/10/2025;;;
France;CENTRE;INDRE;36;36010;Azay-le-Ferron;Chavannes;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_AZAY-LE-FERRON_1126;RMQS_25_AZAY-LE-FERRON_1126_CM6;46.82939554;1.064786835;93;01/04/2025;01/04/2025;Monoculture (colza);;SoilCore;;;;;;;;;;TR_LDEC-405;Acari;;58;;;;L.DECAENS;;29/10/2025;;;
France;PAYS DE LA LOIRE;VENDEE;85;85297;Triaize;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190617;RMQS_25_TRIAIZE_1238;RMQS_25_TRIAIZE_1238_CM1;46.35041011;-1.211651316;3;02/04/2025;02/04/2025;Monoculture (blé);;SoilCore;;;;;;;;;;TR_LDEC-406;diptera;;1;;;;L.DECAENS;;30/10/2025;;;
France;PAYS DE LA LOIRE;VENDEE;85;85297;Triaize;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190617;RMQS_25_TRIAIZE_1238;RMQS_25_TRIAIZE_1238_CM1;46.35041011;-1.211651316;3;02/04/2025;02/04/2025;Monoculture (blé);;SoilCore;;;;;;;;;;TR_LDEC-407;coleoptera;;1;;;;L.DECAENS;;30/10/2025;;;
France;PAYS DE LA LOIRE;VENDEE;85;85297;Triaize;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190617;RMQS_25_TRIAIZE_1238;RMQS_25_TRIAIZE_1238_CM1;46.35041011;-1.211651316;3;02/04/2025;02/04/2025;Monoculture (blé);;SoilCore;;;;;;;;;;TR_LDEC-408;collembola;;17;;;;L.DECAENS;;30/10/2025;;;
France;PAYS DE LA LOIRE;VENDEE;85;85297;Triaize;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190617;RMQS_25_TRIAIZE_1238;RMQS_25_TRIAIZE_1238_CM1;46.35041011;-1.211651316;3;02/04/2025;02/04/2025;Monoculture (blé);;SoilCore;;;;;;;;;;TR_LDEC-409;Acari;;44;;;;L.DECAENS;;30/10/2025;;;
France;PAYS DE LA LOIRE;VENDEE;85;85297;Triaize;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190617;RMQS_25_TRIAIZE_1238;RMQS_25_TRIAIZE_1238_CM2;46.35041011;-1.211651316;3;02/04/2025;02/04/2025;Monoculture (blé);;SoilCore;;;;;;;;;;TR_LDEC-410;araneae;;1;;;;L.DECAENS;;30/10/2025;;;
France;PAYS DE LA LOIRE;VENDEE;85;85297;Triaize;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190617;RMQS_25_TRIAIZE_1238;RMQS_25_TRIAIZE_1238_CM2;46.35041011;-1.211651316;3;02/04/2025;02/04/2025;Monoculture (blé);;SoilCore;;;;;;;;;;TR_LDEC-411;collembola;;37;;;;L.DECAENS;;30/10/2025;;;
France;PAYS DE LA LOIRE;VENDEE;85;85297;Triaize;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190617;RMQS_25_TRIAIZE_1238;RMQS_25_TRIAIZE_1238_CM2;46.35041011;-1.211651316;3;02/04/2025;02/04/2025;Monoculture (blé);;SoilCore;;;;;;;;;;TR_LDEC-412;Acari;;8;;;;L.DECAENS;;30/10/2025;;;
France;PAYS DE LA LOIRE;VENDEE;85;85297;Triaize;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190617;RMQS_25_TRIAIZE_1238;RMQS_25_TRIAIZE_1238_CM2;46.35041011;-1.211651316;3;02/04/2025;02/04/2025;Monoculture (blé);;SoilCore;;;;;;;;;;TR_LDEC-413;insecta;larva;1;;;;L.DECAENS;;30/10/2025;;;
France;PAYS DE LA LOIRE;VENDEE;85;85297;Triaize;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190617;RMQS_25_TRIAIZE_1238;RMQS_25_TRIAIZE_1238_CM3;46.35041011;-1.211651316;3;02/04/2025;02/04/2025;Monoculture (blé);;SoilCore;;;;;;;;;;TR_LDEC-414;carabidae;larva;1;;;;L.DECAENS;;30/10/2025;;;
France;PAYS DE LA LOIRE;VENDEE;85;85297;Triaize;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190617;RMQS_25_TRIAIZE_1238;RMQS_25_TRIAIZE_1238_CM3;46.35041011;-1.211651316;3;02/04/2025;02/04/2025;Monoculture (blé);;SoilCore;;;;;;;;;;TR_LDEC-415;collembola;;22;;;;L.DECAENS;;30/10/2025;;;
France;PAYS DE LA LOIRE;VENDEE;85;85297;Triaize;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190617;RMQS_25_TRIAIZE_1238;RMQS_25_TRIAIZE_1238_CM3;46.35041011;-1.211651316;3;02/04/2025;02/04/2025;Monoculture (blé);;SoilCore;;;;;;;;;;TR_LDEC-416;Acari;;12;;;;L.DECAENS;;30/10/2025;;;
France;PAYS DE LA LOIRE;VENDEE;85;85297;Triaize;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190617;RMQS_25_TRIAIZE_1238;RMQS_25_TRIAIZE_1238_CM4;46.35041011;-1.211651316;3;02/04/2025;02/04/2025;Monoculture (blé);;SoilCore;;;;;;;;;;TR_LDEC-417;carabidae;;1;;;;L.DECAENS;;30/10/2025;;;
France;PAYS DE LA LOIRE;VENDEE;85;85297;Triaize;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190617;RMQS_25_TRIAIZE_1238;RMQS_25_TRIAIZE_1238_CM4;46.35041011;-1.211651316;3;02/04/2025;02/04/2025;Monoculture (blé);;SoilCore;;;;;;;;;;TR_LDEC-418;carabidae;larva;3;;;;L.DECAENS;;30/10/2025;;;
France;PAYS DE LA LOIRE;VENDEE;85;85297;Triaize;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190617;RMQS_25_TRIAIZE_1238;RMQS_25_TRIAIZE_1238_CM4;46.35041011;-1.211651316;3;02/04/2025;02/04/2025;Monoculture (blé);;SoilCore;;;;;;;;;;TR_LDEC-419;collembola;;40;;;;L.DECAENS;;30/10/2025;;;
France;PAYS DE LA LOIRE;VENDEE;85;85297;Triaize;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190617;RMQS_25_TRIAIZE_1238;RMQS_25_TRIAIZE_1238_CM4;46.35041011;-1.211651316;3;02/04/2025;02/04/2025;Monoculture (blé);;SoilCore;;;;;;;;;;TR_LDEC-420;Acari;;22;;;;L.DECAENS;;30/10/2025;;;
France;PAYS DE LA LOIRE;VENDEE;85;85297;Triaize;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190617;RMQS_25_TRIAIZE_1238;RMQS_25_TRIAIZE_1238_CM5;46.35041011;-1.211651316;3;02/04/2025;02/04/2025;Monoculture (blé);;SoilCore;;;;;;;;;;TR_LDEC-421;carabidae;larva;7;;;;L.DECAENS;;30/10/2025;;;
France;PAYS DE LA LOIRE;VENDEE;85;85297;Triaize;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190617;RMQS_25_TRIAIZE_1238;RMQS_25_TRIAIZE_1238_CM5;46.35041011;-1.211651316;3;02/04/2025;02/04/2025;Monoculture (blé);;SoilCore;;;;;;;;;;TR_LDEC-422;collembola;;6;;;;L.DECAENS;;30/10/2025;;;
France;PAYS DE LA LOIRE;VENDEE;85;85297;Triaize;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190617;RMQS_25_TRIAIZE_1238;RMQS_25_TRIAIZE_1238_CM5;46.35041011;-1.211651316;3;02/04/2025;02/04/2025;Monoculture (blé);;SoilCore;;;;;;;;;;TR_LDEC-423;Acari;;7;;;;L.DECAENS;;30/10/2025;;;
France;PAYS DE LA LOIRE;VENDEE;85;85297;Triaize;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190617;RMQS_25_TRIAIZE_1238;RMQS_25_TRIAIZE_1238_CM6;46.35041011;-1.211651316;3;02/04/2025;02/04/2025;Monoculture (blé);;SoilCore;;;;;;;;;;TR_LDEC-424;carabidae;larva;1;;;;L.DECAENS;;30/10/2025;;;
France;PAYS DE LA LOIRE;VENDEE;85;85297;Triaize;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190617;RMQS_25_TRIAIZE_1238;RMQS_25_TRIAIZE_1238_CM6;46.35041011;-1.211651316;3;02/04/2025;02/04/2025;Monoculture (blé);;SoilCore;;;;;;;;;;TR_LDEC-425;collembola;;32;;;;L.DECAENS;;30/10/2025;;;
France;PAYS DE LA LOIRE;VENDEE;85;85297;Triaize;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190617;RMQS_25_TRIAIZE_1238;RMQS_25_TRIAIZE_1238_CM6;46.35041011;-1.211651316;3;02/04/2025;02/04/2025;Monoculture (blé);;SoilCore;;;;;;;;;;TR_LDEC-426;Acari;;5;;;;L.DECAENS;;30/10/2025;;;
France;POITOU-CHARENTES;DEUX-SEVRES;79;79112;Epannes;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190619;RMQS_25_EPANNES_1283;RMQS_25_EPANNES_1283_CM1;46.22144876;-0.579361751;23;05/03/2025;05/03/2025;Friche;;SoilCore;;;;;;;;;;TR_LDEC-427;collembola;;18;;;;L.DECAENS;;30/10/2025;;;
France;POITOU-CHARENTES;DEUX-SEVRES;79;79112;Epannes;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190619;RMQS_25_EPANNES_1283;RMQS_25_EPANNES_1283_CM1;46.22144876;-0.579361751;23;05/03/2025;05/03/2025;Friche;;SoilCore;;;;;;;;;;TR_LDEC-428;carabidae;larva;1;;;;L.DECAENS;;30/10/2025;;;
France;POITOU-CHARENTES;DEUX-SEVRES;79;79112;Epannes;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190619;RMQS_25_EPANNES_1283;RMQS_25_EPANNES_1283_CM1;46.22144876;-0.579361751;23;05/03/2025;05/03/2025;Friche;;SoilCore;;;;;;;;;;TR_LDEC-429;hemiptera;larva;8;;;;L.DECAENS;;30/10/2025;;;
France;POITOU-CHARENTES;DEUX-SEVRES;79;79112;Epannes;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190619;RMQS_25_EPANNES_1283;RMQS_25_EPANNES_1283_CM1;46.22144876;-0.579361751;23;05/03/2025;05/03/2025;Friche;;SoilCore;;;;;;;;;;TR_LDEC-430;Acari;;11;;;;L.DECAENS;;30/10/2025;;;
France;POITOU-CHARENTES;DEUX-SEVRES;79;79112;Epannes;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190619;RMQS_25_EPANNES_1283;RMQS_25_EPANNES_1283_CM2;46.22144876;-0.579361751;23;05/03/2025;05/03/2025;Friche;;SoilCore;;;;;;;;;;TR_LDEC-431;oligochaeta;;1;;;;L.DECAENS;;30/10/2025;;;
France;POITOU-CHARENTES;DEUX-SEVRES;79;79112;Epannes;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190619;RMQS_25_EPANNES_1283;RMQS_25_EPANNES_1283_CM2;46.22144876;-0.579361751;23;05/03/2025;05/03/2025;Friche;;SoilCore;;;;;;;;;;TR_LDEC-432;staphylinidae;;1;;;;L.DECAENS;;30/10/2025;;;
