PAYS;REGION;DEPARTEMENT;CD_DEPT;CD_INSEE;NOM_LOCALITE;LIEU-DIT;PROJET;ORGANISME;OBSERVATEUR;CD_STATION;NOM_STATION;ID_ECHANTILLON;X (Longitude);Y (Latitude);ALTITUDE;DATE;DATE_FIN;HABITAT;MICROHABITAT;METHODE;FACTEUR_DILUTION;CLASSE;ORDRE;FAMILLE;CD_NOM;RANG;LB_NOM;NOM_VALIDE;BOITE;CD_COLLECTION;NOM_CITE;Stade;ABONDANCE_TOTALE;LRN;REMARQUE_INDIVIDU;A VERIFIER;DETERMINATEUR;LEG;DATE_DETERMINATION;ENVOI_CARDOBS;MASSE;Nom_Saisie
#REF!;#REF!;#REF!;#REF!;#REF!;Pauillac;Chenal du Gaet;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_PAUILLAC_1571;RMQS_25_PAUILLAC_1571_DVAC;45.204736; -0.756250999;2;06/05/2025;06/05/2025;Prairie de pâture (bovins);;DVAC100;32;Insecta;Coleoptera;;184612;;Coleoptera;Coleoptera Linnaeus, 1758;;TR_LDEC-2902;coleoptera;;1;;;;L.DECAENS;;27/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Pauillac;Chenal du Gaet;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_PAUILLAC_1571;RMQS_25_PAUILLAC_1571_DVAC;45.204736; -0.756250999;2;06/05/2025;06/05/2025;Prairie de pâture (bovins);;DVAC100;32;Insecta;Diptera;;18483;;Diptera;Diptera Linnaeus, 1758;;TR_LDEC-2903;diptera;;20;;;;L.DECAENS;;27/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Pauillac;Chenal du Gaet;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_PAUILLAC_1571;RMQS_25_PAUILLAC_1571_DVAC;45.204736; -0.756250999;2;06/05/2025;06/05/2025;Prairie de pâture (bovins);;DVAC100;32;Insecta;Hemiptera;;18498;;Hemiptera;Hemiptera Linnaeus, 1758;;TR_LDEC-2904;hemiptera;;16;;;;L.DECAENS;;27/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Pauillac;Chenal du Gaet;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_PAUILLAC_1571;RMQS_25_PAUILLAC_1571_DVAC;45.204736; -0.756250999;2;06/05/2025;06/05/2025;Prairie de pâture (bovins);;DVAC100;32;Insecta;Hemiptera;;18498;;Hemiptera;Hemiptera Linnaeus, 1758;;TR_LDEC-2905;hemiptera;larva;12;;;;L.DECAENS;;27/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Pauillac;Chenal du Gaet;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_PAUILLAC_1571;RMQS_25_PAUILLAC_1571_DVAC;45.204736; -0.756250999;2;06/05/2025;06/05/2025;Prairie de pâture (bovins);;DVAC100;32;Arachnida;;;183884;;Acari;Acari Leach, 1817;;TR_LDEC-2906;Acari;;5;;;;L.DECAENS;;27/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Pauillac;Chenal du Gaet;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_PAUILLAC_1571;RMQS_25_PAUILLAC_1571_DVAC;45.204736; -0.756250999;2;06/05/2025;06/05/2025;Prairie de pâture (bovins);;DVAC100;32;Insecta;Thysanoptera;Thripidae;185546;;Thripidae;Thripidae Stephens, 1829;;TR_LDEC-2907;thripidae;;1;;;;L.DECAENS;;27/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Pauillac;Chenal du Gaet;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_PAUILLAC_1571;RMQS_25_PAUILLAC_1571_DVAC;45.204736; -0.756250999;2;06/05/2025;06/05/2025;Prairie de pâture (bovins);;DVAC100;32;Gastropoda;;;186338;;Gastropoda;Gastropoda Cuvier, 1795;;TR_LDEC-2908;gastropoda;;1;;;;L.DECAENS;;27/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Pauillac;Chenal du Gaet;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_PAUILLAC_1571;RMQS_25_PAUILLAC_1571_DVAC;45.204736; -0.756250999;2;06/05/2025;06/05/2025;Prairie de pâture (bovins);;DVAC100;32;Gastropoda;Stylommatophora;Limacidae;18646;;Limacidae;Limacidae Batsch, 1789;;TR_LDEC-2909;limacidae;;1;;;;L.DECAENS;;27/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Chateau-l'Eveque;Coullarède;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190629;RMQS_25_CHATEAU-L'EVEQUE_1578;RMQS_25_CHATEAU-L'EVEQUE_1578_DVAC;45.240327;0.693751999;173;07/04/2025;07/04/2025;Prairie permanente;;DVAC100;8;Entognatha;Collembola;;184571;;Collembola;Collembola Lubbock, 1870;;TR_LDEC-2910;collembola;;75;;;;L.DECAENS;;27/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Chateau-l'Eveque;Coullarède;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190629;RMQS_25_CHATEAU-L'EVEQUE_1578;RMQS_25_CHATEAU-L'EVEQUE_1578_DVAC;45.240327;0.693751999;173;07/04/2025;07/04/2025;Prairie permanente;;DVAC100;8;Insecta;Hymenoptera;;185126;;Hymenoptera;Hymenoptera Linnaeus, 1758;;TR_LDEC-2911;hymenoptera;;13;;;;L.DECAENS;;27/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Chateau-l'Eveque;Coullarède;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190629;RMQS_25_CHATEAU-L'EVEQUE_1578;RMQS_25_CHATEAU-L'EVEQUE_1578_DVAC;45.240327;0.693751999;173;07/04/2025;07/04/2025;Prairie permanente;;DVAC100;8;Arachnida;Araneae;;184348;;Araneae;Araneae Clerck, 1758;;TR_LDEC-2912;araneae;;7;;;;L.DECAENS;;27/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Chateau-l'Eveque;Coullarède;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190629;RMQS_25_CHATEAU-L'EVEQUE_1578;RMQS_25_CHATEAU-L'EVEQUE_1578_DVAC;45.240327;0.693751999;173;07/04/2025;07/04/2025;Prairie permanente;;DVAC100;8;Insecta;Hymenoptera;Formicidae;185188;;Formicidae;Formicidae Latreille, 1809;;TR_LDEC-2913;formicidae;;1;;;;L.DECAENS;;27/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Chateau-l'Eveque;Coullarède;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190629;RMQS_25_CHATEAU-L'EVEQUE_1578;RMQS_25_CHATEAU-L'EVEQUE_1578_DVAC;45.240327;0.693751999;173;07/04/2025;07/04/2025;Prairie permanente;;DVAC100;8;Insecta;Coleoptera;;184612;;Coleoptera;Coleoptera Linnaeus, 1758;;TR_LDEC-2914;coleoptera;;3;;;;L.DECAENS;;27/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Chateau-l'Eveque;Coullarède;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190629;RMQS_25_CHATEAU-L'EVEQUE_1578;RMQS_25_CHATEAU-L'EVEQUE_1578_DVAC;45.240327;0.693751999;173;07/04/2025;07/04/2025;Prairie permanente;;DVAC100;8;Insecta;Diptera;;18483;;Diptera;Diptera Linnaeus, 1758;;TR_LDEC-2915;diptera;;13;;;;L.DECAENS;;27/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Chateau-l'Eveque;Coullarède;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190629;RMQS_25_CHATEAU-L'EVEQUE_1578;RMQS_25_CHATEAU-L'EVEQUE_1578_DVAC;45.240327;0.693751999;173;07/04/2025;07/04/2025;Prairie permanente;;DVAC100;8;Insecta;Hemiptera;;18498;;Hemiptera;Hemiptera Linnaeus, 1758;;TR_LDEC-2916;hemiptera;;8;;;;L.DECAENS;;27/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Chateau-l'Eveque;Coullarède;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190629;RMQS_25_CHATEAU-L'EVEQUE_1578;RMQS_25_CHATEAU-L'EVEQUE_1578_DVAC;45.240327;0.693751999;173;07/04/2025;07/04/2025;Prairie permanente;;DVAC100;8;Insecta;Hemiptera;;18498;;Hemiptera;Hemiptera Linnaeus, 1758;;TR_LDEC-2917;hemiptera;larva;34;;;;L.DECAENS;;27/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Chateau-l'Eveque;Coullarède;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190629;RMQS_25_CHATEAU-L'EVEQUE_1578;RMQS_25_CHATEAU-L'EVEQUE_1578_DVAC;45.240327;0.693751999;173;07/04/2025;07/04/2025;Prairie permanente;;DVAC100;8;Arachnida;;;183884;;Acari;Acari Leach, 1817;;TR_LDEC-2918;Acari;;17;;;;L.DECAENS;;27/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Chateau-l'Eveque;Coullarède;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190629;RMQS_25_CHATEAU-L'EVEQUE_1578;RMQS_25_CHATEAU-L'EVEQUE_1578_DVAC;45.240327;0.693751999;173;07/04/2025;07/04/2025;Prairie permanente;;DVAC100;8;Insecta;Thysanoptera;Thripidae;185546;;Thripidae;Thripidae Stephens, 1829;;TR_LDEC-2919;thripidae;;1;;;;L.DECAENS;;27/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Chateau-l'Eveque;Coullarède;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190629;RMQS_25_CHATEAU-L'EVEQUE_1578;RMQS_25_CHATEAU-L'EVEQUE_1578_DVAC;45.240327;0.693751999;173;07/04/2025;07/04/2025;Prairie permanente;;DVAC100;8;Insecta;Orthoptera;;185375;;Orthoptera;Orthoptera Latreille, 1810;;TR_LDEC-2920;orthoptera;;1;;;;L.DECAENS;;27/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Chateau-l'Eveque;Coullarède;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190629;RMQS_25_CHATEAU-L'EVEQUE_1578;RMQS_25_CHATEAU-L'EVEQUE_1578_DVAC;45.240327;0.693751999;173;07/04/2025;07/04/2025;Prairie permanente;;DVAC100;8;Insecta;Lepidoptera;;185214;;Lepidoptera;Lepidoptera Linnaeus, 1758;;TR_LDEC-2921;lepidoptera;larva;2;;;;L.DECAENS;;27/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Saint-Agnant-pres-Crocq;;RMQS_2025;ECO&SOLS;M.HEDDE, C.VERSAVEL, G.MAGNE, N.HENON;;RMQS_25_SAINT-AGNANT-PRES-CROCQ_1421;RMQS_25_SAINT-AGNANT-PRES-CROCQ_1421_DVAC;45.82771549;2.323432828;697;03/06/2025;03/06/2025;Prairie de fauche;;DVAC100;4;Entognatha;Collembola;;184571;;Collembola;Collembola Lubbock, 1870;;TR_LDEC-2922;collembola;;191;;;;L.DECAENS;;28/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Saint-Agnant-pres-Crocq;;RMQS_2025;ECO&SOLS;M.HEDDE, C.VERSAVEL, G.MAGNE, N.HENON;;RMQS_25_SAINT-AGNANT-PRES-CROCQ_1421;RMQS_25_SAINT-AGNANT-PRES-CROCQ_1421_DVAC;45.82771549;2.323432828;697;03/06/2025;03/06/2025;Prairie de fauche;;DVAC100;4;Insecta;Hymenoptera;;185126;;Hymenoptera;Hymenoptera Linnaeus, 1758;;TR_LDEC-2923;hymenoptera;;25;;;;L.DECAENS;;28/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Saint-Agnant-pres-Crocq;;RMQS_2025;ECO&SOLS;M.HEDDE, C.VERSAVEL, G.MAGNE, N.HENON;;RMQS_25_SAINT-AGNANT-PRES-CROCQ_1421;RMQS_25_SAINT-AGNANT-PRES-CROCQ_1421_DVAC;45.82771549;2.323432828;697;03/06/2025;03/06/2025;Prairie de fauche;;DVAC100;4;Arachnida;Araneae;;184348;;Araneae;Araneae Clerck, 1758;;TR_LDEC-2924;araneae;;7;;;;L.DECAENS;;28/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Saint-Agnant-pres-Crocq;;RMQS_2025;ECO&SOLS;M.HEDDE, C.VERSAVEL, G.MAGNE, N.HENON;;RMQS_25_SAINT-AGNANT-PRES-CROCQ_1421;RMQS_25_SAINT-AGNANT-PRES-CROCQ_1421_DVAC;45.82771549;2.323432828;697;03/06/2025;03/06/2025;Prairie de fauche;;DVAC100;4;Insecta;Coleoptera;;184612;;Coleoptera;Coleoptera Linnaeus, 1758;;TR_LDEC-2925;coleoptera;;2;;;;L.DECAENS;;28/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Saint-Agnant-pres-Crocq;;RMQS_2025;ECO&SOLS;M.HEDDE, C.VERSAVEL, G.MAGNE, N.HENON;;RMQS_25_SAINT-AGNANT-PRES-CROCQ_1421;RMQS_25_SAINT-AGNANT-PRES-CROCQ_1421_DVAC;45.82771549;2.323432828;697;03/06/2025;03/06/2025;Prairie de fauche;;DVAC100;4;Insecta;Coleoptera;Staphylinidae;184776;;Staphylinidae;Staphylinidae Latreille, 1802;;TR_LDEC-2926;staphylinidae;;1;;;;L.DECAENS;;28/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Saint-Agnant-pres-Crocq;;RMQS_2025;ECO&SOLS;M.HEDDE, C.VERSAVEL, G.MAGNE, N.HENON;;RMQS_25_SAINT-AGNANT-PRES-CROCQ_1421;RMQS_25_SAINT-AGNANT-PRES-CROCQ_1421_DVAC;45.82771549;2.323432828;697;03/06/2025;03/06/2025;Prairie de fauche;;DVAC100;4;Insecta;Coleoptera;;184612;;Coleoptera;Coleoptera Linnaeus, 1758;;TR_LDEC-2927;coleoptera;larva;1;;;;L.DECAENS;;28/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Saint-Agnant-pres-Crocq;;RMQS_2025;ECO&SOLS;M.HEDDE, C.VERSAVEL, G.MAGNE, N.HENON;;RMQS_25_SAINT-AGNANT-PRES-CROCQ_1421;RMQS_25_SAINT-AGNANT-PRES-CROCQ_1421_DVAC;45.82771549;2.323432828;697;03/06/2025;03/06/2025;Prairie de fauche;;DVAC100;4;Insecta;Coleoptera;Carabidae;184615;;Carabidae;Carabidae Latreille, 1802;;TR_LDEC-2928;carabidae;larva;3;;;;L.DECAENS;;28/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Saint-Agnant-pres-Crocq;;RMQS_2025;ECO&SOLS;M.HEDDE, C.VERSAVEL, G.MAGNE, N.HENON;;RMQS_25_SAINT-AGNANT-PRES-CROCQ_1421;RMQS_25_SAINT-AGNANT-PRES-CROCQ_1421_DVAC;45.82771549;2.323432828;697;03/06/2025;03/06/2025;Prairie de fauche;;DVAC100;4;Insecta;Diptera;;18483;;Diptera;Diptera Linnaeus, 1758;;TR_LDEC-2929;diptera;;86;;;;L.DECAENS;;28/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Saint-Agnant-pres-Crocq;;RMQS_2025;ECO&SOLS;M.HEDDE, C.VERSAVEL, G.MAGNE, N.HENON;;RMQS_25_SAINT-AGNANT-PRES-CROCQ_1421;RMQS_25_SAINT-AGNANT-PRES-CROCQ_1421_DVAC;45.82771549;2.323432828;697;03/06/2025;03/06/2025;Prairie de fauche;;DVAC100;4;Insecta;Hemiptera;;18498;;Hemiptera;Hemiptera Linnaeus, 1758;;TR_LDEC-2930;hemiptera;;17;;;;L.DECAENS;;28/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Saint-Agnant-pres-Crocq;;RMQS_2025;ECO&SOLS;M.HEDDE, C.VERSAVEL, G.MAGNE, N.HENON;;RMQS_25_SAINT-AGNANT-PRES-CROCQ_1421;RMQS_25_SAINT-AGNANT-PRES-CROCQ_1421_DVAC;45.82771549;2.323432828;697;03/06/2025;03/06/2025;Prairie de fauche;;DVAC100;4;Insecta;Hemiptera;;18498;;Hemiptera;Hemiptera Linnaeus, 1758;;TR_LDEC-2931;hemiptera;larva;87;;;;L.DECAENS;;28/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Saint-Agnant-pres-Crocq;;RMQS_2025;ECO&SOLS;M.HEDDE, C.VERSAVEL, G.MAGNE, N.HENON;;RMQS_25_SAINT-AGNANT-PRES-CROCQ_1421;RMQS_25_SAINT-AGNANT-PRES-CROCQ_1421_DVAC;45.82771549;2.323432828;697;03/06/2025;03/06/2025;Prairie de fauche;;DVAC100;4;Arachnida;;;183884;;Acari;Acari Leach, 1817;;TR_LDEC-2932;Acari;;15;;;;L.DECAENS;;28/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Saint-Agnant-pres-Crocq;;RMQS_2025;ECO&SOLS;M.HEDDE, C.VERSAVEL, G.MAGNE, N.HENON;;RMQS_25_SAINT-AGNANT-PRES-CROCQ_1421;RMQS_25_SAINT-AGNANT-PRES-CROCQ_1421_DVAC;45.82771549;2.323432828;697;03/06/2025;03/06/2025;Prairie de fauche;;DVAC100;4;Insecta;Lepidoptera;;185214;;Lepidoptera;Lepidoptera Linnaeus, 1758;;TR_LDEC-2933;lepidoptera;larva;2;;;;L.DECAENS;;28/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Epannes;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190619;RMQS_25_EPANNES_1283;RMQS_25_EPANNES_1283_DVAC;46.22144876;-0.579361751;23;01/04/2025;01/04/2025;Friche;;DVAC100;4;Entognatha;Collembola;;184571;;Collembola;Collembola Lubbock, 1870;;TR_LDEC-2934;collembola;;58;;;;L.DECAENS;;28/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Epannes;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190619;RMQS_25_EPANNES_1283;RMQS_25_EPANNES_1283_DVAC;46.22144876;-0.579361751;23;01/04/2025;01/04/2025;Friche;;DVAC100;4;Insecta;Hymenoptera;;185126;;Hymenoptera;Hymenoptera Linnaeus, 1758;;TR_LDEC-2935;hymenoptera;;17;;;;L.DECAENS;;28/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Epannes;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190619;RMQS_25_EPANNES_1283;RMQS_25_EPANNES_1283_DVAC;46.22144876;-0.579361751;23;01/04/2025;01/04/2025;Friche;;DVAC100;4;Arachnida;Araneae;;184348;;Araneae;Araneae Clerck, 1758;;TR_LDEC-2936;araneae;;6;;;;L.DECAENS;;28/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Epannes;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190619;RMQS_25_EPANNES_1283;RMQS_25_EPANNES_1283_DVAC;46.22144876;-0.579361751;23;01/04/2025;01/04/2025;Friche;;DVAC100;4;Malacostraca;Isopoda;;184472;;Isopoda;Isopoda Latreille, 1817;;TR_LDEC-2937;isopoda;;3;;;;L.DECAENS;;28/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Epannes;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190619;RMQS_25_EPANNES_1283;RMQS_25_EPANNES_1283_DVAC;46.22144876;-0.579361751;23;01/04/2025;01/04/2025;Friche;;DVAC100;4;Insecta;Coleoptera;;184612;;Coleoptera;Coleoptera Linnaeus, 1758;;TR_LDEC-2938;coleoptera;;6;;;;L.DECAENS;;28/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Epannes;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190619;RMQS_25_EPANNES_1283;RMQS_25_EPANNES_1283_DVAC;46.22144876;-0.579361751;23;01/04/2025;01/04/2025;Friche;;DVAC100;4;Insecta;Coleoptera;;184612;;Coleoptera;Coleoptera Linnaeus, 1758;;TR_LDEC-2939;coleoptera;larva;1;;;;L.DECAENS;;28/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Epannes;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190619;RMQS_25_EPANNES_1283;RMQS_25_EPANNES_1283_DVAC;46.22144876;-0.579361751;23;01/04/2025;01/04/2025;Friche;;DVAC100;4;Insecta;Diptera;;18483;;Diptera;Diptera Linnaeus, 1758;;TR_LDEC-2940;diptera;;37;;;;L.DECAENS;;28/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Epannes;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190619;RMQS_25_EPANNES_1283;RMQS_25_EPANNES_1283_DVAC;46.22144876;-0.579361751;23;01/04/2025;01/04/2025;Friche;;DVAC100;4;Insecta;Hemiptera;;18498;;Hemiptera;Hemiptera Linnaeus, 1758;;TR_LDEC-2941;hemiptera;;6;;;;L.DECAENS;;28/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Epannes;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190619;RMQS_25_EPANNES_1283;RMQS_25_EPANNES_1283_DVAC;46.22144876;-0.579361751;23;01/04/2025;01/04/2025;Friche;;DVAC100;4;Insecta;Hemiptera;;18498;;Hemiptera;Hemiptera Linnaeus, 1758;;TR_LDEC-2942;hemiptera;larva;42;;;;L.DECAENS;;28/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Epannes;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190619;RMQS_25_EPANNES_1283;RMQS_25_EPANNES_1283_DVAC;46.22144876;-0.579361751;23;01/04/2025;01/04/2025;Friche;;DVAC100;4;Arachnida;;;183884;;Acari;Acari Leach, 1817;;TR_LDEC-2943;Acari;;2;;;;L.DECAENS;;28/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Epannes;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190619;RMQS_25_EPANNES_1283;RMQS_25_EPANNES_1283_DVAC;46.22144876;-0.579361751;23;01/04/2025;01/04/2025;Friche;;DVAC100;4;Gastropoda;;;186338;;Gastropoda;Gastropoda Cuvier, 1795;;TR_LDEC-2944;gastropoda;;5;;;;L.DECAENS;;28/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Epannes;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190619;RMQS_25_EPANNES_1283;RMQS_25_EPANNES_1283_DVAC;46.22144876;-0.579361751;23;01/04/2025;01/04/2025;Friche;;DVAC100;4;Entognatha;Collembola;;184571;;Collembola;Collembola Lubbock, 1870;;TR_LDEC-2945;collembola;;48;;;;L.DECAENS;;28/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Epannes;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190619;RMQS_25_EPANNES_1283;RMQS_25_EPANNES_1283_DVAC;46.22144876;-0.579361751;23;01/04/2025;01/04/2025;Friche;;DVAC100;4;Arachnida;Araneae;;184348;;Araneae;Araneae Clerck, 1758;;TR_LDEC-2946;araneae;;2;;;;L.DECAENS;;28/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Epannes;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190619;RMQS_25_EPANNES_1283;RMQS_25_EPANNES_1283_DVAC;46.22144876;-0.579361751;23;01/04/2025;01/04/2025;Friche;;DVAC100;4;Insecta;Diptera;;18483;;Diptera;Diptera Linnaeus, 1758;;TR_LDEC-2947;diptera;;19;;;;L.DECAENS;;28/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Epannes;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190619;RMQS_25_EPANNES_1283;RMQS_25_EPANNES_1283_DVAC;46.22144876;-0.579361751;23;01/04/2025;01/04/2025;Friche;;DVAC100;4;Insecta;Hemiptera;;18498;;Hemiptera;Hemiptera Linnaeus, 1758;;TR_LDEC-2948;hemiptera;larva;4;;;;L.DECAENS;;28/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Epannes;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190619;RMQS_25_EPANNES_1283;RMQS_25_EPANNES_1283_DVAC;46.22144876;-0.579361751;23;01/04/2025;01/04/2025;Friche;;DVAC100;4;Arachnida;;;183884;;Acari;Acari Leach, 1817;;TR_LDEC-2949;Acari;;1;;;;L.DECAENS;;28/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Epannes;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190619;RMQS_25_EPANNES_1283;RMQS_25_EPANNES_1283_DVAC;46.22144876;-0.579361751;23;01/04/2025;01/04/2025;Friche;;DVAC100;4;Gastropoda;;;186338;;Gastropoda;Gastropoda Cuvier, 1795;;TR_LDEC-2950;gastropoda;;3;;;;L.DECAENS;;28/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Besse;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190635;RMQS_25_BESSE_1747;RMQS_25_BESSE_1747_DVAC;44.670287;1.111486004;246;07/04/2025;07/04/2025;Prairie permanente;;DVAC100;4;Entognatha;Collembola;;184571;;Collembola;Collembola Lubbock, 1870;;TR_LDEC-2951;collembola;;82;;;;L.DECAENS;;29/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Besse;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190635;RMQS_25_BESSE_1747;RMQS_25_BESSE_1747_DVAC;44.670287;1.111486004;246;07/04/2025;07/04/2025;Prairie permanente;;DVAC100;4;Insecta;Hymenoptera;;185126;;Hymenoptera;Hymenoptera Linnaeus, 1758;;TR_LDEC-2952;hymenoptera;;10;;;;L.DECAENS;;29/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Besse;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190635;RMQS_25_BESSE_1747;RMQS_25_BESSE_1747_DVAC;44.670287;1.111486004;246;07/04/2025;07/04/2025;Prairie permanente;;DVAC100;4;Arachnida;Araneae;;184348;;Araneae;Araneae Clerck, 1758;;TR_LDEC-2953;araneae;;5;;;;L.DECAENS;;29/01/2026;;;
