"","LON","LAT","YEAR","MM","DD","DOY","YYYYMMDD","T2M_MAX","T2M_MIN","T2MDEW","EVLAND","STATION"
"4189",-0.027466457254098,47.8193557784935,2024,2,10,41,2024-02-10,9.49,7.15,7.4,4.84,788
"4190",-0.027466457254098,47.8193557784935,2024,2,11,42,2024-02-11,10.83,3.77,6.24,10.77,788
"4191",-0.027466457254098,47.8193557784935,2024,2,12,43,2024-02-12,10.85,3.12,4.92,9.57,788
"4192",-0.027466457254098,47.8193557784935,2024,2,13,44,2024-02-13,9.05,2.05,5.89,4,788
"4193",-0.027466457254098,47.8193557784935,2024,2,14,45,2024-02-14,15.93,8.7,10.47,8.22,788
"4194",-0.027466457254098,47.8193557784935,2024,2,15,46,2024-02-15,15.26,9.15,10.38,6.43,788
"4195",-0.027466457254098,47.8193557784935,2024,2,16,47,2024-02-16,14.15,5.44,8.46,14.52,788
"4196",-0.027466457254098,47.8193557784935,2024,2,17,48,2024-02-17,12.94,4.38,5.94,8.78,788
"4197",-0.027466457254098,47.8193557784935,2024,2,18,49,2024-02-18,13.99,6.19,8.06,6.59,788
"4198",-0.027466457254098,47.8193557784935,2024,2,19,50,2024-02-19,10.92,7.6,7.57,9.19,788
"4199",-0.027466457254098,47.8193557784935,2024,2,20,51,2024-02-20,9.91,5.51,6.98,4.94,788
"4200",-0.027466457254098,47.8193557784935,2024,2,21,52,2024-02-21,11.64,6.23,8.58,9.73,788
"4201",-0.027466457254098,47.8193557784935,2024,2,22,53,2024-02-22,14.24,4.34,8.66,18.31,788
"4202",-0.027466457254098,47.8193557784935,2024,2,23,54,2024-02-23,7.58,2.92,4.01,9.53,788
"4203",-0.027466457254098,47.8193557784935,2024,2,24,55,2024-02-24,8.68,2.58,3.93,9.75,788
"4204",-0.027466457254098,47.8193557784935,2024,2,25,56,2024-02-25,8.95,3.82,6.05,4.36,788
"4205",-0.027466457254098,47.8193557784935,2024,2,26,57,2024-02-26,7.44,5.38,5.33,13.07,788
"4206",-0.027466457254098,47.8193557784935,2024,2,27,58,2024-02-27,10.49,0.31,2.6,16.56,788
"4207",-0.027466457254098,47.8193557784935,2024,2,28,59,2024-02-28,7.99,-0.21,4.07,4.37,788
"4208",-0.027466457254098,47.8193557784935,2024,2,29,60,2024-02-29,13.72,5.44,7.9,14.62,788
"4209",-0.027466457254098,47.8193557784935,2024,3,1,61,2024-03-01,11.01,3.15,4.67,18.1,788
"4210",-0.027466457254098,47.8193557784935,2024,3,2,62,2024-03-02,8.34,3.03,4.23,6.74,788
"4211",-0.027466457254098,47.8193557784935,2024,3,3,63,2024-03-03,9.8,0.99,2.26,15.68,788
"4212",-0.027466457254098,47.8193557784935,2024,3,4,64,2024-03-04,8.21,-2.15,2.26,11.97,788
"4213",-0.027466457254098,47.8193557784935,2024,3,5,65,2024-03-05,7.94,2.05,4.39,9.02,788
"4214",-0.027466457254098,47.8193557784935,2024,3,6,66,2024-03-06,11.7,2.19,3.25,14.35,788
"4215",-0.027466457254098,47.8193557784935,2024,3,7,67,2024-03-07,12.44,1.43,3.47,19.72,788
"4216",-0.027466457254098,47.8193557784935,2024,3,8,68,2024-03-08,10.79,2.89,5.57,7.71,788
"4217",-0.027466457254098,47.8193557784935,2024,3,9,69,2024-03-09,9.4,4.86,5.96,7.19,788
"4218",-0.027466457254098,47.8193557784935,2024,3,10,70,2024-03-10,11.13,3.25,4.8,12.83,788
"4219",-0.027466457254098,47.8193557784935,2024,3,11,71,2024-03-11,12.42,1.97,4.96,16.81,788
"4220",-0.027466457254098,47.8193557784935,2024,3,12,72,2024-03-12,14.48,5.59,8.13,11.42,788
"4221",-0.027466457254098,47.8193557784935,2024,3,13,73,2024-03-13,16.09,7.59,9.64,17.86,788
"4222",-0.027466457254098,47.8193557784935,2024,3,14,74,2024-03-14,17.01,6.24,9.01,17.03,788
"4223",-0.027466457254098,47.8193557784935,2024,3,15,75,2024-03-15,15.89,9.96,10.31,24.37,788
"4224",-0.027466457254098,47.8193557784935,2024,3,16,76,2024-03-16,15.33,8.67,9.73,16.16,788
"4225",-0.027466457254098,47.8193557784935,2024,3,17,77,2024-03-17,15.12,9.85,11.09,8.44,788
"4226",-0.027466457254098,47.8193557784935,2024,3,18,78,2024-03-18,16.33,7.77,9.41,23.67,788
"4227",-0.027466457254098,47.8193557784935,2024,3,19,79,2024-03-19,16.37,5.71,7.76,22.23,788
"4228",-0.027466457254098,47.8193557784935,2024,3,20,80,2024-03-20,19.12,6.23,9.19,19.69,788
"4229",-0.027466457254098,47.8193557784935,2024,3,21,81,2024-03-21,17.94,6.51,8.12,22.44,788
"4230",-0.027466457254098,47.8193557784935,2024,3,22,82,2024-03-22,16.33,6.37,8,28.74,788
"4231",-0.027466457254098,47.8193557784935,2024,3,23,83,2024-03-23,11.15,4.26,4.57,24.64,788
"4232",-0.027466457254098,47.8193557784935,2024,3,24,84,2024-03-24,12.32,4.06,4.05,24.86,788
"4233",-0.027466457254098,47.8193557784935,2024,3,25,85,2024-03-25,10.26,2.62,3.9,14.36,788
"4234",-0.027466457254098,47.8193557784935,2024,3,26,86,2024-03-26,8.37,3.85,6.15,7.85,788
"4235",-0.027466457254098,47.8193557784935,2024,3,27,87,2024-03-27,10.96,4.2,5.65,20.17,788
"4236",-0.027466457254098,47.8193557784935,2024,3,28,88,2024-03-28,11.88,4.44,4.35,31.8,788
"4237",-0.027466457254098,47.8193557784935,2024,3,29,89,2024-03-29,13.46,6.08,7.23,20.2,788
"4238",-0.027466457254098,47.8193557784935,2024,3,30,90,2024-03-30,13.73,5.55,6.7,23.23,788
"4239",-0.027466457254098,47.8193557784935,2024,3,31,91,2024-03-31,12.7,4.15,6.75,15.93,788
"4240",-0.027466457254098,47.8193557784935,2024,4,1,92,2024-04-01,13.57,3.76,6.8,28.17,788
"4241",-0.027466457254098,47.8193557784935,2024,4,2,93,2024-04-02,15.34,6.68,8.33,23.4,788
"4242",-0.027466457254098,47.8193557784935,2024,4,3,94,2024-04-03,15.78,9.83,10.37,28.54,788
"4243",-0.027466457254098,47.8193557784935,2024,4,4,95,2024-04-04,17.66,11.46,11.37,35.95,788
"4244",-0.027466457254098,47.8193557784935,2024,4,5,96,2024-04-05,18.62,11.94,12.76,24.83,788
"4245",-0.027466457254098,47.8193557784935,2024,4,6,97,2024-04-06,19.85,9.92,11.35,31.87,788
"4246",-0.027466457254098,47.8193557784935,2024,4,7,98,2024-04-07,15.05,9.53,11.57,11.26,788
"4247",-0.027466457254098,47.8193557784935,2024,4,8,99,2024-04-08,19.71,7.93,10.47,36.15,788
"4248",-0.027466457254098,47.8193557784935,2024,4,9,100,2024-04-09,12.12,5.44,4.44,32.3,788
"4249",-0.027466457254098,47.8193557784935,2024,4,10,101,2024-04-10,15.22,5.35,7.25,25.64,788
"4250",-0.027466457254098,47.8193557784935,2024,4,11,102,2024-04-11,19.89,9.35,11.71,30.8,788
"4251",-0.027466457254098,47.8193557784935,2024,4,12,103,2024-04-12,21.68,10.43,13.14,36.92,788
"4252",-0.027466457254098,47.8193557784935,2024,4,13,104,2024-04-13,23.5,9.17,13.34,44.64,788
"4253",-0.027466457254098,47.8193557784935,2024,4,14,105,2024-04-14,19.28,7.69,9.59,33.5,788
"4254",-0.027466457254098,47.8193557784935,2024,4,15,106,2024-04-15,14.19,5.23,6.36,28.62,788
"4255",-0.027466457254098,47.8193557784935,2024,4,16,107,2024-04-16,13.63,4.98,5.25,34.53,788
"4256",-0.027466457254098,47.8193557784935,2024,4,17,108,2024-04-17,12.89,4.16,4.27,30.69,788
"4257",-0.027466457254098,47.8193557784935,2024,4,18,109,2024-04-18,14.19,3.61,3.58,33.11,788
"4258",-0.027466457254098,47.8193557784935,2024,4,19,110,2024-04-19,15.06,3.76,6.48,28.27,788
"4259",-0.027466457254098,47.8193557784935,2024,4,20,111,2024-04-20,12.98,2.87,2.76,37.41,788
"4260",-0.027466457254098,47.8193557784935,2024,4,21,112,2024-04-21,12.44,0.42,2.14,31.7,788
"4261",-0.027466457254098,47.8193557784935,2024,4,22,113,2024-04-22,11.87,2.73,2.24,28.28,788
"4262",-0.027466457254098,47.8193557784935,2024,4,23,114,2024-04-23,12.65,0.42,2.01,30.57,788
"4263",-0.027466457254098,47.8193557784935,2024,4,24,115,2024-04-24,12.29,3.77,4.79,23.16,788
"4264",-0.027466457254098,47.8193557784935,2024,4,25,116,2024-04-25,14.11,1.84,4.9,29.19,788
"4265",-0.027466457254098,47.8193557784935,2024,4,26,117,2024-04-26,14.45,5.76,7.26,23.55,788
"4266",-0.027466457254098,47.8193557784935,2024,4,27,118,2024-04-27,14.51,7.3,10.12,11.07,788
"4267",-0.027466457254098,47.8193557784935,2024,4,28,119,2024-04-28,14.22,6.85,7.64,32.06,788
"4268",-0.027466457254098,47.8193557784935,2024,4,29,120,2024-04-29,17.33,5.06,7.94,38.82,788
"4269",-0.027466457254098,47.8193557784935,2024,4,30,121,2024-04-30,17.83,6.46,9.86,34.93,788
"4270",-0.027466457254098,47.8193557784935,2024,5,1,122,2024-05-01,12.05,6.15,8.76,14.08,788
"4271",-0.027466457254098,47.8193557784935,2024,5,2,123,2024-05-02,14.78,5.66,7.35,34.07,788
"4272",-0.027466457254098,47.8193557784935,2024,5,3,124,2024-05-03,14.34,6.61,7.68,30.49,788
"4273",-0.027466457254098,47.8193557784935,2024,5,4,125,2024-05-04,14.13,6.24,9.13,24.94,788
"4274",-0.027466457254098,47.8193557784935,2024,5,5,126,2024-05-05,15.21,10.33,11.27,18.61,788
"4275",-0.027466457254098,47.8193557784935,2024,5,6,127,2024-05-06,14.3,7.18,9.22,23.56,788
"4276",-0.027466457254098,47.8193557784935,2024,5,7,128,2024-05-07,18.54,7.77,10.09,46.02,788
"4277",-0.027466457254098,47.8193557784935,2024,5,8,129,2024-05-08,19.65,6.48,9.28,49.65,788
"4278",-0.027466457254098,47.8193557784935,2024,5,9,130,2024-05-09,20.53,7.13,10.66,46.84,788
"4279",-0.027466457254098,47.8193557784935,2024,5,10,131,2024-05-10,22.85,8.99,11.94,58,788
"4280",-0.027466457254098,47.8193557784935,2024,5,11,132,2024-05-11,25.05,10.52,14.15,56.35,788
"4281",-0.027466457254098,47.8193557784935,2024,5,12,133,2024-05-12,21.01,13.59,14.44,33.92,788
"4282",-0.027466457254098,47.8193557784935,2024,5,13,134,2024-05-13,20.78,11.58,12.73,47.85,788
"4283",-0.027466457254098,47.8193557784935,2024,5,14,135,2024-05-14,17.38,10.12,11.51,39.08,788
"4284",-0.027466457254098,47.8193557784935,2024,5,15,136,2024-05-15,16.55,8.75,10.23,36.23,788
"4285",-0.027466457254098,47.8193557784935,2024,5,16,137,2024-05-16,16.42,8.08,9.87,39.26,788
"4286",-0.027466457254098,47.8193557784935,2024,5,17,138,2024-05-17,17.98,8.66,10.12,37.1,788
"4287",-0.027466457254098,47.8193557784935,2024,5,18,139,2024-05-18,19.4,10.18,10.68,33.54,788
"4288",-0.027466457254098,47.8193557784935,2024,5,19,140,2024-05-19,19.02,11.63,11.94,33.59,788
"4289",-0.027466457254098,47.8193557784935,2024,5,20,141,2024-05-20,18.61,10.54,12.76,25.63,788
"4290",-0.027466457254098,47.8193557784935,2024,5,21,142,2024-05-21,17.73,10.2,11.8,31.19,788
"4291",-0.027466457254098,47.8193557784935,2024,5,22,143,2024-05-22,18.55,9.55,10.95,42.8,788
"4292",-0.027466457254098,47.8193557784935,2024,5,23,144,2024-05-23,18.48,9.71,10.94,42.26,788
"4293",-0.027466457254098,47.8193557784935,2024,5,24,145,2024-05-24,18.57,9.45,10.48,42.41,788
"4294",-0.027466457254098,47.8193557784935,2024,5,25,146,2024-05-25,20.15,8.59,11.44,40.53,788
"4295",-0.027466457254098,47.8193557784935,2024,5,26,147,2024-05-26,19.1,10.95,11.8,48.23,788
"4296",-0.027466457254098,47.8193557784935,2024,5,27,148,2024-05-27,16.34,9.73,9.51,34.81,788
"4297",-0.027466457254098,47.8193557784935,2024,5,28,149,2024-05-28,19.48,10.26,12.12,32.21,788
"4298",-0.027466457254098,47.8193557784935,2024,5,29,150,2024-05-29,19.48,11.79,13.77,26,788
"4299",-0.027466457254098,47.8193557784935,2024,5,30,151,2024-05-30,17.26,10.54,10.42,44.98,788
"4300",-0.027466457254098,47.8193557784935,2024,5,31,152,2024-05-31,19.3,9.55,10.82,54.06,788
"4301",-0.027466457254098,47.8193557784935,2024,6,1,153,2024-06-01,17.49,11.33,11.05,40.49,788
"4302",-0.027466457254098,47.8193557784935,2024,6,2,154,2024-06-02,20.12,9.52,11.3,43.75,788
"4303",-0.027466457254098,47.8193557784935,2024,6,3,155,2024-06-03,22.73,6.87,11.23,57.43,788
"4304",-0.027466457254098,47.8193557784935,2024,6,4,156,2024-06-04,21.23,12.41,13.29,50.72,788
"4305",-0.027466457254098,47.8193557784935,2024,6,5,157,2024-06-05,19.6,10.99,11.8,34.4,788
"4306",-0.027466457254098,47.8193557784935,2024,6,6,158,2024-06-06,20.82,9.78,9.39,53.43,788
"4307",-0.027466457254098,47.8193557784935,2024,6,7,159,2024-06-07,20.92,7.44,10.13,51.8,788
"4308",-0.027466457254098,47.8193557784935,2024,6,8,160,2024-06-08,21.89,8.24,10.9,55.52,788
"4309",-0.027466457254098,47.8193557784935,2024,6,9,161,2024-06-09,21.47,8.62,10.53,57.35,788
"4310",-0.027466457254098,47.8193557784935,2024,6,10,162,2024-06-10,18.67,8.4,9.78,47.2,788
"4311",-0.027466457254098,47.8193557784935,2024,6,11,163,2024-06-11,17.65,7.03,7.81,44.34,788
"4312",-0.027466457254098,47.8193557784935,2024,6,12,164,2024-06-12,18.26,6.14,7.98,46.58,788
"4313",-0.027466457254098,47.8193557784935,2024,6,13,165,2024-06-13,18.9,7.75,8.61,37.34,788
"4314",-0.027466457254098,47.8193557784935,2024,6,14,166,2024-06-14,20.14,11.4,12.39,52.04,788
"4315",-0.027466457254098,47.8193557784935,2024,6,15,167,2024-06-15,17.33,9.19,10.54,44.33,788
"4316",-0.027466457254098,47.8193557784935,2024,6,16,168,2024-06-16,19.86,11.98,13.58,43.24,788
"4317",-0.027466457254098,47.8193557784935,2024,6,17,169,2024-06-17,21.26,13.39,15.41,37.31,788
"4318",-0.027466457254098,47.8193557784935,2024,6,18,170,2024-06-18,22.95,13.99,16.04,39.29,788
"4319",-0.027466457254098,47.8193557784935,2024,6,19,171,2024-06-19,22.32,13.55,14.8,45.96,788
"4320",-0.027466457254098,47.8193557784935,2024,6,20,172,2024-06-20,23.1,14.25,15.59,42.71,788
"4321",-0.027466457254098,47.8193557784935,2024,6,21,173,2024-06-21,22.74,13.5,15.15,53.11,788
"4322",-0.027466457254098,47.8193557784935,2024,6,22,174,2024-06-22,20.65,13.12,12.45,58.03,788
"4323",-0.027466457254098,47.8193557784935,2024,6,23,175,2024-06-23,23.4,12.59,12.69,60.13,788
"4324",-0.027466457254098,47.8193557784935,2024,6,24,176,2024-06-24,25.27,13.83,15,66.95,788
"4325",-0.027466457254098,47.8193557784935,2024,6,25,177,2024-06-25,27.76,16.2,17.73,70.11,788
"4326",-0.027466457254098,47.8193557784935,2024,6,26,178,2024-06-26,29.24,16.7,17.62,69.66,788
"4327",-0.027466457254098,47.8193557784935,2024,6,27,179,2024-06-27,25.14,14.08,16.33,61.06,788
"4328",-0.027466457254098,47.8193557784935,2024,6,28,180,2024-06-28,22.15,11.34,11.63,51.17,788
"4329",-0.027466457254098,47.8193557784935,2024,6,29,181,2024-06-29,20.06,12.12,14,31.95,788
"4330",-0.027466457254098,47.8193557784935,2024,6,30,182,2024-06-30,23.21,11.62,14.48,45.55,788
"4331",-0.027466457254098,47.8193557784935,2024,7,1,183,2024-07-01,22.01,11.99,12.8,54.63,788
"4332",-0.027466457254098,47.8193557784935,2024,7,2,184,2024-07-02,20.55,11.74,13.28,NA,788
"4333",-0.027466457254098,47.8193557784935,2024,7,3,185,2024-07-03,19.19,9.73,12.83,NA,788
"4334",-0.027466457254098,47.8193557784935,2024,7,4,186,2024-07-04,20.45,13.12,13.1,NA,788
"4335",-0.027466457254098,47.8193557784935,2024,7,5,187,2024-07-05,20.64,12.4,13.15,NA,788
"4336",-0.027466457254098,47.8193557784935,2024,7,6,188,2024-07-06,18.83,10.76,11.42,NA,788
"4337",-0.027466457254098,47.8193557784935,2024,7,7,189,2024-07-07,18.76,9.47,11.19,NA,788
"4338",-0.027466457254098,47.8193557784935,2024,7,8,190,2024-07-08,21.41,10.76,13.66,NA,788
"4339",-0.027466457254098,47.8193557784935,2024,7,9,191,2024-07-09,22.27,15.33,16.69,NA,788
"4340",-0.027466457254098,47.8193557784935,2024,7,10,192,2024-07-10,22.78,14.23,15.57,NA,788
"4341",-0.027466457254098,47.8193557784935,2024,7,11,193,2024-07-11,23.05,12.97,15.51,NA,788
"4342",-0.027466457254098,47.8193557784935,2024,7,12,194,2024-07-12,NA,NA,NA,NA,788
"4343",-0.027466457254098,47.8193557784935,2024,7,13,195,2024-07-13,NA,NA,NA,NA,788
"4344",-0.027466457254098,47.8193557784935,2024,7,14,196,2024-07-14,NA,NA,NA,NA,788
"4345",-0.027466457254098,47.8193557784935,2024,7,15,197,2024-07-15,24.73,13.62,15.17,NA,788
"4346",-0.027466457254098,47.8193557784935,2024,7,16,198,2024-07-16,21.42,14.26,14.94,NA,788
"4347",-0.027466457254098,47.8193557784935,2024,7,17,199,2024-07-17,23.47,13.27,15,NA,788
"4348",-0.027466457254098,47.8193557784935,2024,7,18,200,2024-07-18,27.14,14.97,17.19,NA,788
"4349",-0.027466457254098,47.8193557784935,2024,7,19,201,2024-07-19,27.64,17.48,18.33,NA,788
"4350",-0.027466457254098,47.8193557784935,2024,7,20,202,2024-07-20,24.69,15.7,16.75,NA,788
"4351",-0.027466457254098,47.8193557784935,2024,7,21,203,2024-07-21,23.76,14.29,15.85,NA,788
"4352",-0.027466457254098,47.8193557784935,2024,7,22,204,2024-07-22,22.2,12.26,15.58,NA,788
"4353",-0.027466457254098,47.8193557784935,2024,7,23,205,2024-07-23,23.13,13.4,16.18,NA,788
"4354",-0.027466457254098,47.8193557784935,2024,7,24,206,2024-07-24,23.6,11.94,14.79,NA,788
"4355",-0.027466457254098,47.8193557784935,2024,7,25,207,2024-07-25,23.05,15.28,16.81,NA,788
"4356",-0.027466457254098,47.8193557784935,2024,7,26,208,2024-07-26,22.25,16.64,17.57,NA,788
"4357",-0.027466457254098,47.8193557784935,2024,7,27,209,2024-07-27,21.58,14.33,15.59,NA,788
"4358",-0.027466457254098,47.8193557784935,2024,7,28,210,2024-07-28,23.78,11.91,14.55,NA,788
"4359",-0.027466457254098,47.8193557784935,2024,7,29,211,2024-07-29,28.08,15.31,19.38,NA,788
"4360",-0.027466457254098,47.8193557784935,2024,7,30,212,2024-07-30,31.82,19.57,22.37,NA,788
"4361",-0.027466457254098,47.8193557784935,2024,7,31,213,2024-07-31,29.83,20.59,21.99,NA,788
"4362",-0.027466457254098,47.8193557784935,2024,8,1,214,2024-08-01,27.75,18.71,20.41,NA,788
"4363",-0.027466457254098,47.8193557784935,2024,8,2,215,2024-08-02,24.8,14.95,16.69,NA,788
"4364",-0.027466457254098,47.8193557784935,2024,8,3,216,2024-08-03,22.82,13.73,16.26,NA,788
"4365",-0.027466457254098,47.8193557784935,2024,8,4,217,2024-08-04,23.27,15.48,15.72,NA,788
"4366",-0.027466457254098,47.8193557784935,2024,8,5,218,2024-08-05,24.51,13.84,16.2,NA,788
"4367",-0.027466457254098,47.8193557784935,2024,8,6,219,2024-08-06,24.84,13.8,17.08,NA,788
"4368",-0.027466457254098,47.8193557784935,2024,8,7,220,2024-08-07,22.14,11.75,13.94,NA,788
"4369",-0.027466457254098,47.8193557784935,2024,8,8,221,2024-08-08,23.69,14.36,14.82,NA,788
"4370",-0.027466457254098,47.8193557784935,2024,8,9,222,2024-08-09,25.16,14.7,17.83,NA,788
"4371",-0.027466457254098,47.8193557784935,2024,8,10,223,2024-08-10,27.06,14.88,16.91,NA,788
"4372",-0.027466457254098,47.8193557784935,2024,8,11,224,2024-08-11,29.13,17.62,20.44,NA,788
"4373",-0.027466457254098,47.8193557784935,2024,8,12,225,2024-08-12,29.46,18.93,20.82,NA,788
"4374",-0.027466457254098,47.8193557784935,2024,8,13,226,2024-08-13,22.9,17.29,18.12,NA,788
"4375",-0.027466457254098,47.8193557784935,2024,8,14,227,2024-08-14,22.97,15.59,16.62,NA,788
"4376",-0.027466457254098,47.8193557784935,2024,8,15,228,2024-08-15,22.94,12.68,14.68,NA,788
"4377",-0.027466457254098,47.8193557784935,2024,8,16,229,2024-08-16,24.01,14.96,17.59,NA,788
"4378",-0.027466457254098,47.8193557784935,2024,8,17,230,2024-08-17,19.83,13.34,16.77,NA,788
"4379",-0.027466457254098,47.8193557784935,2024,8,18,231,2024-08-18,20.6,11.81,13.12,NA,788
"4380",-0.027466457254098,47.8193557784935,2024,8,19,232,2024-08-19,21.66,11.03,13.03,NA,788
"4381",-0.027466457254098,47.8193557784935,2024,8,20,233,2024-08-20,22.93,11.15,14.62,NA,788
"4382",-0.027466457254098,47.8193557784935,2024,8,21,234,2024-08-21,20.44,10.26,11.45,NA,788
"4383",-0.027466457254098,47.8193557784935,2024,8,22,235,2024-08-22,22.65,9.66,12.83,NA,788
"4384",-0.027466457254098,47.8193557784935,2024,8,23,236,2024-08-23,24.62,14.87,17.91,NA,788
"4385",-0.027466457254098,47.8193557784935,2024,8,24,237,2024-08-24,25.15,11.48,15.79,NA,788
"4386",-0.027466457254098,47.8193557784935,2024,8,25,238,2024-08-25,20.12,8.75,10.68,NA,788
"4387",-0.027466457254098,47.8193557784935,2024,8,26,239,2024-08-26,21.78,10.45,12.37,NA,788
"4388",-0.027466457254098,47.8193557784935,2024,8,27,240,2024-08-27,25.12,12.52,14.37,NA,788
"4389",-0.027466457254098,47.8193557784935,2024,8,28,241,2024-08-28,27.46,14.35,17.28,NA,788
"4390",-0.027466457254098,47.8193557784935,2024,8,29,242,2024-08-29,22.11,14.06,16.54,NA,788
"4391",-0.027466457254098,47.8193557784935,2024,8,30,243,2024-08-30,18.81,14.87,15.37,NA,788
"4392",-0.027466457254098,47.8193557784935,2024,8,31,244,2024-08-31,23.65,14.35,17.8,NA,788
"4393",0.826715632239393,47.8334896790882,2024,1,1,1,2024-01-01,10.34,5.3,6.33,6.06,792
"4394",0.826715632239393,47.8334896790882,2024,1,2,2,2024-01-02,12.73,9.33,10.22,9.98,792
"4395",0.826715632239393,47.8334896790882,2024,1,3,3,2024-01-03,11.32,7.7,8.29,15.03,792
"4396",0.826715632239393,47.8334896790882,2024,1,4,4,2024-01-04,11.33,6.17,7.72,4.81,792
"4397",0.826715632239393,47.8334896790882,2024,1,5,5,2024-01-05,8.08,3.87,4.65,5.36,792
"4398",0.826715632239393,47.8334896790882,2024,1,6,6,2024-01-06,6.92,1.8,3.19,4.35,792
"4399",0.826715632239393,47.8334896790882,2024,1,7,7,2024-01-07,5.76,-1.09,1.04,6.27,792
"4400",0.826715632239393,47.8334896790882,2024,1,8,8,2024-01-08,-0.3,-4.95,-4.84,6.71,792
"4401",0.826715632239393,47.8334896790882,2024,1,9,9,2024-01-09,-1.4,-3.27,-4.27,5.05,792
"4402",0.826715632239393,47.8334896790882,2024,1,10,10,2024-01-10,0.55,-3.81,-4.02,4.99,792
"4403",0.826715632239393,47.8334896790882,2024,1,11,11,2024-01-11,2.9,-3.99,-2.98,6.24,792
"4404",0.826715632239393,47.8334896790882,2024,1,12,12,2024-01-12,2.59,-4.2,-2.43,3.26,792
"4405",0.826715632239393,47.8334896790882,2024,1,13,13,2024-01-13,0.44,-5.49,-3.88,3,792
"4406",0.826715632239393,47.8334896790882,2024,1,14,14,2024-01-14,0.23,-5.56,-4.49,3.05,792
"4407",0.826715632239393,47.8334896790882,2024,1,15,15,2024-01-15,4.12,-3.64,-2.65,2.96,792
"4408",0.826715632239393,47.8334896790882,2024,1,16,16,2024-01-16,2.46,-4.94,-3.87,5.95,792
"4409",0.826715632239393,47.8334896790882,2024,1,17,17,2024-01-17,11.49,0.43,5.97,-7,792
"4410",0.826715632239393,47.8334896790882,2024,1,18,18,2024-01-18,2.8,-4.84,-2.57,7.51,792
"4411",0.826715632239393,47.8334896790882,2024,1,19,19,2024-01-19,3.51,-4.76,-3.35,4.01,792
"4412",0.826715632239393,47.8334896790882,2024,1,20,20,2024-01-20,2.19,-5.09,-4.13,7.23,792
"4413",0.826715632239393,47.8334896790882,2024,1,21,21,2024-01-21,6.47,-1.6,2.18,-1.18,792
"4414",0.826715632239393,47.8334896790882,2024,1,22,22,2024-01-22,11.33,5.81,7.72,4.94,792
"4415",0.826715632239393,47.8334896790882,2024,1,23,23,2024-01-23,11.98,5.08,8.07,3.49,792
"4416",0.826715632239393,47.8334896790882,2024,1,24,24,2024-01-24,13.97,9.86,11.25,5.2,792
"4417",0.826715632239393,47.8334896790882,2024,1,25,25,2024-01-25,11.81,7.76,9.52,-0.35,792
"4418",0.826715632239393,47.8334896790882,2024,1,26,26,2024-01-26,11.84,0.57,5.93,9.82,792
"4419",0.826715632239393,47.8334896790882,2024,1,27,27,2024-01-27,9.03,-0.82,0.91,7.45,792
"4420",0.826715632239393,47.8334896790882,2024,1,28,28,2024-01-28,10.79,0.15,4.23,4.69,792
"4421",0.826715632239393,47.8334896790882,2024,1,29,29,2024-01-29,11.64,5.45,7.68,2.61,792
"4422",0.826715632239393,47.8334896790882,2024,1,30,30,2024-01-30,11.29,4.62,6.95,5.66,792
"4423",0.826715632239393,47.8334896790882,2024,1,31,31,2024-01-31,10.31,3.7,5.69,4.85,792
"4424",0.826715632239393,47.8334896790882,2024,2,1,32,2024-02-01,11.23,6.94,8.16,2.83,792
"4425",0.826715632239393,47.8334896790882,2024,2,2,33,2024-02-02,8.32,5.35,5.58,7.98,792
"4426",0.826715632239393,47.8334896790882,2024,2,3,34,2024-02-03,9.82,6.3,7.28,4.13,792
"4427",0.826715632239393,47.8334896790882,2024,2,4,35,2024-02-04,9.01,6.27,6.98,3.78,792
"4428",0.826715632239393,47.8334896790882,2024,2,5,36,2024-02-05,7.71,5.32,5.34,6.84,792
"4429",0.826715632239393,47.8334896790882,2024,2,6,37,2024-02-06,11.6,6.25,7.85,7.1,792
"4430",0.826715632239393,47.8334896790882,2024,2,7,38,2024-02-07,11.86,9.01,9.9,4.92,792
"4431",0.826715632239393,47.8334896790882,2024,2,8,39,2024-02-08,13.21,9.37,10.18,11.44,792
"4432",0.826715632239393,47.8334896790882,2024,2,9,40,2024-02-09,13.88,8.58,9.42,11.43,792
"4433",0.826715632239393,47.8334896790882,2024,2,10,41,2024-02-10,8.76,6.94,7.18,4.56,792
"4434",0.826715632239393,47.8334896790882,2024,2,11,42,2024-02-11,10.27,4.19,6.3,10.18,792
"4435",0.826715632239393,47.8334896790882,2024,2,12,43,2024-02-12,10.42,2.68,4.86,9.75,792
"4436",0.826715632239393,47.8334896790882,2024,2,13,44,2024-02-13,8.18,2.22,5.41,5.16,792
"4437",0.826715632239393,47.8334896790882,2024,2,14,45,2024-02-14,15.05,8.36,10.14,7.59,792
"4438",0.826715632239393,47.8334896790882,2024,2,15,46,2024-02-15,14.08,8.77,10.01,5.63,792
"4439",0.826715632239393,47.8334896790882,2024,2,16,47,2024-02-16,13.75,5.46,8.48,12.51,792
"4440",0.826715632239393,47.8334896790882,2024,2,17,48,2024-02-17,12.64,4.05,5.48,10.75,792
"4441",0.826715632239393,47.8334896790882,2024,2,18,49,2024-02-18,12.24,5.2,7.31,5.59,792
"4442",0.826715632239393,47.8334896790882,2024,2,19,50,2024-02-19,11.16,7.58,7.69,10.44,792
"4443",0.826715632239393,47.8334896790882,2024,2,20,51,2024-02-20,9.93,5.45,6.58,7.7,792
